ACCE_ABSORB_COST	Kombinations omkostninger: %d
OKEY_EVENT_MESSAGE_NO_MORE_GAIN	Du kan ikke modtage flere Okey Kort Sæt.
OPEN_THE_SPECIAL_ACTION_KIT	%s tilføjet til følelser.
OPTION_ESCAPE_BUTTON_COOLTIME	Prøv venligst igen senere.
OPTION_ESCAPE_CANNOT_ESCAPE_STATE	Du kan ikke befri dig selv i øjeblikket. Prøv venligst igen senere.
OPTION_ESCAPE_FAR_DISTANCE	Du kan ikke befri dig selv, da du har flyttet dig mere end 10 meter.
OPTION_ESCAPE_QUESTION_ANSWER_NO	Du har ikke befriet dig selv.
OPTION_ESCAPE_QUESTION_MESSAGE	Du vil enten blive teleporteret til en tom lokation eller til landsbyen.\n Ønsker du at befri din karakter?
OPTION_ESCAPE_SYSTEM_BUTTON_TOOLTIP	Brug denne mulighed, hvis du sidder fast.
OPTION_ESCAPE_WAIT_MESSAGE	Du vil blive befriet om %d sekunder.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Du kan ikke aktivere Ordens-mode, hvis du ikke er medlem i en Orden.
OPTION_PVPMODE_NOT_SUPPORT	Du kan ikke bruge denne PvP-konfiguration.
OPTION_PVPMODE_PROTECT	Du skal mindst have opnået Level %d for at ændre PvP-konfigurationen.
OTHER_WORLD_DUNGEON_EXIT_QUESTION	Ønsker du at forlade kampen?
OTHER_WORLD_EXCHANGE_COOLTIME	Prøv venligst igen senere.
OTHER_WORLD_EXCHANGE_FAIL	Desværre, har du ikke modtaget noget fra byttet.
OTHER_WORLD_EXCHANGE_MAX_OVER_FAIL	Du kan ikke bruge mere end den maksimale mængde genstande.
OTHER_WORLD_EXCHANGE_WISP_TOOLTIP	Døds Flamme Bytte
OTHER_WORLD_GET_DEAD_SOUL	Du har modtaget %dx Død Sjæl.
OTHER_WORLD_GET_HELL_GATE_KEY	Du har modtaget %dx Asmodeus Nøgle.
OTHER_WORLD_GET_LIFE_AND_DEATH_LIST	Du har modtaget %dx Sort Brev.
OTHER_WORLD_GET_REINCARNATION_WATER	Du har modtaget %dx Livs Vand.
OTHER_WORLD_GET_WISP	Du har modtaget %dx Døds Flamme.
OTHER_WORLD_INFO_BOARD_TYPE_EAST_REAPER_ROOM	Vælg den Jordens Udsendte som du gerne vil møde.
OTHER_WORLD_INFO_BOARD_TYPE_NORTH_REAPER_ROOM	Hver gang en karakter dør, bliver fangehuls timeren reduceret med 1 minut.
OTHER_WORLD_INFO_BOARD_TYPE_PARADISE	Livs Vandet er ikke tilgængeligt.
OTHER_WORLD_INFO_BOARD_TYPE_SOUTH_REAPER_ROOM	Dræb alle monstrene på den tildelte tid.
OTHER_WORLD_INFO_BOARD_TYPE_WEST_REAPER_ROOM	Besejr Nattens Udsendte uden at dø.
OTHER_WORLD_INFO_BOARD_TYPE_YEOMWANG_ROOM	Besejr Asmodeus inden tiden løber ud.
PAID_CHARACTER_COUNT_TOOLTIP	Premium Karakterer: %d/%d
PAID_CHARACTER_CREATE_AVAILABLE_ONLY	Du kan ikke oprette flere karakterer.
PAID_CHARACTER_CREATE_MODE	(Premium Karakter)
PAID_CHARACTER_CREATE_QUESTION	Ønsker du at oprette en premium karakter?
PAID_CHARACTER_CREATE_TOOLTIP	Opret premium karakter
PAID_CHARACTER_DELETE_CONFIRM_1	Hvis du sletter denne karakter, skal du købe en Premium Karakter Billet yderligere før du kan oprette en ny premium karakter.
PAID_CHARACTER_DELETE_CONFIRM_2	Er du sikker på, at du ønsker at slette karakteren?
PAID_CHARACTER_DELETE_RETRY	Dette er ikke den valgte karakter.\nPrøv venligst igen.
PAID_CHARACTER_FULL_CAPACITY	Du kan ikke oprette flere premium karakterer.
PAID_CHARACTER_NEED_TICKET	Du har brug for et Premium Karakter Billet til at oprette en premium karakter.
PAID_CHARACTER_SELECT_TOOLTIP	Premium Karakter
PAID_CHARACTER_TICKET_COUNT_TOOLTIP	Karakter Billetter: %d
PAID_CHARACTER_TICKET_LOADING	Indlæser...
PARTY_ANSWER_TIMEOVER	Invitationen blev afvist.
PARTY_BONUS_ATTACKER	Angrebsværdi: +%d	SA
PARTY_BONUS_BERSERKER	Angrebshastighed: +%d	SA
PARTY_BONUS_BUFFER	Færdighedslængde: +%d	SA
PARTY_BONUS_DEFENDER	Forsvar +%d%%	SA
PARTY_BONUS_EXP	Bonus-erfaring: %d%%	SA
PARTY_BONUS_SKILL_MASTER	HP gendannelse per drab +%d%%	SA
PARTY_BONUS_TANKER	Max HP: +%d	SA
PARTY_BREAK_UP	Fjern gruppe
PARTY_DO_YOU_ACCEPT	 vil være med i gruppen.
PARTY_DO_YOU_JOIN	 har inviteret dig til at deltage i en gruppe. Accepter?
PARTY_EXP_DISTRIBUTION_MODE	EXP-fordeling
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Level-fordeling
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Højere level får mere EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Jævn fordeling
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Alle gruppemedlemmer får samme EXP.
PARTY_HEAL_ALL_MEMBER	Gendan alt
PARTY_INCREASE_AREA_150	Gruppens rækkevidde blev øget med en faktor 1,5.	SNA
PARTY_INCREASE_AREA_200	Gruppens rækkevidde blev øget med en faktor 2.	SNA
PARTY_LEAVE	Forlad gruppen.
PARTY_LONGTIME_BONUS_EXP	Bonus-EXP for langt gruppespil: +%d%%	SA
PARTY_MATCH_CANCEL	Gruppe søgningen for %s er blevet annulleret.
PARTY_MATCH_FAIL_FULL_MEMBER	Din gruppe kan ikke acceptere flere medlemmer.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Du kan ikke registrere dig til denne fangehul.
PARTY_MATCH_FAIL_LEVEL	Din level er for lavt.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Medlemmet %s opfylder ikke de nødvendige krav.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Vælg venligst et fangehul først.
PARTY_MATCH_FAIL_NOT_LEADER	Kun gruppe lederen kan registrer.
PARTY_MATCH_FAIL_NO_ITEM	Du har ikke nok %s.
PARTY_MATCH_SEARCHING	Søg
PARTY_MATCH_START	Du har registreret din gruppe til følgende fangehul: %s!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Kald gruppemedlemmer.
PARTY_REGEN_BONUS	Bonus for HP- og MP-regeneration: +%d%%	SA
PARTY_REQUEST_DENIED	Du har afvist gruppe-invitationen.
PARTY_RK_CATEGORY_CZ_CHICKEN	You Vagt Rangliste
PARTY_RK_CATEGORY_CZ_COW	Chou Vagt Rangliste
PARTY_RK_CATEGORY_CZ_DOG	Xu Vagt Rangliste
PARTY_RK_CATEGORY_CZ_DRAGON	Chen Vagt Rangliste
PARTY_RK_CATEGORY_CZ_HORSE	Wu Vagt Rangliste
PARTY_RK_CATEGORY_CZ_MONKEY	Shen Vagt Rangliste
PARTY_RK_CATEGORY_CZ_MOUSE	Zi Vagt Rangliste
PARTY_RK_CATEGORY_CZ_PIG	Hai Vagt Rangliste
PARTY_RK_CATEGORY_CZ_RABBIT	Mao Vagt Rangliste
PARTY_RK_CATEGORY_CZ_SHEEP	Wei Vagt Rangliste
PARTY_RK_CATEGORY_CZ_SNAKE	Si Vagt Rangliste
PARTY_RK_CATEGORY_CZ_TIGER	Yin Vagt Rangliste
PARTY_SET_ATTACKER	Definer som angriber.
PARTY_SET_BERSERKER	Definer som Berserker.
PARTY_SET_BUFFER	Definer som Blocker.
PARTY_SET_DEFENDER	Definer som forsvar.
PARTY_SET_NORMAL	Fjern indstillingerne.
PARTY_SET_SKILL_MASTER	Definer som færdighedsmester.
PARTY_SET_TANKER	Indstil til nærkamp.
PARTY_SKILL_ATTACKER	Basis-angrebsværdi angriber +%.0f
PARTY_SKILL_BERSERKER	Angrebshastighed Berserker +%.0f
PARTY_SKILL_BUFFER	Færdighedslængde blokering +%.0f
PARTY_SKILL_DEFENDER	Forsvar som Forsvarer +%.0f%%
PARTY_SKILL_HP_REGEN	HP-regeneration +%.0f%%
PARTY_SKILL_PARTY_AREA	Grupperækkevidde +%d%%
PARTY_SKILL_SKILL_MASTER	HP regenerering som Færdigheds Mester +%.0f%%
PARTY_SKILL_SP_REGEN	MP-regeneration +%.0f%%
PARTY_SKILL_TANKER	Max. HP nærkamp +%.0f
PARTY_SKILL_WARP	Kan påkalde gruppemedlemmer.
PASSIVE_ATTR_ADD_FAIL	Mislykkedes! Bonusserne blev ikke overført til Sjæl Levnet.
PASSIVE_ATTR_ADD_FAIL_MAX_ATTR	Sjæl Levnet kan ikke tage imod yderligere bonusser.
PASSIVE_ATTR_ADD_FAIL_NOT_ENOUGH_JOB_ITEM	Du har brug for en Sjæl Levn til din klasse til dette.
PASSIVE_ATTR_ADD_SUCCESS	Succes! Bonusserne blev overført til Sjæl Levnet.
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	Sjæl Levnet er allerede opladet.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	Ingen Sjæl Levn har brug for at blive opladet.
PASSIVE_ATTR_CHARGE_QUESTION	Ønsker du at oplade Sjæl Levnet?
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	Levn tiden blev fuld opladet.
PASSIVE_ATTR_CONTROL_FAIL_MSG	Du kan ikke gøre det under aktiveringen.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	Prøv venligst igen senere.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	Du har brug for en matchende sjæl til det.
PASSIVE_ATTR_TOOLTIP_LINE1	1. Fire sjæle kan bruges til at tilføje eller udvide egenskaber på klasse specifikke sjæl levn.
PASSIVE_ATTR_TOOLTIP_LINE2	2. Egenskaber der tilføjes kan ikke blive ændret; så snart de aktiveres, giver de dig bonusser og deres varighed er reduceret.
PASSIVE_ATTR_TOOLTIP_LINE3	3. Selv efter varigheden er udløbet, forsvinder levnet ikke og kan blive genaktiveret så snart tiden er blevet genopladt.
PASSIVE_ATTR_TOOLTIP_LINE4	4. Levn kan anskaffes fra gentagelige missioner. Du kan acceptere dem efter du har gennemført den Sårede Mand mission i Dong Gwang Almindelig.
PASSIVE_ATTR_TOOLTIP_LINE5	(Missionerne er tilgængelige efter du har nået level 120 og gennemført Forstyrrelses Ritual missionen.)
PASSIVE_ATTR_TOOLTIP_LINE6	5. Sjæle kan også blive anskaffet i butikken.
PASSIVE_ATTR_TOOLTIP_TITLE	Levn Bonusser
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	Du har brug for en Sjæl Levn til din klasse til dette.
PASSIVE_JOB_DESTROY_POPUP	Hvis du slipper af med Sjæl Levnet, vil den blive ødelagt. Er du sikker?
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	Du vil ikke længere være i stand til at give levnet videre efter aktiveringen.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	Genstandene vil gå tabt. Er du sikker?
PASSIVE_JOB_LEFT_TIME	Resterende tid: %s
PASSIVE_JOB_MAX_TIME	Maksimum levn tid: %s
PASSWORD_TITLE	Gem kodeord
PET_ABILITIES_VALUE	+%s%%
PET_ATTR_CHANGE_DIALOG_TEXT	Kunne du tænke dig at ændre dit kæledyrs egenskaber nu?\n'Fortryl Kæledyr' genstanden vil blive brugt i denne proces.\nProcessen kan mislykkes.
PET_ATTR_CHANGE_USE	Denne handling kan ikke udføres mens kæledyrets egenskaber bliver ændret.
PET_ATTR_DETERMINE_TYPE1	Type 1: klodset. Ikke særlig stærk.\nOver tid kan du forbedre dens færdigheder.
PET_ATTR_DETERMINE_TYPE2	Type 2: nysgerrig. Ikke særlig stærk.\nEn loyal ledsager hvis færdigheder vil forbedre sig med tiden.
PET_ATTR_DETERMINE_TYPE3	Type 3: åndrig. Gennemsnitlig styrke.\nOver tid kan du forbedre dens færdigheder.
PET_ATTR_DETERMINE_TYPE4	Type 4: modig. Gennemsnitlig styrke.\nEn loyal ledsager hvis færdigheder vil forbedre sig med tiden.
PET_ATTR_DETERMINE_TYPE5	Type 5: dristig. Stærk.\nOver tid kan du forbedre dens færdigheder endnu mere.
PET_ATTR_DETERMINE_TYPE6	Type 6: legendarisk. Stærk.\nEn loyal ledsager hvis færdigheder vil forbedre sig endnu mere med tiden.
PET_ATTR_DETERMINE_TYPE7	Type 7: mytisk. Meget stærk.\nDen vil nå dens fulde potentiale efter noget tid.
PET_ATTR_DETERMINE_TYPE8	Type 8: prismatisk. Ekstrem stærk.\nEn loyal ledsager som du altid kan stole på.
PET_BAG_DESC	%s
PET_CANNOT_EAT_BATTLE_EXP_FOOD	Du skal først tilkalde dit kæledyr.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_1	Din karakter skal have nået op til champion level 1 til dette udviklingsstadie.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_2	Din karakter skal have nået op til champion level 15 til dette udviklingsstadie.
PET_CANNOT_FEED_BATTLE_EXP_FOOD	%s kan ikke optjene mere EXP.
PET_CANNOT_FEED_CUBEOPEN	Du kan ikke fodre dit kæledyr mens forædlings vinduet er åbent.
PET_CANNOT_OPEN_POTENTIAL_SKILL_WINDOW	Dette er kun tilgængeligt til kæledyr der har nået op til champion level.
PET_CANNOT_REGISTER_POTENTIAL_SLOT_FROM_ITEM	Du kan kun vælge kæledyrs æg i denne plads.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Du kan ikke ændre egenskaberne på en død kæledyr.
PET_CAN_NOT_EGG_ITEM_USE	Du kan ikke åbne din Inkubator mens du handler, eller mens du har dit lagerrum eller en privat butik åben.
PET_CAN_NOT_FEED_SPLIT_ITEM	Du kan ikke placere nogle delte genstande i dette vindue.
PET_CAN_NOT_FEED_TYPE	Du kan ikke fodre dit kæledyr med dette. Prøv venligst med noget andet.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Dit kæledyr skal være level %d for at kunne træne og fremme det til næste stadie af udviklingen.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Dit kæledyr skal have 100% erfaring for at kunne træne og fremme det til næste stadie af udviklingen.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	Dit kæledyr skal have nået op på champion level %d for at du kan udvikle det.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Dit kæledyr har allerede opnået det højeste stadie inden for udviklingen.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Du kan ikke åbne en privat butik når du har tilkaldt dit kæledyr.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Dit kæledyr skal være %d dage gammel for at kunne træne og fremme det til næste stadie af udviklingen.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Du kan ikke kalde på dit kæledyr, fordi varigheden er udløbet.
PET_CAN_NOT_USE_BAG	Du kan ikke benytte Transportkassen, fordi dit kæledyr allerede er udløbet.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	Du kan kun vælge kæledyrs æg i denne plads.
PET_CAN_REGISTER_PET_EGG	Hvis du har en fri plads, kan du vælge en af dine kæledyrs æg.
PET_CAN_SPECIAL_EVOL	Du har brug for Heroiske Kæledyrsbøger til denne udviklingsstadie.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	Bloker. Gen. (% af total værdien)
PET_CONQUEROR_BILITIES_HIT_PCT	Præcision (%)
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	Sung Mas Vilje (RES) (%)
PET_EGG_REMOVE_ANSWER_1	Bekræft
PET_EGG_REMOVE_ANSWER_2	Annuller
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	Ønsker du at fjerne den valgte %s?
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	Hvis du fjerner ægget, kan du ikke få det tilbage.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Kæledyret har ikke nogen færdigheder at nulstille.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	Dit kæledyr har låst op for en potentiel færdighed (%s).
PET_HATCHING_ACCEPT	Ønsker du at tilkalde dit kæledyr '%s'?
PET_HATCHING_MONEY	Pris: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Du kan ikke udføre andre handlinger mens Inkubatoren er åben.
PET_INFORMATION_STAGE1	Ung
PET_INFORMATION_STAGE2	Vild
PET_INFORMATION_STAGE3	Tapper
PET_INFORMATION_STAGE4	Heroisk
PET_INFORMATION_STAGE5	Vækket
PET_INFORMATION_STAGE6	Mægtig
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	Champion
PET_INFO_CONQUEROR_EXP	Nuværende champion level EXP: %s
PET_INFO_EXP	Nuværende EXP: %s
PET_INFO_ITEM_EXP	Nuværende genstands EXP: %s
PET_INFO_NEXT_CONQUEROR_EXP	Resterende champion level EXP: %s
PET_INFO_NEXT_EXP	Resterende EXP: %s
PET_INFO_NEXT_ITEM_EXP	Resterende genstands EXP: %s
PET_INFO_NORMAL_BUTTON	Normal
PET_INFO_POTENTIAL_BUTTON	Potentiel
PET_INFO_POTENTIAL_LEFT_TIME	Resterende tid: %s
PET_INFO_POTENTIAL_SKILL	Potentielle Færdigheder
PET_INFO_SKILL_BUTTON	Kæledyrs Færdigheder
PET_MSG_NOT_ENOUGH_MONEY	Du har ikke nok Yang.
PET_NAME_CHANGE_ACCEPT	Vil du skifte dit kæledyrs navn til %s?
PET_NAME_MIN	Det indtastede navn er for kort.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	%s potentielle færdighed er nu aktiv.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	Låst op for den første potentielle færdigheds plads
PET_OPEN_POTENTIAL_SKILL_SLOT_2	Låst op for den anden potentielle færdigheds plads
PET_REGISTER_ANSWER_1	Bekræft
PET_REGISTER_ANSWER_2	Annuller
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Ønsker du at vælge dette kæledyrs æg?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Hvis du vælger ægget, vil det blive fjernet fra din inventar.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	%s potentiel færdighed er blevet fjernet.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Der er ingen kæledyr at genoplive.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Du har ikke nok materialer.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Færdigheder er nu tilgængelige.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Nulstilling af dit kæledyrs færdighed(er) kan ikke fortrydes.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Ønsker du at fortsætte?
PET_SKILL_LEARN_FAIL_CONDITIONS	Dit kæledyr har ikke den nødvendige level. Kun heroiske kæledyr kan lære færdigheder.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Ønsker du at starte helte træning med '%s'?
PET_SKILL_TOOLTIP_COOLTIME	Klargørings-tid: %s sekunder
PET_SKILL_TOOLTIP_DURATION	Varighed: %d sekunder
PET_SKILL_TOOLTIP_FEATHER	Kæledyret har en %d%% chance for at aktivere Fjervandring i %.1f sekunder.\n Angrib %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Når din HP falder til under 20%%, har du \n en %d%% chance for t øge din HP med %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Din karakter har en %d%% chance for at blive usynlig\n når din HP falder til under 10%%. \n Effekt varighed: %.1f sekunder.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Der er en %d%% chance for med det samme at fjerne \n alle effekter såsom langsom, gift eller blødning, hvis din\n karakter er påvirket.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Øg helte træning til næste stadie?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Pris: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Blokerings Gennemtrængning (%%): +%0.1f%% af total værdien
PET_TOOLTIP_CONQUEROR_HIT_PCT	Præcision (%%): +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	C Lvl %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Sung Mas Vilje (RES) (%%): +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Forsvar
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Level
PET_TOOLTIP_LIFETIME_OVER	Udløbet
PET_TOOLTIP_POTENTIAL_SKILL	Potentiel Færdighed: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Resterende tid: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	i helte træning
PET_TOOLTIP_SKILL_CUR_LEVEL	Level: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Næste level: %d (maks. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Omsættelig
PET_TOOLTUP_SKILL	%s (Stadie %d)
PICK_ITEM_TITLE	Genstandsnr.
PICK_MONEY_TITLE	Bidrag
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Du er blevet logget ud, da din klient version ikke matcher. Opdater venligst din version og log ind igen.
POPUP_NOTICE_CHECKBOX_TEXT	Vis ikke igen i dag
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Du kan ikke tilføje mere tid.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	De genstande du sætter til salg, må ikke komme over den tilladte total værdi.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	De genstande du sætter til salg, må ikke komme over den tilladte total værdi.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Dette er over 3.000 Won. Indsaml venligst dine penge nu.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Den er over 2 milliarder Yang. Indsaml venligst dine penge nu.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Du kan ikke åbne det på denne kort.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Ønsker du at lukke den personlige butik?
PREMIUM_PRIVATE_SHOP_DURATION	Varighed: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Butikken er ikke åben i øjeblikket, fordi den i øjeblikket bliver håndteret.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Denne knap er til den Personlige Premiums Butik. Du skal købe den i butikken for at bruge den.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Indtast venligst kodeordet
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	for at åbne den Personlige Premiums Butik.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Kodeord
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Du kan ikke tilføje mere tid.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Ønsker du at bruge den 'Personlig Premiums Butik' genstand?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Du kan ikke indsamle pengene, fordi du ville have mere end 3.000 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Du kan ikke indsamle pengene, fordi du ville have mere end 2 milliarder Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Der er ingen penge at indsamle.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Du har betalt mere Won end du kan trække.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Du har betalt mere Yang end du kan trække.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Du kan ikke indsamle pengene, fordi den mængde du indtastede er for stor.
PRIVATESHOPSEARCH_ABLITY_POTION	Dug
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Fint tøj
PRIVATESHOPSEARCH_ARMOR	Udstyr
PRIVATESHOPSEARCH_ARROW	Pile
PRIVATESHOPSEARCH_BELL	Klokker
PRIVATESHOPSEARCH_BELT	Bælter
PRIVATESHOPSEARCH_BLEND	Eliksirer
PRIVATESHOPSEARCH_BLOOD_PEARL	Blodrød perle
PRIVATESHOPSEARCH_BLUE_PEARL	Blå perle
PRIVATESHOPSEARCH_BODY	Rustning
PRIVATESHOPSEARCH_BOW	Buer
PRIVATESHOPSEARCH_BUYTIME	Ønsker du at købe den valgte genstand?
PRIVATESHOPSEARCH_CLAW	Kløer
PRIVATESHOPSEARCH_CLEAR_POTION	Eliksirer
PRIVATESHOPSEARCH_COSTUME	Kostumer
PRIVATESHOPSEARCH_COSTUMEBODY	Kostume
PRIVATESHOPSEARCH_COSTUMEHAIR	Frisure
PRIVATESHOPSEARCH_COSTUME_ACCE	Skulderbånd
PRIVATESHOPSEARCH_COSTUME_MOUNT	Ganger
PRIVATESHOPSEARCH_CRYSTAL	Krystal
PRIVATESHOPSEARCH_DAGGER	Knive
PRIVATESHOPSEARCH_DEAD	Død
PRIVATESHOPSEARCH_DETACHMENT	Sten-håndbog
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Drage stens alkymist
PRIVATESHOPSEARCH_DS_BLACK	Onyks
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Øreringe
PRIVATESHOPSEARCH_FAN	Vifter
PRIVATESHOPSEARCH_FISH	Fisk
PRIVATESHOPSEARCH_FOOTS	Sko
PRIVATESHOPSEARCH_GEM	Ædelsten
PRIVATESHOPSEARCH_GIFTBOX	Gaveæsker
PRIVATESHOPSEARCH_HEAD	Hjelme
PRIVATESHOPSEARCH_LIVE	I live
PRIVATESHOPSEARCH_MATERIAL	Materialer
PRIVATESHOPSEARCH_METIN	Åndesten
PRIVATESHOPSEARCH_NECK	Halskæder
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Du kan ikke købe nogen genstande uden det rigtige bundt.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Du kan ikke søge efter nogen genstande uden det rigtige bundt.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Søg efter navn
PRIVATESHOPSEARCH_NODELAY_POTION	HP genstande
PRIVATESHOPSEARCH_ORE	Malm
PRIVATESHOPSEARCH_PET	Kæledyrs system
PRIVATESHOPSEARCH_PETAGG	Kæledyrs æg
PRIVATESHOPSEARCH_PETSKILLBOOK	Kæledyrs færdighedsbog
PRIVATESHOPSEARCH_PICK	Spidshakker
PRIVATESHOPSEARCH_POTION	Eliksirer
PRIVATESHOPSEARCH_QUEST	Mission
PRIVATESHOPSEARCH_QUIVER	Kogger
PRIVATESHOPSEARCH_RESOURCE	Genstand forbedring
PRIVATESHOPSEARCH_ROD	Medestænger
PRIVATESHOPSEARCH_SELECTITEM	Vælg en genstand.
PRIVATESHOPSEARCH_SHIELD	Skjold
PRIVATESHOPSEARCH_SKILLBOOK	Færdighedsbøger
PRIVATESHOPSEARCH_SKILLFORGET	Glemsomhedens Bog
PRIVATESHOPSEARCH_SPECIAL	Forskelligt
PRIVATESHOPSEARCH_STONE	Energi fragmenter
PRIVATESHOPSEARCH_SWORD	En-håndssværd
PRIVATESHOPSEARCH_TREASUREBOX	Kister
PRIVATESHOPSEARCH_TUNING	Dokumenter
PRIVATESHOPSEARCH_TWOSWORD	Tohåndssværd
