ACCE_ABSORB_COST	Combinatiekosten: %d
PET_CAN_NOT_EGG_ITEM_USE	Je kunt je Broedmachine niet openen tijdens het handelen of terwijl je jouw Opslag of Privé Warenhuis open hebt.
PET_CAN_NOT_FEED_SPLIT_ITEM	Je kunt geen verdeelde items plaatsen in dit venster.
PET_CAN_NOT_FEED_TYPE	Zo kun je jouw huisdier niet voeren. Probeer a.u.b. iets anders.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Je huisdier moet level %d zijn om te trainen en promoveren naar het volgende level van evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Je huisdier moet 100% ervaring hebben om te trainen en promoveren naar het volgende level van evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	Je huisdier moet kampioenslevel %d bereikt hebben voordat je het kunt laten evolueren.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Je huisdier heeft het hoogste level van evolutie al bereikt.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Je kunt geen Privé Warenhuis openen als je jouw huisdier opgeroepen hebt.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Je huisdier moet %d dagen oud zijn om te trainen en promoveren naar het volgende level van evolutie.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Je kunt je huisdier niet oproepen omdat de duur verlopen is.
PET_CAN_NOT_USE_BAG	Je kunt de Transporteer Doos niet gebruiken omdat je huisdier al verlopen is.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	Je kunt in deze positie alleen huisdiereieren gebruiken.
PET_CAN_REGISTER_PET_EGG	Als je een vrije positie hebt, kun je één van je huisdiereieren selecteren.
PET_CAN_SPECIAL_EVOL	Je hebt Heroïsche Huisdieren Boeken nodig voor dit evolutielevel.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	Blok. pen. (% van totale waarde)
PET_CONQUEROR_BILITIES_HIT_PCT	Precisie (%)
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	Sung Ma's Wil (WST) (%)
PET_EGG_REMOVE_ANSWER_1	Bevestigen
PET_EGG_REMOVE_ANSWER_2	Annuleren
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	Wil je de gekozen %s verwijderen?
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	Als je het ei verwijdert, kun je het niet meer terugkrijgen.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Je huisdier heeft geen vaardigheden om te resetten.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	Jouw huisdier heeft een potentiële vaardigheid ontgrendeld (%s).
PET_HATCHING_ACCEPT	Wil je jouw huisdier '%s' noemen?
PET_HATCHING_MONEY	Prijs: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Je kunt geen andere interacties uitvoeren terwijl de Broedmachine geopend is.
PET_INFORMATION_STAGE1	Jong
PET_INFORMATION_STAGE2	Wild
PET_INFORMATION_STAGE3	Moedig
PET_INFORMATION_STAGE4	Heroïsch
PET_INFORMATION_STAGE5	Ontwaakt
PET_INFORMATION_STAGE6	Krachtig
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	Kampioen
PET_INFO_CONQUEROR_EXP	Huidige Kampioenslevel-ERV: %s
PET_INFO_EXP	Huidige ERV: %s
PET_INFO_ITEM_EXP	Huidige Item-ERV: %s
PET_INFO_NEXT_CONQUEROR_EXP	Resterende Kampioenslevel-ERV: %s
PET_INFO_NEXT_EXP	Resterende ERV: %s
PET_INFO_NEXT_ITEM_EXP	Resterende Item-ERV: %s
PET_INFO_NORMAL_BUTTON	Normaal
PET_INFO_POTENTIAL_BUTTON	Potentiëel
PET_INFO_POTENTIAL_LEFT_TIME	Resterende tijd: %s
PET_INFO_POTENTIAL_SKILL	Potentiële Vaardigheden
PET_INFO_SKILL_BUTTON	Huisdiervaardigheden
PET_MSG_NOT_ENOUGH_MONEY	Je hebt niet genoeg Yang.
PET_NAME_CHANGE_ACCEPT	Wil je de naam van je huisdier veranderen in %s?
PET_NAME_MIN	De ingevoerde naam is te kort.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	De potentiële vaardigheid %s is nu actief.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	Eerste potentiële vaardighedenpositie ontgrendeld
PET_OPEN_POTENTIAL_SKILL_SLOT_2	Tweede potentiële vaardighedenpositie ontgrendeld
PET_REGISTER_ANSWER_1	Bevestigen
PET_REGISTER_ANSWER_2	Annuleren
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Wil je dit huisdierenei selecteren?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Als je het ei selecteert, zal het verwijderd worden uit je inventaris.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	De potentiële vaardigheid %s is verwijderd.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Er is geen huisdier om tot leven te wekken.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Je hebt niet genoeg materialen.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Vaardigheden zijn nu beschikbaar.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Het resetten van de vaardigheden van je huisdier is onomkeerbaar.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Wil je doorgaan?
PET_SKILL_LEARN_FAIL_CONDITIONS	Jouw huisdier heeft niet het vereiste level. Alleen heroïsche huisdieren kunnen vaardigheden leren.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Wil je de heldentraining starten met '%s'?
PET_SKILL_TOOLTIP_COOLTIME	Afkoelperiode: %s seconden
PET_SKILL_TOOLTIP_DURATION	Duur: %d seconden
PET_SKILL_TOOLTIP_FEATHER	Het huisdier heeft een kans van %d%% om Vederlicht Lopen te activeren voor %.1f seconden.\n Aanval %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Als je LP onder de 20%% komt, heb je een \n kans van %d%% om je LP te verhogen met %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Je karakter heeft een kans van %d%% om onkwetsbaar\n te worden als je LP onder 10%% zakt. \n Effectduur: %.1f seconden.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Er is een kans van %d%% om onmiddellijk \n alle effecten zoals langzaam, gif of bloeden te stoppen als je\n karakter hierdoor beïnvloed is.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Heldentraining verhogen naar volgend level?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Kosten: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Blokkeerpenetratie (%%): +%0.1f%% van totale waarde
PET_TOOLTIP_CONQUEROR_HIT_PCT	Precisie (%%): +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	K Lvl %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Sung Ma's Wil (WST) (%%): +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Verdediging
PET_TOOLTIP_HP	LP
PET_TOOLTIP_LEVEL	Level
PET_TOOLTIP_LIFETIME_OVER	Verlopen
PET_TOOLTIP_POTENTIAL_SKILL	Potentiële Vaardigheid: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Resterende tijd: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	in heldentraining
PET_TOOLTIP_SKILL_CUR_LEVEL	Level: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Volgend level: %d (max. %d)
PET_TOOLTIP_SP	TP
PET_TOOLTIP_TRADABLE	Verhandelbaar
PET_TOOLTUP_SKILL	%s (Level %d)
PICK_ITEM_TITLE	Voorwerp Nummer
PICK_MONEY_TITLE	Som
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Je bent uitgelogd omdat je client-versie niet overeenkomt. Werk alsjeblieft je versie bij en log opnieuw in.
POPUP_NOTICE_CHECKBOX_TEXT	Vandaag niet opnieuw tonen.
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Je kunt geen tijd meer toevoegen.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	De items die je te koop aanbiedt mogen de maximaal toegestane waarde niet overschrijden.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	De items die je te koop aanbiedt mogen de maximaal toegestane waarde niet overschrijden.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Dit is meer dan 3.000 Won. Haal je geld alsjeblieft nu nog op.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Dat is meer dan twee miljard Yang. Haal je geld alsjeblieft nu nog op.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Je kunt dat niet openen op deze kaart.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Wil je de persoonlijke shop sluiten?
PREMIUM_PRIVATE_SHOP_DURATION	Duur: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	De shop is momenteel niet geopend omdat deze momenteel beheerd wordt.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Deze knop is voor de Persoonlijke Premium Shop. Je moet het kopen in de shop om het te kunnen gebruiken.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Vul alsjeblieft je wachtwoord in
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	om de Persoonlijke Premium Shop te openen.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Wachtwoord
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Je kunt geen tijd meer toevoegen.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Wil je het item 'Persoonlijke Premium Shop' gebruiken?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Je kunt het geld niet innen omdat je dan meer dan 3.000 Won zou hebben.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Je kunt het geld niet innen omdat je dan meer dan twee miljard Yang zou hebben.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Er is geen geld om te innen.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Je hebt meer Won betaald dan je kunt opnemen.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Je hebt meer Yang betaald dan je kunt opnemen.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Je kunt het geld niet ophalen omdat het bedrag dat je ingevoerd hebt te hoog is.
PRIVATESHOPSEARCH_ABLITY_POTION	Dauw
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Fijn Doek
PRIVATESHOPSEARCH_ARMOR	Uitrusting
PRIVATESHOPSEARCH_ARROW	Pijlen
PRIVATESHOPSEARCH_BELL	Bellen
PRIVATESHOPSEARCH_BELT	Riemen
PRIVATESHOPSEARCH_BLEND	Drankjes
PRIVATESHOPSEARCH_BLOOD_PEARL	Bloedrode Parel
PRIVATESHOPSEARCH_BLUE_PEARL	Blauwe Parel
PRIVATESHOPSEARCH_BODY	Uitrusting
PRIVATESHOPSEARCH_BOW	Bogen
PRIVATESHOPSEARCH_BUYTIME	Wil je het geselecteerde item kopen?
PRIVATESHOPSEARCH_CLAW	Klauwen
PRIVATESHOPSEARCH_CLEAR_POTION	Elixers
PRIVATESHOPSEARCH_COSTUME	Kostuums
PRIVATESHOPSEARCH_COSTUMEBODY	Kostuum
PRIVATESHOPSEARCH_COSTUMEHAIR	Haarstijl
PRIVATESHOPSEARCH_COSTUME_ACCE	Schoudergordels
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mount
PRIVATESHOPSEARCH_CRYSTAL	Kristal
PRIVATESHOPSEARCH_DAGGER	Dolken
PRIVATESHOPSEARCH_DEAD	Dood
PRIVATESHOPSEARCH_DETACHMENT	Steen Handboek
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Drakensteen Alchemie
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Saffier
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Robijn
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granaat
PRIVATESHOPSEARCH_EAR	Oorbellen
PRIVATESHOPSEARCH_FAN	Waaiers
PRIVATESHOPSEARCH_FISH	Vissen
PRIVATESHOPSEARCH_FOOTS	Schoenen
PRIVATESHOPSEARCH_GEM	Edelstenen
PRIVATESHOPSEARCH_GIFTBOX	Geschenkdozen
PRIVATESHOPSEARCH_HEAD	Helmen
PRIVATESHOPSEARCH_LIVE	Levend
PRIVATESHOPSEARCH_MATERIAL	Materialen
PRIVATESHOPSEARCH_METIN	Geestenstenen
PRIVATESHOPSEARCH_NECK	Kettingen
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Je kunt geen items kopen zonder de juiste bundel.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Je kunt niet zoeken naar items zonder de juiste bundel.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Zoeken op naam
PRIVATESHOPSEARCH_NODELAY_POTION	LP Items
PRIVATESHOPSEARCH_ORE	Erts
PRIVATESHOPSEARCH_PET	Huisdiersysteem
PRIVATESHOPSEARCH_PETAGG	Huisdieren Eieren
PRIVATESHOPSEARCH_PETSKILLBOOK	Huisdieren Vaardigheden Boeken
PRIVATESHOPSEARCH_PICK	Pikhouwelen
PRIVATESHOPSEARCH_POTION	Drankjes
PRIVATESHOPSEARCH_QUEST	Quest
PRIVATESHOPSEARCH_QUIVER	Pijlenkokers
PRIVATESHOPSEARCH_RESOURCE	Item Verbetering
PRIVATESHOPSEARCH_ROD	Vishengels
PRIVATESHOPSEARCH_SELECTITEM	Selecteer een item.
PRIVATESHOPSEARCH_SHIELD	Schilden
PRIVATESHOPSEARCH_SKILLBOOK	Vaardigheden Boeken
PRIVATESHOPSEARCH_SKILLFORGET	Vergeetachtigheid Boek
PRIVATESHOPSEARCH_SPECIAL	Overige
PRIVATESHOPSEARCH_STONE	Energie Fragmenten
PRIVATESHOPSEARCH_SWORD	Eenhandszwaarden
PRIVATESHOPSEARCH_TREASUREBOX	Kisten
PRIVATESHOPSEARCH_TUNING	Geschriften
PRIVATESHOPSEARCH_TWOSWORD	Tweehandszwaarden
PRIVATESHOPSEARCH_UNIQUE	Uniek
PRIVATESHOPSEARCH_USEITEM	Gebruiksvoorwerpen
PRIVATESHOPSEARCH_USESPECIAL	Overige
PRIVATESHOPSEARCH_WEAPON	Wapens
PRIVATESHOPSEARCH_WHITE_PEARL	Witte Parel
PRIVATESHOPSEARCH_WRIST	Armbanden
PRIVATE_SHOP_BUILD_BANNED_ZONE	Je kunt geen shop openen op deze locatie.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Je kunt dit Voorwerp niet verkopen in een privé Warenhuis.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	Het aanval goederen in je persoonlijke shop is gewijzigd.\nBevestig alsjeblieft of dat aantal ook gelijkstaat aan je gewenste aantal.
PRIVATE_SHOP_CLOSE_QUESTION	Wil je dit privé Warenhuis sluiten?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Naam van het privé Warenhuis
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Prijs
PRIVATE_SHOP_MAP_EXIT_BUTTON	Verlaten
PRIVATE_SHOP_MAP_EXIT_QUESTION	Wil je deze plek verlaten?
PRIVATE_SHOP_NEED_MONEY	Zoeken op prijs
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Geen resultaat gevonden.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Selecteer een item om te zoeken.
PRIV_EMPIRE_NOTICE_EXP_PCT	Verdiende ERV is momenteel verhoogd met %s%%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	De Yang Regen drop-kans is momenteel verhoogd met %s%%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	De Yang drop-kans is momenteel verhoogd met %s%%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	De item drop-kans is momenteel verhoogd met %s%%.
PVP_LEVEL0	Ridderlijk
PVP_LEVEL1	Nobel
PVP_LEVEL2	Goed
PVP_LEVEL3	Vriendelijk
PVP_LEVEL4	Neutraal
PVP_LEVEL5	Agressief
PVP_LEVEL6	Frauduleus
PVP_LEVEL7	Kwaadwillig
PVP_LEVEL8	Gemeen
PVP_MODE_GUILD	PvP - Gilde geactiveerd
PVP_MODE_KILL	PvP - Vrij geactiveerd
PVP_MODE_NORMAL	PvP - Vrede geactiveerd
PVP_MODE_PROTECT	PvP - Bescherming geactiveerd
PVP_MODE_REVENGE	PvP - Vijandig geactiveerd
PVP_OPTION_KILL	Vrij
PVP_OPTION_NORMAL	Vrede
PVP_OPTION_PROTECT	Bescherming
PVP_OPTION_REVENGE	Vijandig
PVP_TOURNAMENT_DO_NOT_AUTO	Je kunt 'automatisch aanvallen' niet gebruiken tijdens het PvP-toernooi.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Niet meer opnieuw vragen
QUEST_APPEND	Nieuwe Quest verworven.
QUEST_HOUR	Uur
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Tijd Verlopen
QUEST_UNLIMITED_TIME	Geen tijd limiet.
QUEST_ZEROSEC	0 Sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Dit Voorwerp kan niet toegevoegd worden in de Snelle Toegangs Gebied
RAMADAN_EVENT_BREAD_MAX_COUNT	Je hebt al de maximale hoeveelheid Brood.
RAMADAN_EVENT_FIG_MAX_COUNT	Je hebt al de maximale hoeveelheid Zegeningsfruit.
RAMADAN_EVENT_GET_BREAD	Je hebt één Brood ontvangen.
RAMADAN_EVENT_GET_FIG	Je hebt één Zegeningsfruit ontvangen.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Je hebt nog 10 meer Brood nodig.
RANKING	Rang
RANKING_BOARD_MEMBER	Lid
RECEIVE_MESSAGE	%s heeft je een bericht gestuurd.
REFINE_COST	Kosten voor Bevordering: %d Yang
REFINE_DESTROY_WARNING	Dit Voorwerp kan vernietigd worden tijden het opwaarderen.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Wil je dit item echt verbeteren?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Als het mislukt, zal het item vernietigd worden. Wil je doorgaan?
REFINE_DOWN_GRADE_WARNING	Dit Voorwerp kan gedegradeerd worden.
REFINE_DO_YOU_SEPARATE_METIN	Wil je alle beschikbare Geestenstenen verwijderen?
REFINE_ELEMENT_CHANGE_TEXT	%s heeft nu het element %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	De elementale betovering is verslechterd.
REFINE_ELEMENT_EXIST	Het item heeft al een ander element.
REFINE_ELEMENT_GRADE_MAX	Het maximale level van elementale betovering is al bereikt.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	De elementale betovering is alleen beschikbaar voor +7 wapens of hoger.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Niet genoeg Yang.
REFINE_ELEMENT_NOT_EXSIT	Kan niet gebruikt worden met dit item.
REFINE_ELEMENT_TEXT_DARK	Duisternis +%d
REFINE_ELEMENT_TEXT_EARTH	Aarde +%d
REFINE_ELEMENT_TEXT_ELECT	Bliksem +%d
REFINE_ELEMENT_TEXT_FIRE	Vuur +%d
REFINE_ELEMENT_TEXT_ICE	IJs +%d
REFINE_ELEMENT_TEXT_WIND	Wind +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Elementale betovering is mislukt.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Elementale betovering is gelukt!
REFINE_FAILURE	Oh nee, dat werkte niet! We hebben gefaald.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s kan niet toegevoegd worden aan dat Voorwerp.
REFINE_FAILURE_DEL_ITEM	De verbetering is mislukt. Het item is vernietigd.
REFINE_FAILURE_EQUIP_ITEM	Je kunt geen voorwerpen die je draagt upgraden.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Je kunt geen Geestenstenen gebruiken zolang dit venster geopend is.
REFINE_FAILURE_GRADE_DOWN	De verbetering is mislukt. De itemklasse is verminderd.
REFINE_FAILURE_KEEP_GRADE	De verbetering is mislukt.\nGelukkig is het item onbeschadigd gebleven.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Er kon geen Geestensteen weggehaald worden.
REFINE_FAILURE_NEED_BETTER_SCROLL	Je hebt een betere Bevorderings Geschrift nodig.
REFINE_FAILURE_NO_GOLD_SOCKET	Er is geen Goud fitting om %s in te zetten.
REFINE_FAILURE_NO_MORE_REINFORCE	Je kunt dat niet verder meer versterken.
REFINE_FAILURE_NO_MORE_SOCKET	Je kunt niet meer Fittingen maken.
REFINE_FAILURE_NO_SOCKET0	Er is geen Fitting om %s in te zetten.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Je kunt geen Fitting maken in dit Voorwerp.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Dit Voorwerp kan niet geüpgrade worden.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Het verbeterde item kan niet vernietigd of verslechterd worden.
REFINE_QUESTION_CONFIRM	Wil je doorgaan?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Als de verbetering mislukt zakt het level onder het minimum dat vereist is voor seteffecten, waardoor het seteffect verwijderd wordt.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Als je het item verbetert wordt het seteffect verwijderd.
REFINE_SUCCESS	Het bevorderen van het Voorwerp was successvol.
REFINE_SUCCESS_PROBALITY	Kans op Bevordering %d%%
REFINE_WARNING2	Wil je doorgaan met de verbetering?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Prijs]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s x%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Wil je het kopen voor %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Items die verkocht zijn aan de handelaar worden toegevoegd aan de Terugkopen-lijst.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Klik op een item in deze lijst om het terug te kopen.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. De lijst wordt geleegd zodra je naar een andere regio reist, uitlogt of van karakter wisselt.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Als de lijst vol is en je nog een item verkoopt, zal het oudste item dat je verkocht hebt uit de lijst vallen.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Items met een gebruiksduur worden verwijderd uit de lijst als hun resterende tijd verstreken is.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Als je een bepaald aantal terugkopen overstijgt, moet je even wachten voordat je een ander item kunt terugkopen.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Terugkopen
REPURCHASE_SHOP_INVALID_ITEM	Dit item staat niet op de Terugkopen-lijst.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Probeer het later opnieuw a.u.b.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Je hebt niet genoeg ruimte in je inventaris.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Je hebt niet genoeg Yang.
REQUEST_DROP_ITEM_DONT_DROP	Je kunt dit item niet wegdoen.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Probeer het later opnieuw a.u.b.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Wederopwekking
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Je bent gestorven. \nTerug uit het Elementale Rijk!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Als je sterft wordt je terug naar het Land van Goud geteleporteerd.\n\n Tip: Je kunt voorkomen dat je gedood wordt door een Bommentoren door een Bomvrij Ticket te gebruiken.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Je bent omgekomen in de Slag om de Vijf Altaren.\nJe zult nu terugkeren naar het dorp.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Jouw karakter is dood. \nJe wordt zo naar de stad getransporteerd.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Een bittere nederlaag! Jouw reis komt hier ten einde.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Je kunt ter plekke respawnen met een actieve Storm of Krachtbloem Buff.\n\nAnders wordt je op een willekeurige locatie in dit gebied opnieuw tot leven gewekt.
REVIVE_QUESTION	Wil je %s tot leven wekken? Aantal Prisma's der Opwekking: %d
REVIVE_SELF_QUESTION	Wil je jezelf tot leven wekken? Aantal Prisma's der Opwekking: %d
ROULETTE_REWARD_TEXT	Item ophalen
SAFEBOX_ERROR	Je hebt een verkeerde wachtwoord ingevoerd.
SAFEBOX_NEED_CHANGE_PASSWORD	Je wachtwoord is verlopen.\nKies a.u.b. een nieuw wachtwoord.
SAFEBOX_SELL_DISABLE_SAFEITEM	Je kunt geen opgeslagen Voorwerpen verkopen.
SAFEBOX_UNAVILABLE_PASSWORD_01	Je kunt dit wachtwoord niet gebruiken.
SAFEBOX_UNAVILABLE_PASSWORD_02	Je wachtwoord moet minimaal uit %d karakters bestaan.
SAFEBOX_UNAVILABLE_PASSWORD_03	Je hebt je huidige wachtwoord ingevuld. Kies a.u.b. een nieuw wachtwoord.
SAFEBOX_UNAVILABLE_PASSWORD_04	Je wachtwoord mag niet uit %d identieke of opeenvolgende nummers bestaan.
SAFEBOX_UNAVILABLE_PASSWORD_05	Geen speciale karakters toegestaan. Toegestane karakters: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	De wachtwoorden moeten identiek zijn.
SCREENSHOT_SAVE1	is opgeslagen in
SCREENSHOT_SAVE2	Screenshot Bestand
SCREENSHOT_SAVE_FAILURE	Opslaan Screenshot mislukt.
SEAL_SCROLL_USE_SUCCESS	%s is succesvol zielsgebonden gemaakt.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	Jouw item heeft %d of meer bonussen.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Weet je zeker dat je het wilt voeren aan je huisdier?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Jouw item heeft %d of meer bonussen.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Weet je zeker dat je het wilt verkopen?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Enigma Tempel betreden?\nJe kunt geen dagelijkse beloningen meer ontvangen. (Resterende tijd: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Enigma Tempel betreden?\nEr is een dagelijkse beloning beschikbaar voor je.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Je moet de groep verlaten als je niet mee naar binnengaat.\nWil je naar binnen gaan?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Resterende tijd tot betreding: %d sec.
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Enigma Tempel-instantie gecreëerd. Instantie betreden?\nJe kunt geen dagelijkse beloningen meer ontvangen. (Resterende tijd: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Enigma Tempel-instantie gecreëerd. Instantie betreden?\nEr is een dagelijkse beloning beschikbaar voor je.
