ACCE_ABSORB_COST	Combination costs: %d
PRIVATESHOPSEARCH_SKILLBOOK	Skill Books
PRIVATESHOPSEARCH_SKILLFORGET	Book of Forgetfulness
PRIVATESHOPSEARCH_SPECIAL	Miscellaneous
PRIVATESHOPSEARCH_STONE	Energy Fragments
PRIVATESHOPSEARCH_SWORD	One-Handed Swords
PRIVATESHOPSEARCH_TREASUREBOX	Chests
PRIVATESHOPSEARCH_TUNING	Scrolls
PRIVATESHOPSEARCH_TWOSWORD	Two-Handed Swords
PRIVATESHOPSEARCH_UNIQUE	Unique
PRIVATESHOPSEARCH_USEITEM	Consumables
PRIVATESHOPSEARCH_USESPECIAL	Miscellaneous
PRIVATESHOPSEARCH_WEAPON	Weapons
PRIVATESHOPSEARCH_WHITE_PEARL	White Pearl
PRIVATESHOPSEARCH_WRIST	Bracelets
PRIVATE_SHOP_BUILD_BANNED_ZONE	You cannot open a shop at this location.
PRIVATE_SHOP_CANNOT_SELL_ITEM	You cannot sell this item in a private shop.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	The number of goods in your personal shop has been changed.\nPlease confirm that the number equals your desired amount.
PRIVATE_SHOP_CLOSE_QUESTION	Do you want to close the private shop?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Name of the private shop.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Price
PRIVATE_SHOP_MAP_EXIT_BUTTON	Leave
PRIVATE_SHOP_MAP_EXIT_QUESTION	Do you want to leave this place?
PRIVATE_SHOP_NEED_MONEY	Search by price
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	No result found.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Select an item to search.
PRIV_EMPIRE_NOTICE_EXP_PCT	EXP earned is currently increased by %s%%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	The Yang rain drop rate is currently increased by %s%%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	The Yang drop rate is currently increased by %s%%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	The item drop rate is currently increased by %s%%.
PVP_LEVEL0	Chivalric
PVP_LEVEL1	Noble
PVP_LEVEL2	Good
PVP_LEVEL3	Friendly
PVP_LEVEL4	Neutral
PVP_LEVEL5	Aggressive
PVP_LEVEL6	Fraudulent
PVP_LEVEL7	Malicious
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	PvP - Guild activated
PVP_MODE_KILL	PvP - Free activated
PVP_MODE_NORMAL	PvP - Peace activated
PVP_MODE_PROTECT	PvP - Protection activated
PVP_MODE_REVENGE	PvP - Hostile activated
PVP_OPTION_KILL	Free
PVP_OPTION_NORMAL	Peace
PVP_OPTION_PROTECT	Protection
PVP_OPTION_REVENGE	Hostile
PVP_TOURNAMENT_DO_NOT_AUTO	You cannot use 'attack automatically' during the PvP tournament.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Don't ask again
QUEST_APPEND	New Quest acquired.
QUEST_HOUR	Hour(s)
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Time Expired
QUEST_UNLIMITED_TIME	No time limit.
QUEST_ZEROSEC	0 Sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	This Item cannot be added to the Fast Access Field.
RAMADAN_EVENT_BREAD_MAX_COUNT	You already have the maximum amount of Bread.
RAMADAN_EVENT_FIG_MAX_COUNT	You already have the maximum amount of Blessing Fruit.
RAMADAN_EVENT_GET_BREAD	You have received 1 Bread.
RAMADAN_EVENT_GET_FIG	You have received 1 Blessing Fruit
RAMADAN_EVENT_NOT_ENOUGH_BREAD	You need another 10 Bread.
RANKING	Rank
RANKING_BOARD_MEMBER	Member
RECEIVE_MESSAGE	%s sent you a message.
REFINE_COST	Costs for Advancement: %d Yang
REFINE_DESTROY_WARNING	This Item could be destroyed while upgrading.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Do you really want to upgrade this item?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	If you fail, the item will be destroyed. Do you want to continue?
REFINE_DOWN_GRADE_WARNING	The Item could be down graded this way.
REFINE_DO_YOU_SEPARATE_METIN	Do you want to remove all available spirit stones?
REFINE_ELEMENT_CHANGE_TEXT	%s now has the %s element!
REFINE_ELEMENT_DOWNGRADE_TEXT	The elemental enchantment has been downgraded.
REFINE_ELEMENT_EXIST	The item already has another element.
REFINE_ELEMENT_GRADE_MAX	The maximum elemental enchantment level has already been reached.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	The elemental enchantment is only available for +7 weapons or higher.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Not enough Yang.
REFINE_ELEMENT_NOT_EXSIT	Cannot be used with this item.
REFINE_ELEMENT_TEXT_DARK	Darkness +%d
REFINE_ELEMENT_TEXT_EARTH	Earth +%d
REFINE_ELEMENT_TEXT_ELECT	Lightning +%d
REFINE_ELEMENT_TEXT_FIRE	Fire +%d
REFINE_ELEMENT_TEXT_ICE	Ice +%d
REFINE_ELEMENT_TEXT_WIND	Wind +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Elemental enchantment failed.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Elemental enchantment successful!
REFINE_FAILURE	Oh no, that didn't work! We've failed.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s cannot be included in that Item.
REFINE_FAILURE_DEL_ITEM	The refinement failed. The item was destroyed.
REFINE_FAILURE_EQUIP_ITEM	You cannot upgrade equipped Items.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	You cannot use Spirit Stones while this window is open.
REFINE_FAILURE_GRADE_DOWN	The refinement failed. The item grade was reduced.
REFINE_FAILURE_KEEP_GRADE	The refinement failed.\nFortunately, the item remained unharmed.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	No spirit stone can be taken away.
REFINE_FAILURE_NEED_BETTER_SCROLL	You need a better Advancement Scroll.
REFINE_FAILURE_NO_GOLD_SOCKET	There is no Gold socket to include %s .
REFINE_FAILURE_NO_MORE_REINFORCE	You cannot reinforce that any more.
REFINE_FAILURE_NO_MORE_SOCKET	You cannot add any more sockets.
REFINE_FAILURE_NO_SOCKET0	There is no free socket for the %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	You cannot add any more sockets to this item.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	This Item cannot be upgraded.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	The upgraded item cannot be destroyed or downgraded.
REFINE_QUESTION_CONFIRM	Do you want to continue?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	If the upgrade fails, the level will drop below the minimum required for set effects, thereby removing the set effect.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	If you upgrade the item, the set effect will be removed.
REFINE_SUCCESS	The advancement of the Item was successful.
REFINE_SUCCESS_PROBALITY	Chance for Advancement %d%%
REFINE_WARNING2	Do you want to continue with the upgrade?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Price]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s x%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Do you want to buy it for %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Items sold to the trader will be added to the Buy Back list.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Click on an item in the list to buy it back.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. The list is emptied as soon as you travel to another region, log out, or change character.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. If the list is full and you sell another item, the oldest sold item will drop out of the list.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Items with a duration will be removed from the list if their remaining time expires.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. If you exceed a certain number of buy backs, you must wait before you can buy back another item.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Buy Back
REPURCHASE_SHOP_INVALID_ITEM	This item is not on the Buy Back list.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Please try again later.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	You don't have enough space in your inventory.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	You don't have enough Yang.
REQUEST_DROP_ITEM_DONT_DROP	You cannot discard this item.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Please try again later.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Resurrection
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	You died. \nReturn from the Elemental Realm!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	If you die, you will be teleported back to the Land of Gold.\n\n Tip: You can avoid being killed by a Bomb Tower by using a Bombproof Ticket.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	You have been slain in the Battle of the Five Shrines.\nYou will now return to the village.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Your character is dead. \nYou will be transported to the town shortly.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	A bitter defeat! Your journey ends here.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	You can respawn on the spot with an active Storm or Power Flower buff.\n\nOtherwise you will be resurrected at a random location in this area.
REVIVE_QUESTION	Do you want to revive %s? Number of Prisms of Revival: %d
REVIVE_SELF_QUESTION	Do you want to revive yourself? Number of Prisms of Revival: %d
ROULETTE_REWARD_TEXT	Collect Item
SAFEBOX_ERROR	You entered the wrong password.
SAFEBOX_NEED_CHANGE_PASSWORD	Your password has expired.\nPlease choose a new one.
SAFEBOX_SELL_DISABLE_SAFEITEM	You cannot sell any of the saved Items.
SAFEBOX_UNAVILABLE_PASSWORD_01	You cannot use this password.
SAFEBOX_UNAVILABLE_PASSWORD_02	Your password should consist of at least %d characters.
SAFEBOX_UNAVILABLE_PASSWORD_03	You have entered your current password. Please choose a new one.
SAFEBOX_UNAVILABLE_PASSWORD_04	Your password may not contain %d identical or consecutive numbers.
SAFEBOX_UNAVILABLE_PASSWORD_05	No special characters allowed. Permissible characters: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	The passwords have to be identical.
SCREENSHOT_SAVE1	is saved in
SCREENSHOT_SAVE2	Screenshot File
SCREENSHOT_SAVE_FAILURE	Saving of Screenshot failed.
SEAL_SCROLL_USE_SUCCESS	%s has been successfully soulbound.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	Your item has %d or more bonuses.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Are you sure you want to feed it to your pet?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Your item has %d or more bonuses.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Are you sure you want to sell it?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Enter the Enigma Temple?\nYou cannot receive any more daily rewards. (Time remaining: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Enter the Enigma Temple?\nThere is a daily reward available to you.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	You'll have to leave the group if you don't enter.\nWould you like to enter?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Remaining time until entry: %d sec.
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Created an Enigma Temple instance. Enter instance?\nYou cannot receive any more daily rewards. (Time remaining: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Created an Enigma Temple instance. Enter instance?\nThere is a daily reward available to you.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	You declined the entry request.
SECRET_DUNGEON_ENTER_QUESTION_NO	No
SECRET_DUNGEON_ENTER_QUESTION_YES	Yes
SELECT_ATTR_NOTICE	You cannot open a private shop whilst using Enchant Item+.
SELECT_ATTR_NOT_OPEN	You cannot use Enchant Item+ whilst you have a private shop open.
SELECT_ATTR_NOT_SELECT	Decide whether you want to keep the bonuses or swap them.
SELECT_CAN_NOT_DELETE	You cannot delete the character.
SELECT_CAN_NOT_DELETE_ATTR67	You cannot delete your character\nwhile a bonus is being added.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	You cannot delete your character while they are member of a guild.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	You cannot delete your character because they own soulbound items.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	You cannot delete your sole character because there are still items in your storage.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	You can delete your character up to level 119.
SELECT_CAN_NOT_DELETE_MARRIAGE	You cannot delete married characters.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	You still have goods in your personal shop.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	The deletion code was invalid.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	You cannot delete this character directly after creating it. Waiting period: %s
SELECT_CHANGED_NAME	You changed the name of the character.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	The character name is already existing.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Try again.
SELECT_CHANGE_FAILURE_STRANGE_NAME	That is the wrong character name.
SELECT_CHANGE_NAME_TITLE	Change character name.
SELECT_DELEING	Deleting...
SELECT_DELETED	Deletion successful.
SELECT_DO_YOU_DELETE_REALLY	Do you want to continue?
SELECT_EMPTY_SLOT	This is an empty field.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Enter a new character name.
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	There isn't enough space in your inventory.
SELECT_NOT_JOIN_GUILD	No Guild
SELECT_REWARD_BOX_CANT_MOVE_ITEM	You cannot move items while selecting an item.
SELECT_REWARD_BOX_CANT_USE_ITEM	You cannot use that while selecting an item.
SELECT_REWARD_BOX_CANT_USE_OTHER_WINDOW	You cannot access the guild warehouse or trade while selecting an item.
SELECT_REWARD_BOX_CANT_USE_POLYMORPHING	You cannot select an item while you are transformed.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_1	You do not have enough space in your inventory to open the box.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_2	You do not have enough space in your inventory to accept the item.
SELECT_REWARD_BOX_SELECT_ITEM_FIRST	You must select an item that you want to receive in reward.
SELECT_REWARD_BOX_USE_AFTER_TIME_LIMIT	Please try again later.
SERVER_NOTIFY_CLOSED	Closed server: only accounts created before the closure may enter.
SERVER_STATUS_CLOSE	CLOSED
SERVER_STATUS_NEW	NEW
SERVER_STATUS_SPECIAL	SPECIAL
SERVER_STATUS_STANDBY	CLOSED
SET_ITEM_CLEAR_CONFIRM_QUESTION	Do you want to remove the set effect?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	This item has %d bonuses/Spirit Stones.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Are you sure?
SET_ITEM_DO_NOT_EQUIP_ITEM	You cannot apply set effects to equipped items.
SET_ITEM_DO_NOT_SEAL_ITEM	You cannot do that with a soulbound item.
SHOP_BUY_INFO	Choose the Item you want to buy in the shop window.
SHOP_CANNOT_SELL_EQUIPMENT	You cannot sell  equipped Items.
SHOP_CANNOT_SELL_ITEM	This Item cannot be sold.
SHOP_ERROR_UNKNOWN	Unknown Shop Error: %s
SHOP_EXCEED_LIMIT_TODAY	You've already exceeded your daily limit for using points.
SHOP_INVALID_POS	This Item cannot be used here.
SHOP_INVENTORY_FULL	Your inventory is full.
SHOP_LIMITED_DATA_LOADING	Data loading. Please try again later.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Remaining items: %d
SHOP_LIMITED_PURCHASE_OVER	Sold out
SHOP_LIMIT_TODAY	Daily limit: %d / %d
SHOP_MY_BATTLE_POINT	Combat points: %d
SHOP_MY_MEDAL_OF_HONOR	Medal of Bravery: %d
SHOP_MY_TREE_FRUIT	Bitterberries: %d
SHOP_MY_YELLOW_FRUIT	Goldberries: %d
SHOP_NOT_ENOUGH_10TH_COIN	You don't have enough Anniversary Coins.
SHOP_NOT_ENOUGH_BATTLE_POINT	You do not have enough combat points.
SHOP_NOT_ENOUGH_BNW	You don't have enough Seer Coins.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Guild level is too low.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Insufficient Medals of Bravery.
SHOP_NOT_ENOUGH_MONEY	Not enough Won or Yang
SHOP_NOT_ENOUGH_MONEY_EX	You do not have enough Yang.
SHOP_SELL_CHECKBOX_MESSAGE_1	You will not receive any confirmation requests when selling until you reopen the window.
SHOP_SELL_CHECKBOX_MESSAGE_2	You will not receive any confirmation requests when selling items with 3 or more properties until you reopen the window.
SHOP_SELL_INFO	Choose the item you want to sell in your inventory window.
SHOP_SOLDOUT	Sold Out
SHOT_ERROR_UNKNOWN	Unknown Error during Long Distance Attack: %s
SKILL_BLEEDING	Bleeding
SKILL_BOHO	Reflect
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	You need EXP to learn this Skill.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	You need a Book to learn this Skill.
SKILL_CHEONGEUN	Strong Body
SKILL_CRITICAL	Critical hit
SKILL_ENCHANT_POISON	Apply Poison
SKILL_EUNHYEONG	Camouflage
SKILL_FAINT	Faint
SKILL_FIND_TRAP	Find Trap
SKILL_FIRE	Permanent Fire
SKILL_FISHMIND	Fishing Marble is active
SKILL_GAMJI	Capture
SKILL_GEOMGYEONG	Aura of the Sword
SKILL_GICHEON	Dragon's Aid
SKILL_GIGONG	Chi Rotation
SKILL_GONGPO	Fear
SKILL_GRADE_NAME_GRAND_MASTER	%s Grand Master
SKILL_GRADE_NAME_MASTER	%s Master
SKILL_GRADE_NAME_PERFECT_MASTER	%s Perfect Master
SKILL_GROUP_ASSASSIN_1	Blade
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Riding
SKILL_GROUP_SHAMAN_1	Dragon
SKILL_GROUP_SHAMAN_2	Healing
SKILL_GROUP_SURA_1	Weapon
SKILL_GROUP_SURA_2	Magic
SKILL_GROUP_WARRIOR_1	Body
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Enchanted Blade
SKILL_GYEONGGONG	Feather Walking
SKILL_HEUKSIN	Dark Protection
SKILL_HOSIN	Blessing
SKILL_INC_ATKSPD	Attack speed raised
SKILL_INC_MOVSPD	Movement speed raised
SKILL_JEOJU	Curse
SKILL_JEONGEOP	Healing
SKILL_JEONGWI	Berserk
SKILL_JEONSINBANGEO	Full Defence
SKILL_JEONSINGONGGYEOK	Full Attack
SKILL_JEUNGRYEOK	Attack +
SKILL_JEUNGSOK	Speed +
SKILL_JUMAGAP	Enchanted Armour
SKILL_KWAESOK	Speed
SKILL_MUYEONG	Flame Spirit
SKILL_NEED_EMPTY_BOTTLE	I do not have an Empty Bottle.
SKILL_NEED_POISON_BOTTLE	I do not have a Poison Bottle
SKILL_ONLY_FOR_GUILD_CONTENTS	Guild skills can only be used in guild content.
SKILL_ONLY_FOR_GUILD_WAR	You can use this Skill during a Guild War only.
SKILL_PABEOP	Neutralize Spell
SKILL_POWERFUL_STRIKE	Dazing Attack
SKILL_SEOMGWANG	Lightning Bomb
SKILL_SLEEP	Sleep
SKILL_SLOW	Slow
SKILL_STUN	Stun
SKILL_SUHO	Guard
SKILL_SUMMON_DESCRIPTION	Chance of the Evocation: %d%%
SKILL_TOOLTIP_INT	Intelligence
SKILL_TOOLTIP_LEVEL	Level
SKILL_TOXICDIE	Poisoning
SKILL_TOXICPOWER	Poison attack value increased
SKILL_TUSOK	Ghost Hit
SLOT_CHAR_ENLARGE_ICON_TOOLTIP_KEY	KEY: Magnify text via shortcut key (CTRL)
SLOT_CHAR_ENLARGE_ICON_TOOLTIP_OFF	OFF: Never magnify text (game options)
SLOT_CHAR_ENLARGE_ICON_TOOLTIP_ON	ON: Always magnify text (game options)
SNOWFLAKE_STICK_EVENT_MESSAGE_ADD_SNOW_BALL	You have received 1 Snowball.
SNOWFLAKE_STICK_EVENT_MESSAGE_ADD_TREE_BRANCH	You have received 1 Snowman Twig.
SNOWFLAKE_STICK_EVENT_MESSAGE_CANNOT_USE_STICK_COOLTIME	Please try again in %d minutes.
SNOWFLAKE_STICK_EVENT_MESSAGE_EVENT_END	The Snowflake Event is over.
SNOWFLAKE_STICK_EVENT_MESSAGE_EVENT_START	The Snowflake Event has started!
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_COOLTIME	Please try again later.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_EVENT_DURATION_EXPIRED	The event is over. You cannot do that any more.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_MOUNT_MAX	You cannot exchange that any more.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_MOUNT_NOT_ENOUGH_MATERIAL	You still require 15 Snowflake Wands.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_NOT_ENOUGH_INVENTORY	There isn't enough space in your inventory.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_PET_MAX	You cannot exchange that any more.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_PET_NOT_ENOUGH_MATERIAL	You still require 15 Snowflake Wands.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_STICK_MAX	To exchange again, you must wait:
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_STICK_NOT_ENOUGH_MATERIAL	You don't have enough Snowballs or Snowman Twigs.
SNOWFLAKE_STICK_EVENT_MESSAGE_NOT_ENOUGH_LEVEL	Only characters from level 60 can participate.
SNOWFLAKE_STICK_EVENT_MESSAGE_RANK_BUFF_GET	Snowflake Event: You receive the %s buff.
SNOWFLAKE_STICK_EVENT_MESSAGE_SNOWFLAKE_BUFF_GET	Snowflake Event: You receive the Snowflake Spell.
SNOWFLAKE_STICK_EVENT_MESSAGE_SNOW_BALL_MAX	You can't own any more Snowballs.
SNOWFLAKE_STICK_EVENT_MESSAGE_TREE_BRANCH_MAX	You can't own any more Snowman Twigs.
SNOWFLAKE_STICK_EVENT_MESSAGE_USE_STICK_FAILED_1	Transformation requirements (dungeon, event map, invalid monster level, no nearby monsters)
SNOWFLAKE_STICK_EVENT_MESSAGE_USE_STICK_FAILED_2	have not been met.
SNOWFLAKE_STICK_EVENT_RANK_BUFF_TYPE_STONE	Metin Stone
SOLO_RK_CATEGORY_BATTLE_ROYALE	Battle Royale
SOLO_RK_CATEGORY_BATTLE_ROYALE_RECORD_0	Wins
SOLO_RK_CATEGORY_GUILD_BATTLE	Guild Battle
SOLO_RK_CATEGORY_GUILD_BATTLE_MOB_KILL	MK
SOLO_RK_CATEGORY_GUILD_BATTLE_PC_DEAD	D
SOLO_RK_CATEGORY_GUILD_BATTLE_PC_KILL	PK
SOLO_RK_CATEGORY_GUILD_BATTLE_TEAM	Team
SOLO_RK_CATEGORY_TREASURE_HUNT	Treasure Hunt Rankings
SOLO_RK_CATEGORY_TREASURE_HUNT_RECORD_0	Rounds
SOUL_ITEM_TOOLTIP_APPLY	Effect activated
SOUL_ITEM_TOOLTIP_BLUE1	Playing time: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Skill damage increases by x%.1f on reaching the playing time
SOUL_ITEM_TOOLTIP_COMMON	Not for: PvP, Transformation
SOUL_ITEM_TOOLTIP_RED1	Playing time: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Attack damage increases by x%.1f on reaching the playing time
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Remaining attacks: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Soul expires in
SOUL_ITEM_TOOLTIP_UNAPPLIED	Effect not activated
SOUL_REFINE_FAILURE	Refinement failed.
SOUL_REFINE_SUCCESS	Refinement successful!
SPORTS_MATCH_EVENT_APPOINT	Confirm
SPORTS_MATCH_EVENT_APPOINT_POPUP_MESSAGE	You have selected %s. Do you want to choose this country?
SPORTS_MATCH_EVENT_CHEER	Cheer
SPORTS_MATCH_EVENT_CHEER_POPUP_MESSAGE	You have selected %s. Do you want to cheer for this country?
SPORTS_MATCH_EVENT_OFF	The Tournament Event is over.
SPORTS_MATCH_EVENT_ON	The Tournament Event has started.
SPORTS_MATCH_EVENT_PREDICT_UI_TITLE	Supporters' Event
SPORTS_MATCH_EVENT_REWARD	Claim Reward
SPORTS_MATCH_EVENT_SOURCE_ITEM_FLAG_IMG_MESSAGE	Collect 8 Ticket Scraps and they will be put together to make a Football Ticket.\nThe Football Ticket can be exchanged for rewards and event items.
SPORTS_MATCH_EVENT_TIME_END	Unusable when the event has ended.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_APPOINT_ITEM_NOT_ENOUGH	You need a Country Ticket.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_CHEER_ITEM_NOT_ENOUGH	You need a Cheering Ticket.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_CHEER_MAX	You can't cheer any more.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_COOLTIME_NOT_END_MSG	Please try again later.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_INVENTORY_FULL_MSG	There isn't enough space in your inventory.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_MIN_LEVEL_MSG	Only characters from level 60 can participate.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_RESULT_ITEM_FLAG_MAX	You cannot receive any more event items.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_TICKET_ITEM_ADD	Item received: %dx Football Ticket
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_TICKET_ITEM_LACK	You require %d more Football Tickets.
SPORTS_MATCH_EVENT_WORLDCUP_CHAT_TYPE_TICKET_PIECE_ITEM_ADD	Item received: Ticket Scrap
SPORTS_MATCH_EXCHANGE_END_TIME	Time remaining until exchange: %s
SPORTS_MATCH_ITEM_FLAG_TICKET_DESC	You can exchange this for rewards and event items.
SPORTS_MATCH_ITEM_FLAG_TICKET_NAME	Football Ticket
SPORTS_MATCH_ITEM_FLAG_TICKET_PIECE_NAME	Ticket Scrap
SPORTS_MATCH_PREDICT_ENABLE_REWARD	You can receive rewards from the Supporters' Event. Open the Supporters' Event window.
