ACCE_ABSORB_COST	Coste de combinación: %d
PET_TOOLTIP_CONQUEROR_HIT_PCT	Precisión en %%: +%0.1f %%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	Niv. C %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Voluntad de SungMa (RES) en %%: +%0.1f %%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defensa
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Ha expirado
PET_TOOLTIP_POTENTIAL_SKILL	Habilidad potencial: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Tiempo restante: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	en entrenamiento heroico
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Próximo nivel: %d (máx. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Comerciable
PET_TOOLTUP_SKILL	%s (etapa %d)
PICK_ITEM_TITLE	Número del Objeto
PICK_MONEY_TITLE	Suma
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Se ha cerrado tu sesión porque la versión de tu cliente no coincide. Actualiza tu versión y vuelve a iniciar tu sesión.
POPUP_NOTICE_CHECKBOX_TEXT	No volver a mostar hoy
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	No puedes añadir aún más tiempo.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Los objetos que vendes no pueden superar el valor total permitido.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Los objetos que vendes no pueden superar el valor total permitido.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Eso son más de 3000 Won. Primero recoge el dinero.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Eso son más de 2 mil millones de Yang. Primero recoge el dinero.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Eso no se puede abrir en este mapa.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	¿Quieres cerrar tu tienda personal?
PREMIUM_PRIVATE_SHOP_DURATION	Duración: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Ahora mismo la tienda está cerrada, dado que se está administrando.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Este botón es para la tienda prémium personal. Si quieres abrirla, primero tienes que adquirirla en la tienda.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Introduce la contraseña
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	para abrir la Tienda prémium personal.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Contraseña
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CA-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Ya no puedes añadir más tiempo.
PREMIUM_PRIVATE_SHOP_USE_ITEM	¿Quieres usar el objeto "Tienda prémium personal"?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	No puedes recoger el dinero porque ya tienes más de 3000 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	No puedes recoger el dinero porque ya tienes más de 2 mil millones de Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	No hay dinero que recoger.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Has depositado más Won del que puedes sacar.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Has depositado más Yang del que puedes sacar.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	No puedes recoger el dinero porque has introducido una cantidad demasiado grande.
PRIVATESHOPSEARCH_ABLITY_POTION	Rocío
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Tela delicada
PRIVATESHOPSEARCH_ARMOR	Equipación
PRIVATESHOPSEARCH_ARROW	Flechas
PRIVATESHOPSEARCH_BELL	Campanas
PRIVATESHOPSEARCH_BELT	Cinturones
PRIVATESHOPSEARCH_BLEND	Pociones
PRIVATESHOPSEARCH_BLOOD_PEARL	Perla roja
PRIVATESHOPSEARCH_BLUE_PEARL	Perla azul
PRIVATESHOPSEARCH_BODY	Armaduras
PRIVATESHOPSEARCH_BOW	Arcos
PRIVATESHOPSEARCH_BUYTIME	¿Quieres comprar el objeto seleccionado?
PRIVATESHOPSEARCH_CLAW	Garras
PRIVATESHOPSEARCH_CLEAR_POTION	Elixires
PRIVATESHOPSEARCH_COSTUME	Atuendos
PRIVATESHOPSEARCH_COSTUMEBODY	Atuendo
PRIVATESHOPSEARCH_COSTUMEHAIR	Peinado
PRIVATESHOPSEARCH_COSTUME_ACCE	Estolas
PRIVATESHOPSEARCH_COSTUME_MOUNT	Montura
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Dagas
PRIVATESHOPSEARCH_DEAD	Muerto
PRIVATESHOPSEARCH_DETACHMENT	Manual de la piedra
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alquimia de Piedras dragón
PRIVATESHOPSEARCH_DS_BLACK	Ónice
PRIVATESHOPSEARCH_DS_BLUE	Zafiro
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubí
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granate
PRIVATESHOPSEARCH_EAR	Pendientes
PRIVATESHOPSEARCH_FAN	Abanicos
PRIVATESHOPSEARCH_FISH	Peces
PRIVATESHOPSEARCH_FOOTS	Zapatos
PRIVATESHOPSEARCH_GEM	Gemas
PRIVATESHOPSEARCH_GIFTBOX	Cajas de regalo
PRIVATESHOPSEARCH_HEAD	Cascos
PRIVATESHOPSEARCH_LIVE	Vivo
PRIVATESHOPSEARCH_MATERIAL	Materiales
PRIVATESHOPSEARCH_METIN	Piedras Espíritu
PRIVATESHOPSEARCH_NECK	Collares
PRIVATESHOPSEARCH_NEED_ITEM_BUY	No puedes comprar objetos sin el paquete correcto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	No puedes buscar objetos sin el paquete correcto.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Buscar por nombre
PRIVATESHOPSEARCH_NODELAY_POTION	Objetos de HP
PRIVATESHOPSEARCH_ORE	Mineral
PRIVATESHOPSEARCH_PET	Sistema de mascotas
PRIVATESHOPSEARCH_PETAGG	Huevos de mascota
PRIVATESHOPSEARCH_PETSKILLBOOK	Manuales de habilidades para mascotas
PRIVATESHOPSEARCH_PICK	Picos
PRIVATESHOPSEARCH_POTION	Pociones
PRIVATESHOPSEARCH_QUEST	Misión
PRIVATESHOPSEARCH_QUIVER	Carcajes
PRIVATESHOPSEARCH_RESOURCE	Mejora de objetos
PRIVATESHOPSEARCH_ROD	Pesca
PRIVATESHOPSEARCH_SELECTITEM	Selecciona un objeto.
PRIVATESHOPSEARCH_SHIELD	Escudos
PRIVATESHOPSEARCH_SKILLBOOK	Manuales de habilidad
PRIVATESHOPSEARCH_SKILLFORGET	Libro del olvido
PRIVATESHOPSEARCH_SPECIAL	Varios
PRIVATESHOPSEARCH_STONE	Fragmento de energía
PRIVATESHOPSEARCH_SWORD	Espadas a una mano
PRIVATESHOPSEARCH_TREASUREBOX	Baúles
PRIVATESHOPSEARCH_TUNING	Pergaminos
PRIVATESHOPSEARCH_TWOSWORD	Espadas a dos manos
PRIVATESHOPSEARCH_UNIQUE	Único
PRIVATESHOPSEARCH_USEITEM	Objetos de consumo
PRIVATESHOPSEARCH_USESPECIAL	Varios
PRIVATESHOPSEARCH_WEAPON	Armas
PRIVATESHOPSEARCH_WHITE_PEARL	Perla blanca
PRIVATESHOPSEARCH_WRIST	Brazaletes
PRIVATE_SHOP_BUILD_BANNED_ZONE	No puedes abrir ninguna tienda en esta ubicación.
PRIVATE_SHOP_CANNOT_SELL_ITEM	No puedes vender este objeto en la tienda privada.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	La cantidad de mercancías de tu almacén personal ha sido modificada.\nConfirma que se corresponde con la cantidad deseada.
PRIVATE_SHOP_CLOSE_QUESTION	¿Deseas cerrar la tienda privada?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nombre de la tienda privada.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Precio
PRIVATE_SHOP_MAP_EXIT_BUTTON	Salir
PRIVATE_SHOP_MAP_EXIT_QUESTION	¿Quieres abandonar este lugar?
PRIVATE_SHOP_NEED_MONEY	Buscar por precio
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	No hay resultados.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Selecciona un objeto para buscar.
PRIV_EMPIRE_NOTICE_EXP_PCT	En este momento, la EXP obtenida aumenta un %s %%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	En este momento, la tasa de obtención de lluvia de Yang aumenta un %s %%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	En este momento, la tasa de obtención de Yang aumenta un %s %%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	En este momento, la tasa de obtención de botín aumenta un %s %%.
PVP_LEVEL0	Caballeroso
PVP_LEVEL1	Noble
PVP_LEVEL2	Bueno
PVP_LEVEL3	Amigable
PVP_LEVEL4	Neutral
PVP_LEVEL5	Agresivo
PVP_LEVEL6	Fraudulento
PVP_LEVEL7	Malvado
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	PvP - Gremio activado
PVP_MODE_KILL	PvP - Libre activado
PVP_MODE_NORMAL	PvP - Paz activada
PVP_MODE_PROTECT	PvP - Protección activada
PVP_MODE_REVENGE	PvP - Hostil activado
PVP_OPTION_KILL	Libre
PVP_OPTION_NORMAL	Paz
PVP_OPTION_PROTECT	Protección
PVP_OPTION_REVENGE	Hostil
PVP_TOURNAMENT_DO_NOT_AUTO	No puedes utilizar el ataque automático durante el torneo JcJ.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	No volver a preguntar
QUEST_APPEND	Nueva misión adquirida.
QUEST_HOUR	Hora(s)
QUEST_MIN	Min.
QUEST_SEC	Seg.
QUEST_TIMEOVER	Tiempo Expirado
QUEST_UNLIMITED_TIME	Sin límite de tiempo.
QUEST_ZEROSEC	0 Seg.
QUICKSLOT_REGISTER_DISABLE_ITEM	Este objeto no puede añadirse en el Campo de Acceso Rápido.
RAMADAN_EVENT_BREAD_MAX_COUNT	Ya tienes la cantidad máxima de Panes.
RAMADAN_EVENT_FIG_MAX_COUNT	Ya tienes la cantidad máxima de Frutos de la bendición.
RAMADAN_EVENT_GET_BREAD	Has recibido 1 Pan.
RAMADAN_EVENT_GET_FIG	Has recibido 1 Fruto de la bendición.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Necesitas 10 Panes más.
RANKING	Clasificación
RANKING_BOARD_MEMBER	Miembros
RECEIVE_MESSAGE	%s te ha enviado un mensaje.
REFINE_COST	Coste por Mejora: %d Yang
REFINE_DESTROY_WARNING	Este objeto puede ser destruido en la mejora.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	¿De verdad quieres mejorar el objeto?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Si la mejora falla, el objeto será destruido. ¿Deseas continuar?
REFINE_DOWN_GRADE_WARNING	El objeto puede ser degradado así.
REFINE_DO_YOU_SEPARATE_METIN	¿Deseas eliminar todas las Piedras Espíritu disponibles?
REFINE_ELEMENT_CHANGE_TEXT	¡%s ahora es de elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Ha disminuido el nivel del encantamiento elemental.
REFINE_ELEMENT_EXIST	Ahora el objeto está imbuido de otro elemento.
REFINE_ELEMENT_GRADE_MAX	Ya se ha alcanzado el nivel máximo de encantamiento elemental.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	El encantamiento elemental está disponible solo para armas +7 o superiores.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	No tienes suficiente Yang.
REFINE_ELEMENT_NOT_EXSIT	No se puede utilizar con este objeto.
REFINE_ELEMENT_TEXT_DARK	Oscuridad +%d
REFINE_ELEMENT_TEXT_EARTH	Tierra +%d
REFINE_ELEMENT_TEXT_ELECT	Relámpago +%d
REFINE_ELEMENT_TEXT_FIRE	Fuego +%d
REFINE_ELEMENT_TEXT_ICE	Hielo +%d
REFINE_ELEMENT_TEXT_WIND	Viento +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	El encantamiento elemental ha fallado.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	¡El encantamiento elemental ha salido bien!
REFINE_FAILURE	¡Vaya, no ha funcionado! Hemos fallado.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s no puede ser incluido en este objeto.
REFINE_FAILURE_DEL_ITEM	El proceso de refinamiento no ha tenido éxito. Se ha destruido el objeto.
REFINE_FAILURE_EQUIP_ITEM	No puedes mejorar ningún objeto equipado.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Las Piedras espíritu no se pueden utilizar mientras esté abierta esta ventana.
REFINE_FAILURE_GRADE_DOWN	El proceso de refinamiento no ha tenido éxito. Se ha reducido el grado del objeto.
REFINE_FAILURE_KEEP_GRADE	El proceso de refinamiento no ha tenido éxito.\nAfortunadamente, conservas el objeto.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	No hay ninguna piedra que pueda ser extraída.
REFINE_FAILURE_NEED_BETTER_SCROLL	Necesitas un mejor Pergamino de Avance.
REFINE_FAILURE_NO_GOLD_SOCKET	No hay socket de oro para incluir %s .
REFINE_FAILURE_NO_MORE_REINFORCE	Ya no puedes reforzar más ese objeto.
REFINE_FAILURE_NO_MORE_SOCKET	No puedes crear más sockets.
REFINE_FAILURE_NO_SOCKET0	No hay ningún socket libre para %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	No puedes hacer más sockets en este objeto.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Este objeto no puede ser mejorado.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	El objeto no resultará destruido ni bajará de nivel.
REFINE_QUESTION_CONFIRM	¿Deseas continuar?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Si la mejora falla, el nivel disminuirá por debajo del mínimo para efectos de set y el efecto de set desaparecerá.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Al mejorar el objeto, se perderá el efecto de set.
REFINE_SUCCESS	La mejora del objeto se ha realizado con éxito.
REFINE_SUCCESS_PROBALITY	Probabilidad de mejora %d%%
REFINE_WARNING2	¿Quieres realizar la mejora?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Precio]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s unidad/es
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	¿Quieres recomprar esto por %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1) Los objetos que vendas al comerciante se añadirán a la lista de recompras.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2) Haz clic en el objeto de la lista para recomprarlo.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3) La lista se vaciará en cuanto te desplaces a otra área, cierres sesión o cambies de personaje.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4) Si la lista se llena y vendes otro objeto, se eliminará de la lista el más antiguo.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5) Los objetos que tengan una duración determinada se eliminan de la lista cuando se agota el tiempo que les queda.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6) Si superas un número determinado de recompras, tendrás que esperar antes de poder realizar más.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Recompra
REPURCHASE_SHOP_INVALID_ITEM	Este objeto no está en la lista de recompra.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Inténtalo de nuevo más tarde.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	No tienes suficiente espacio en tu inventario.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	No tienes suficiente Yang.
REQUEST_DROP_ITEM_DONT_DROP	No puedes tirar este objeto.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Inténtalo de nuevo más tarde.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Resurrección
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Has quedado fuera de combate. \n¡Sal del Mundo Elemental!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Si quedas fuera de combate, se te teletransportará de vuelta a la Tierra Dorada.\n\n Consejo: Usa el Tique polvoprotector para evitar la muerte por Polvorín.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Has caído durante la Batalla de los Cinco Santuarios.\n Ahora regresarás a la aldea.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Tu personaje ha quedado fuera de combate. \nTe teletransportarás a la ciudad en un momento.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	¡Una amarga derrota! Tu camino acaba aquí.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Puedes revivir donde te encuentres si tienes un efecto de Tormenta o Flor poderosa activo.\n\nDe lo contrario, se te revivirá en un lugar aleatorio de esta área.
REVIVE_QUESTION	¿Quieres revivir a %s? Cantidad de Prismas del despertar: %d unidades
REVIVE_SELF_QUESTION	¿Quieres llevar a cabo una resurreción? Cantidad de Prismas del despertar: %d unidades
ROULETTE_REWARD_TEXT	Obtener objeto
SAFEBOX_ERROR	Has introducido una contraseña incorrecta.
SAFEBOX_NEED_CHANGE_PASSWORD	Tu contraseña ha expirado.\nPor favor, elige una nueva.
SAFEBOX_SELL_DISABLE_SAFEITEM	No puedes vender ninguno de los objetos guardados.
SAFEBOX_UNAVILABLE_PASSWORD_01	No puedes utilizar esta contraseña.
SAFEBOX_UNAVILABLE_PASSWORD_02	La contraseña ha de tener al menos %d caracteres.
SAFEBOX_UNAVILABLE_PASSWORD_03	Has introducido tu contraseña actual. Selecciona una nueva.
SAFEBOX_UNAVILABLE_PASSWORD_04	La contraseña no puede tener %d números iguales o seguidos.
SAFEBOX_UNAVILABLE_PASSWORD_05	No se permiten caracteres especiales. Caracteres permitidos: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Las contraseñas deben ser idénticas.
SCREENSHOT_SAVE1	está guardada en
SCREENSHOT_SAVE2	Archivo de captura de pantalla.
SCREENSHOT_SAVE_FAILURE	Guardado de captura de pantalla fallado.
SEAL_SCROLL_USE_SUCCESS	%s se ha vinculado al alma.
SECOND	Seg
SECOND_CONFIRM_PET_FEED_QUESTION_1	Tu objeto dispone de %d o más bonificaciones.
SECOND_CONFIRM_PET_FEED_QUESTION_2	¿Seguro que quieres darle el objeto a tu mascota?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Tu objeto dispone de %d o más bonificaciones.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	¿Seguro que quieres vender el objeto?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	¿Quieres entrar al Templo Enigma?\nNo puedes recibir más recompensas diarias (tiempo restante: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	¿Quieres entrar al Templo Enigma?\nPuedes recibir una recompensa diaria.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Debes abandonar el grupo si no entras.\n¿Quieres acceder?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Tiempo restante para acceder: %d segundos
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Se ha creado una instancia del Templo Enigma. ¿Quieres entrar?\nNo puedes recibir más recompensas diarias (tiempo restante: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Se ha creado una instancia del Templo Enigma. ¿Quieres entrar?\nPuedes recibir una recompensa diaria.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Has declinado el acceso.
SECRET_DUNGEON_ENTER_QUESTION_NO	No
SECRET_DUNGEON_ENTER_QUESTION_YES	Sí
SELECT_ATTR_NOTICE	No puedes abrir un almacén privado mientras utilizas el Objeto Encantado+.
SELECT_ATTR_NOT_OPEN	No puedes utilizar el Objeto Encantado+ mientras tienes abierto un almacén privado.
SELECT_ATTR_NOT_SELECT	¿Quieres conservar las bonificaciones o prefieres cambiarlas?
SELECT_CAN_NOT_DELETE	No puedes borrar este personaje.
SELECT_CAN_NOT_DELETE_ATTR67	No puedes borrar tu personaje \nmientras se añade una bonificación.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	No puedes borrar tu personaje mientras sea miembro de un gremio.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	No puedes borrar tu personaje porque posee objetos unidos al alma.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	No puedes borrar tu único personaje porque todavía hay objetos en tu almacén.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Puedes borrar a tu personaje hasta el nivel 119.
SELECT_CAN_NOT_DELETE_MARRIAGE	No puedes borrar un personaje casado.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Todavía tienes artículos en tu tienda personal.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	El código de borrado no es correcto.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	No puedes borrar el personaje justo después de crearlo. Tiempo de espera: %s
SELECT_CHANGED_NAME	Has cambiado el nombre del personaje.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	El nombre del personaje ya existe.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Prueba de nuevo.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Nombre de personaje erróneo.
SELECT_CHANGE_NAME_TITLE	Cambiar nombre de personaje.
SELECT_DELEING	Iniciando borrado...
SELECT_DELETED	Borrado con éxito.
SELECT_DO_YOU_DELETE_REALLY	¿Deseas continuar?
SELECT_EMPTY_SLOT	Este es un campo vacio.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Intruducir un nuevo nombre de personaje.
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	No hay suficiente espacio en tu inventario.
SELECT_NOT_JOIN_GUILD	Sin Gremio
SELECT_REWARD_BOX_CANT_MOVE_ITEM	No se puede mover objetos mientras tengas un objeto seleccionado.
SELECT_REWARD_BOX_CANT_USE_ITEM	No se puede utilizar mientras tengas un objeto seleccionado.
SELECT_REWARD_BOX_CANT_USE_OTHER_WINDOW	No se puede acceder al almacén del gremio ni comerciar mientras tengas un objeto seleccionado.
SELECT_REWARD_BOX_CANT_USE_POLYMORPHING	No se puede seleccionar objetos mientras estés transformado/a.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_1	No tienes suficiente espacio en tu inventario para abrir la caja.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_2	No tienes suficiente espacio en tu inventario para aceptar el objeto.
SELECT_REWARD_BOX_SELECT_ITEM_FIRST	Selecciona el objeto que quieres recibir como recompensa.
SELECT_REWARD_BOX_USE_AFTER_TIME_LIMIT	Inténtalo de nuevo más tarde.
SERVER_NOTIFY_CLOSED	Servidor cerrado: solo tienen acceso las cuentas creadas antes del cierre.
SERVER_STATUS_CLOSE	CERRADO
SERVER_STATUS_NEW	NUEVO
SERVER_STATUS_SPECIAL	ESPECIAL
SERVER_STATUS_STANDBY	CERRADO
SET_ITEM_CLEAR_CONFIRM_QUESTION	¿Quieres eliminar el efecto de set?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Este objeto tiene %d bonificaciones/Piedras espíritu.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	¿Seguro?
SET_ITEM_DO_NOT_EQUIP_ITEM	No puedes añadir un efecto de set a objetos equipados.
SET_ITEM_DO_NOT_SEAL_ITEM	No puedes hacer eso con un objeto vinculado al alma.
SHOP_BUY_INFO	Elige el objeto que desees comprar en la ventana de la tienda.
SHOP_CANNOT_SELL_EQUIPMENT	No puedes vender los objetos que te has equipado.
SHOP_CANNOT_SELL_ITEM	Este objeto no puede venderse.
SHOP_ERROR_UNKNOWN	Error de Tienda desconocido: %s
SHOP_EXCEED_LIMIT_TODAY	Ya has sobrepasado el límite diario de utilización de puntos.
SHOP_INVALID_POS	Este objeto no puede ser usado aquí.
SHOP_INVENTORY_FULL	Tu inventario está lleno.
SHOP_LIMITED_DATA_LOADING	Se están cargando los datos. Inténtalo de nuevo más tarde.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Objetos restantes: %d
SHOP_LIMITED_PURCHASE_OVER	Vendido
SHOP_LIMIT_TODAY	Límite diario: %d / %d
SHOP_MY_BATTLE_POINT	Puntos de combate: %d
SHOP_MY_MEDAL_OF_HONOR	Medalla del valor: %d
SHOP_MY_TREE_FRUIT	Frutos ácidos: %d
SHOP_MY_YELLOW_FRUIT	Frutos dorados: %d
SHOP_NOT_ENOUGH_10TH_COIN	No tienes suficientes Monedas del aniversario.
SHOP_NOT_ENOUGH_BATTLE_POINT	No tienes suficientes puntos de combate.
SHOP_NOT_ENOUGH_BNW	No tienes suficientes Monedas de vidente.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Nivel del gremio demasiado bajo.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	No hay suficientes Medallas del valor.
SHOP_NOT_ENOUGH_MONEY	No tienes suficiente Won ni Yang
SHOP_NOT_ENOUGH_MONEY_EX	No tienes suficiente Yang.
SHOP_SELL_CHECKBOX_MESSAGE_1	Hasta que vuelvas a abrir la ventana, no aparecerá ninguna solicitud de confirmación al realizar la venta.
SHOP_SELL_CHECKBOX_MESSAGE_2	Hasta que vuelvas a abrir la ventana, no aparecerán solicitudes de confirmación al vender mercancías con 3 o más propiedades.
SHOP_SELL_INFO	Elige el objeto que desees vender en la ventana de tu inventario.
SHOP_SOLDOUT	Vendido
SHOT_ERROR_UNKNOWN	Error desconocido durante ataque a larga distancia: %s
SKILL_BLEEDING	Sangrado
SKILL_BOHO	Reflectar
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Necesitas EXP para aprender esta habilidad
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Necesitas un Libro para aprender esta habilidad.
SKILL_CHEONGEUN	Cuerpo Fuerte.
SKILL_CRITICAL	Golpe Crítico
SKILL_ENCHANT_POISON	Aplicar veneno
SKILL_EUNHYEONG	Camuflaje
SKILL_FAINT	Apagón
SKILL_FIND_TRAP	Trampa de búsqueda
SKILL_FIRE	Fuego permanente
SKILL_FISHMIND	La bola de pescar está activa
SKILL_GAMJI	Capturar
SKILL_GEOMGYEONG	Aura de espada
SKILL_GICHEON	Ayuda del Dragón
SKILL_GIGONG	Rotación de Chi
SKILL_GONGPO	Miedo
SKILL_GRADE_NAME_GRAND_MASTER	%s Gran Master
SKILL_GRADE_NAME_MASTER	%s Master
SKILL_GRADE_NAME_PERFECT_MASTER	%s Maestro Perfecto
SKILL_GROUP_ASSASSIN_1	Hoja
SKILL_GROUP_ASSASSIN_2	Arco
SKILL_GROUP_HORSE	Equitación
SKILL_GROUP_SHAMAN_1	Dragón
SKILL_GROUP_SHAMAN_2	Curación
SKILL_GROUP_SURA_1	Arma
SKILL_GROUP_SURA_2	Magia
SKILL_GROUP_WARRIOR_1	Cuerpo
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Hoja encantada
SKILL_GYEONGGONG	Camino pluma
SKILL_HEUKSIN	Protección oscura
