ACCE_ABSORB_COST	Kombinationskosten: %d
OTHER_WORLD_GET_WISP	Du hast %d x Totenflamme erhalten.
OTHER_WORLD_INFO_BOARD_TYPE_EAST_REAPER_ROOM	Wähle den Boten der Erde, dem du dich stellen willst.
OTHER_WORLD_INFO_BOARD_TYPE_NORTH_REAPER_ROOM	Immer wenn ein Charakter stirbt, wird der Dungeon-Timer um 1 Minute reduziert.
OTHER_WORLD_INFO_BOARD_TYPE_PARADISE	Wasser des Lebens ist nicht verfügbar.
OTHER_WORLD_INFO_BOARD_TYPE_SOUTH_REAPER_ROOM	Töte alle Monster in der vorgegebenen Zeit.
OTHER_WORLD_INFO_BOARD_TYPE_WEST_REAPER_ROOM	Besiege den Boten der Nacht ohne zu sterben.
OTHER_WORLD_INFO_BOARD_TYPE_YEOMWANG_ROOM	Besiege Asmodeus bevor die Zeit abläuft.
PAID_CHARACTER_COUNT_TOOLTIP	Premium-Charaktere: %d/%d
PAID_CHARACTER_CREATE_AVAILABLE_ONLY	Du kannst keinen weiteren Charakter mehr erstellen.
PAID_CHARACTER_CREATE_MODE	(Premium-Charakter)
PAID_CHARACTER_CREATE_QUESTION	Möchtest du einen Premium-Charakter erstellen?
PAID_CHARACTER_CREATE_TOOLTIP	Premium-Charakter erstellen
PAID_CHARACTER_DELETE_CONFIRM_1	Wenn du ihn löschst, musst du ein weiteres Premium-Charakterticket erwerben, bevor du einen neuen Premium-Charakter erstellen kannst.
PAID_CHARACTER_DELETE_CONFIRM_2	Bist du sicher, dass du mit dem Löschen fortfahren möchtest?
PAID_CHARACTER_DELETE_RETRY	Dies ist nicht der ausgewählte Charakter.\nBitte versuche es erneut.
PAID_CHARACTER_FULL_CAPACITY	Du kannst keine weiteren Premium-Charaktere erstellen.
PAID_CHARACTER_NEED_TICKET	Du benötigst ein Premium-Charakterticket, um einen Premium-Charakter zu erstellen.
PAID_CHARACTER_SELECT_TOOLTIP	Premium-Charakter
PAID_CHARACTER_TICKET_COUNT_TOOLTIP	Charakter-Pässe: %d
PAID_CHARACTER_TICKET_LOADING	Lädt...
PARTY_ANSWER_TIMEOVER	Die Einladung wurde abgelehnt.
PARTY_BONUS_ATTACKER	Angriffswert: +%d	SA
PARTY_BONUS_BERSERKER	Angriffsgeschwindigkeit: +%d	SA
PARTY_BONUS_BUFFER	Fertigkeitsdauer: +%d	SA
PARTY_BONUS_DEFENDER	Verteidigung +%d%%	SA
PARTY_BONUS_EXP	Bonus-EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	TP-Wiederherstellung pro Kill +%d%%	SA
PARTY_BONUS_TANKER	Max. TP: +%d	SA
PARTY_BREAK_UP	Gruppe auflösen
PARTY_DO_YOU_ACCEPT	 möchte der Gruppe beitreten.
PARTY_DO_YOU_JOIN	 hat dich in eine Gruppe eingeladen. Annehmen?
PARTY_EXP_DISTRIBUTION_MODE	EXP-Verteilung
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	levelabhängig
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Gruppenmitglieder höherer Level erhalten mehr EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	gleichmäßig
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Alle Gruppenmitglieder erhalten gleich viele EXP.
PARTY_HEAL_ALL_MEMBER	Alles wiederherstellen
PARTY_INCREASE_AREA_150	Reichweite der Gruppe um Faktor 1,5 erhöht.	SNA
PARTY_INCREASE_AREA_200	Reichweite der Gruppe um Faktor 2 erhöht.	SNA
PARTY_LEAVE	Gruppe verlassen
PARTY_LONGTIME_BONUS_EXP	Bonus-EXP für langes Gruppenspiel: +%d%%	SA
PARTY_MATCH_CANCEL	Die Gruppensuche für [%s] wurde abgebrochen.
PARTY_MATCH_FAIL_FULL_MEMBER	Deine Gruppe kann kein Mitglied mehr aufnehmen.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Du kannst dich für diesen Dungeon nicht anmelden.
PARTY_MATCH_FAIL_LEVEL	Dein Level ist zu niedrig.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Mitglied %s erfüllt nicht die notwendigen Bedingungen.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Bitte wähle zuerst einen Dungeon.
PARTY_MATCH_FAIL_NOT_LEADER	Nur der Gruppenanführer kann die Anmeldung durchführen.
PARTY_MATCH_FAIL_NO_ITEM	Du hast nicht genug %s.
PARTY_MATCH_SEARCHING	Suchen
PARTY_MATCH_START	Du hast deine Gruppe für folgenden Dungeon angemeldet: [%s]!
PARTY_MEMBER_OFFLINE	[Offline]
PARTY_RECALL_MEMBER	Gruppenmitglied herbeirufen.
PARTY_REGEN_BONUS	Bonus für TP- + MP-Regeneration: +%d%%	SA
PARTY_REQUEST_DENIED	Deine Anfrage wurde abgelehnt.
PARTY_RK_CATEGORY_CZ_CHICKEN	Rangliste des Wächter Yu
PARTY_RK_CATEGORY_CZ_COW	Rangliste des Wächter Chou
PARTY_RK_CATEGORY_CZ_DOG	Rangliste des Wächter Xu
PARTY_RK_CATEGORY_CZ_DRAGON	Rangliste des Wächter Chen
PARTY_RK_CATEGORY_CZ_HORSE	Rangliste des Wächter Wu
PARTY_RK_CATEGORY_CZ_MONKEY	Rangliste des Wächter Shen
PARTY_RK_CATEGORY_CZ_MOUSE	Rangliste des Wächter Zi
PARTY_RK_CATEGORY_CZ_PIG	Rangliste des Wächter Hai
PARTY_RK_CATEGORY_CZ_RABBIT	Rangliste der Wächterin Mao
PARTY_RK_CATEGORY_CZ_SHEEP	Rangliste des Wächter Wei
PARTY_RK_CATEGORY_CZ_SNAKE	Rangliste der Wächterin Si
PARTY_RK_CATEGORY_CZ_TIGER	Rangliste des Wächter Yin
PARTY_SET_ATTACKER	Als Angreifer festlegen.
PARTY_SET_BERSERKER	Als Berserker festlegen.
PARTY_SET_BUFFER	Als Blocker festlegen.
PARTY_SET_DEFENDER	Als Verteidiger festlegen.
PARTY_SET_NORMAL	Einstellung widerrufen.
PARTY_SET_SKILL_MASTER	Als Fertigkeitsmeister festlegen.
PARTY_SET_TANKER	Als Nahkämpfer festlegen.
PARTY_SKILL_ATTACKER	Basis-Angriffswert Angreifer +%.0f
PARTY_SKILL_BERSERKER	Angriffsgeschwindigkeit Berserker +%.0f
PARTY_SKILL_BUFFER	Fertigkeitsdauer Blocker +%.0f
PARTY_SKILL_DEFENDER	Verteidigung als Verteidiger +%.0f%%
PARTY_SKILL_HP_REGEN	TP-Regeneration +%.0f%%
PARTY_SKILL_PARTY_AREA	Gruppenreichweite +%d%%
PARTY_SKILL_SKILL_MASTER	TP-Regeneration als Fertigkeitsmeister +%.0f%%
PARTY_SKILL_SP_REGEN	MP-Regeneration +%.0f%%
PARTY_SKILL_TANKER	Max. TP Nahkämpfer +%.0f
PARTY_SKILL_WARP	In der Lage, Gruppenmitglieder herbeizurufen.
PASSIVE_ATTR_ADD_FAIL	Fehlschlag! Die Boni wurden nicht auf das Seelenrelikt übertragen.
PASSIVE_ATTR_ADD_FAIL_MAX_ATTR	Das Seelenrelikt kann keine weiteren Boni aufnehmen.
PASSIVE_ATTR_ADD_FAIL_NOT_ENOUGH_JOB_ITEM	Du benötigst dazu ein Seelenrelikt für deine Klasse.
PASSIVE_ATTR_ADD_SUCCESS	Erfolg! Die Boni wurden auf das Seelenrelikt übertragen.
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	Das Seelenrelikt ist bereits aufgeladen.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	Es muss kein Seelenrelikt aufgeladen werden.
PASSIVE_ATTR_CHARGE_QUESTION	Möchtest du das Seelenrelikt aufladen?
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	Die Reliktzeit wurde vollständig aufgeladen.
PASSIVE_ATTR_CONTROL_FAIL_MSG	Während der Aktivierung kannst du das nicht tun.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	Bitte versuche es später nochmal.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	Du benötigst dazu eine passende Seele.
PASSIVE_ATTR_TOOLTIP_LINE1	1. 4 Seelen können verwendet werden, um Attribute zu klassenspezifischen Seelenrelikten hinzuzufügen oder sie zu verlängern.
PASSIVE_ATTR_TOOLTIP_LINE2	2. Hinzugefügte Attribute können nicht verändert werden. Sobald sie aktiviert sind, verleihen sie dir Boni und ihre Laufzeit wird reduziert.
PASSIVE_ATTR_TOOLTIP_LINE3	3. Selbst nach Ablauf der Laufzeit verschwindet das Relikt nicht und kann erneut aktiviert werden, sobald die Zeit wieder aufgeladen wurde.
PASSIVE_ATTR_TOOLTIP_LINE4	4. Relikte können durch wiederholbare Quests erlangt werden. Du kannst sie annehmen, nachdem du die Quests des Verwundeten auf der Donganebene abgeschlossen hast.
PASSIVE_ATTR_TOOLTIP_LINE5	(Die Quests sind verfügbar, sobald du Level 120 erreicht und die Quest "Störritual" abgeschlossen hast.)
PASSIVE_ATTR_TOOLTIP_LINE6	5. Seelen können auch im Shop erworben werden.
PASSIVE_ATTR_TOOLTIP_TITLE	Reliktboni
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	Du benötigst dazu ein Seelenrelikt für deine Klasse.
PASSIVE_JOB_DESTROY_POPUP	Wenn du das Seelenrelikt ablegst, wird es zerstört. Bist du sicher?
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	Nach der Aktivierung kannst du das Relikt nicht mehr weitergeben.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	Die Gegenstände gehen dabei verloren. Bist du sicher?
PASSIVE_JOB_LEFT_TIME	Verbleibende Zeit: %s
PASSIVE_JOB_MAX_TIME	Maximale Reliktzeit: %s
PASSWORD_TITLE	Lagerkennwort
PET_ABILITIES_VALUE	+%s%%
PET_ATTR_CHANGE_DIALOG_TEXT	Möchtest du die Attribute deines Pets jetzt ändern?\n Das Item "Pet verzaubern" wird dabei verbraucht.\n Der Prozess kann fehlschlagen.
PET_ATTR_CHANGE_USE	Während die Pet-Attribute gewandelt werden, kann diese Aktion nicht ausgeführt werden.
PET_ATTR_DETERMINE_TYPE1	Typ 1: tollpatschig. Nicht besonders stark.\nMit der Zeit kannst du seine Fähigkeiten steigern.
PET_ATTR_DETERMINE_TYPE2	Typ 2: neugierig. Nicht besonders stark.\nTreuer Gefährte, dessen Fähigkeiten mit der Zeit wachsen.
PET_ATTR_DETERMINE_TYPE3	Typ 3: beherzt. Mäßig stark.\nMit der Zeit kannst du seine Fähigkeiten steigern.
PET_ATTR_DETERMINE_TYPE4	Typ 4: mutig. Mäßig stark.\nTreuer Gefährte, dessen Fähigkeiten mit der Zeit noch wachsen.
PET_ATTR_DETERMINE_TYPE5	Typ 5: tollkühn. Stark.\nMit der Zeit kannst du seine Fähigkeiten weiter steigern.
PET_ATTR_DETERMINE_TYPE6	Typ 6: legendär. Stark.\nTreuer Gefährte, dessen Fähigkeiten mit der Zeit sogar noch wachsen.
PET_ATTR_DETERMINE_TYPE7	Typ 7: mythisch. Sehr stark.\nWird mit der Zeit sein volles Potenzial entfalten.
PET_ATTR_DETERMINE_TYPE8	Typ 8: prismatisch. Extrem stark.\nTreuer Gefährte, auf den du dich verlassen kannst.
PET_BAG_DESC	%s
PET_CANNOT_EAT_BATTLE_EXP_FOOD	Du musst erst dein Pet beschwören.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_1	Für diese Entwicklungsstufe muss dein Charakter Championlevel 1 erreicht haben.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_2	Für diese Entwicklungsstufe muss dein Charakter Championlevel 15 erreicht haben.
PET_CANNOT_FEED_BATTLE_EXP_FOOD	%s wird keine weiteren EXP erhalten.
PET_CANNOT_FEED_CUBEOPEN	Du kannst dein Pet nicht füttern, während das Veredelungsfenster geöffnet ist.
PET_CANNOT_OPEN_POTENTIAL_SKILL_WINDOW	Das ist nur für Pets verfügbar, die Championlevel erreicht haben.
PET_CANNOT_REGISTER_POTENTIAL_SLOT_FROM_ITEM	In diesem Slot kannst du nur Pet-Eier auswählen.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Du kannst die Attribute eines toten Pets nicht wandeln.
PET_CAN_NOT_EGG_ITEM_USE	Du kannst den Brutkasten nicht öffnen, während du handelst, dein Lager oder einen privaten Laden geöffnet hast.
PET_CAN_NOT_FEED_SPLIT_ITEM	Du kannst keinen geteilten Gegenstand in dieses Fenster legen.
PET_CAN_NOT_FEED_TYPE	Auf diese Art kannst du dein Pet leider nicht füttern. Versuche es bitte mit einer anderen Aktion.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Um das Pet zu trainieren und auf die nächste Entwicklungsstufe zu heben, muss es Level %d haben.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Um das Pet zu trainieren und auf die nächste Entwicklungsstufe zu heben, muss es 100% Erfahrung haben.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	Dein Pet muss Championlevel %d erreicht haben, damit du es entwickeln kannst.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Dein Pet hat bereits die höchste Entwicklungsstufe erreicht.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Du kannst keinen privaten Laden öffnen, wenn du dein Pet gerufen hast.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Um das Pet zu trainieren und auf die nächste Entwicklungsstufe zu heben, muss es %d Tage alt sein.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Du kannst dein Pet nicht rufen, da die Laufzeit bereits abgelaufen ist.
PET_CAN_NOT_USE_BAG	Du kannst die Transportbox nicht verwenden, weil dein Pet bereits abgelaufen ist.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	In diesem Slot kannst du nur Pet-Eier auswählen.
PET_CAN_REGISTER_PET_EGG	Falls du über einen freien Slot verfügst, kannst du eines deiner Pet-Eier auswählen.
PET_CAN_SPECIAL_EVOL	Für diese Entwicklungsstufe benötigst du heroische Pet-Bücher.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	Blockdurchdr. (% d. Gesamtw.)
PET_CONQUEROR_BILITIES_HIT_PCT	Präzision in Prozent
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	SungMa-Wille (RES) in %
PET_EGG_REMOVE_ANSWER_1	Bestätigen
PET_EGG_REMOVE_ANSWER_2	Abbrechen
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	Möchtest du das ausgewählte %s wieder entfernen?
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	Wenn du das Ei entfernst, kannst du es nicht zurückerhalten.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Das Pet besitzt keine Fertigkeiten zum Zurücksetzen.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	Dein Pet hat eine Potenzial-Fertigkeit (%s) erlangt.
PET_HATCHING_ACCEPT	Möchtest du dein Pet "%s" nennen?
PET_HATCHING_MONEY	Preis: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Wenn der Brutkasten geöffnet ist, kannst du keine Interaktionen durchführen.
PET_INFORMATION_STAGE1	Jung
PET_INFORMATION_STAGE2	Wild
PET_INFORMATION_STAGE3	Tapfer
PET_INFORMATION_STAGE4	Heroisch
PET_INFORMATION_STAGE5	Erwacht
PET_INFORMATION_STAGE6	Mächtig
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	Champion
PET_INFO_CONQUEROR_EXP	Aktuelle Championlevel-EXP: %s
PET_INFO_EXP	Aktuelle EXP: %s
PET_INFO_ITEM_EXP	Aktuelle Item-EXP: %s
PET_INFO_NEXT_CONQUEROR_EXP	Verbleibende Championlevel-EXP: %s
PET_INFO_NEXT_EXP	Verbleibende EXP: %s
PET_INFO_NEXT_ITEM_EXP	Verbleibende Item-EXP: %s
PET_INFO_NORMAL_BUTTON	Normal
PET_INFO_POTENTIAL_BUTTON	Potenzial
PET_INFO_POTENTIAL_LEFT_TIME	Verbleibende Zeit: %s
PET_INFO_POTENTIAL_SKILL	Potenzial-Fertigkeiten
PET_INFO_SKILL_BUTTON	Pet-Fertigkeiten
PET_MSG_NOT_ENOUGH_MONEY	Du hast nicht genügend Yang.
PET_NAME_CHANGE_ACCEPT	Möchtest du den Namen deines Pets in "%s" ändern?
PET_NAME_MIN	Der eingegebene Name ist zu kurz.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	Die Potenzial-Fertigkeit "%s" ist nun aktiv.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	1. Slot für Potenzial-Fertigkeiten freigeschaltet
PET_OPEN_POTENTIAL_SKILL_SLOT_2	2. Slot für Potenzial-Fertigkeiten freigeschaltet
PET_REGISTER_ANSWER_1	Bestätigen
PET_REGISTER_ANSWER_2	Abbrechen
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Möchtest du dieses Pet-Ei auswählen?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Wenn du das Ei auswählst, wird es aus deinem Inventar entfernt.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	Die Potenzial-Fertigkeit "%s" wurde entfernt.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Es gibt kein Pet zum Wiederbeleben.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Du hast nicht genügend Material.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Die Fertigkeiten sind jetzt verfügbar.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Das Zurücksetzen der Fertigkeit(en) deines Pets ist unwiderruflich.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Möchtest du fortfahren?
PET_SKILL_LEARN_FAIL_CONDITIONS	Dein Pet besitzt nicht die erforderliche Stufe. Nur Heldenpets können Fertigkeiten erlernen.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Möchtest du das Heldentraining mit "%s" beginnen?
PET_SKILL_TOOLTIP_COOLTIME	Abklingzeit: %d Sekunden
PET_SKILL_TOOLTIP_DURATION	Dauer: %d Sekunden
PET_SKILL_TOOLTIP_FEATHER	Das Pet aktiviert Federschreiten mit einer Chance von %d%% für %.1f Sekunden.\n Angriff %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Wenn deine TP unter 20%% sinkt, erhältst du eine \n %d%% Chance, die TP um %d zu erhöhen.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Dein Charakter wird mit einer %d%% Chance unbesiegbar,\n wenn deine TP unter 10%% sinkt. \n Dauer des Effekts: %.1f Sekunden.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Entfernt sofort alle Effekte wie Gift, Verlangsamung \n oder Blutung mit einer %d%% Chance,\n wenn dein Charakter betroffen ist.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Heldentraining auf die nächste Stufe heben?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Kosten: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Blockdurchdringung in %%: +%0.1f%% d. Gesamtwerts
PET_TOOLTIP_CONQUEROR_HIT_PCT	Präzision in %%: +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	C-Lvl %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	SungMa-Wille (RES) in %%: +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Verteidigung
PET_TOOLTIP_HP	TP
PET_TOOLTIP_LEVEL	Level
PET_TOOLTIP_LIFETIME_OVER	Abgelaufen
PET_TOOLTIP_POTENTIAL_SKILL	Potenzial-Fertigkeit: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Verbleibende Zeit: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	im Heldentraining
PET_TOOLTIP_SKILL_CUR_LEVEL	Level: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Nächstes Level: %d (max. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Handelbar
PET_TOOLTUP_SKILL	%s (Stufe %d)
PICK_ITEM_TITLE	Gegenstandsnr.
PICK_MONEY_TITLE	Betrag
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Du bist ausgeloggt worden, weil deine Client-Version nicht übereinstimmt. Bitte aktualisiere deine Version und logge dich erneut ein.
POPUP_NOTICE_CHECKBOX_TEXT	Heute nicht mehr anzeigen
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Du kannst nicht noch mehr Zeit hinzufügen.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Deine zum Verkauf angebotenen Gegenstände dürfen den zulässigen Gesamtwert nicht überschreiten.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Deine zum Verkauf angebotenen Gegenstände dürfen den zulässigen Gesamtwert nicht überschreiten.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Das sind über 3.000 Won. Bitte hole zunächst das Geld ab.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Das sind über 2 Milliarden Yang. Bitte hole zunächst das Geld ab.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Das kannst du auf dieser Karte nicht öffnen.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Möchtest du den persönlichen Laden schließen?
PREMIUM_PRIVATE_SHOP_DURATION	Dauer: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Der Laden ist zur Zeit nicht geöffnet, da er gerade verwaltet wird.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Diese Schaltfläche ist für den Persönlichen Premiumladen. Du musst ihn im Shop erwerben, um sie nutzen zu können.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Bitte Passwort eingeben,
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	um den persönlichen Premiumladen zu öffnen.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Passwort
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Du kannst keine weitere Zeit hinzufügen.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Möchtest du den Gegenstand "Persönlicher Premiumladen" benutzen?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Du kannst das Geld nicht abholen, da du dann über 3.000 Won hast.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Du kannst das Geld nicht abholen, da du dann über 2 Milliarden Yang hast.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Es gibt kein Geld abzuholen.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Du hast mehr Won eingezahlt als du abheben kannst.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Du hast mehr Yang eingezahlt als du abheben kannst.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Du kannst das Geld nicht abholen, da du einen zu hohen Betrag eingegeben hast.
PRIVATESHOPSEARCH_ABLITY_POTION	Tau
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Feines Tuch
PRIVATESHOPSEARCH_ARMOR	Ausrüstung
PRIVATESHOPSEARCH_ARROW	Pfeile
PRIVATESHOPSEARCH_BELL	Glocken
PRIVATESHOPSEARCH_BELT	Gürtel
PRIVATESHOPSEARCH_BLEND	Tränke
PRIVATESHOPSEARCH_BLOOD_PEARL	Blutrote Perle
PRIVATESHOPSEARCH_BLUE_PEARL	Blaue Perle
PRIVATESHOPSEARCH_BODY	Rüstungen
PRIVATESHOPSEARCH_BOW	Bogen
PRIVATESHOPSEARCH_BUYTIME	Möchtest du den ausgewählten Gegenstand kaufen?
PRIVATESHOPSEARCH_CLAW	Krallen
PRIVATESHOPSEARCH_CLEAR_POTION	Elixiere
PRIVATESHOPSEARCH_COSTUME	Kostüme
PRIVATESHOPSEARCH_COSTUMEBODY	Kostüm
PRIVATESHOPSEARCH_COSTUMEHAIR	Frisur
PRIVATESHOPSEARCH_COSTUME_ACCE	Schulterbänder
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mount
PRIVATESHOPSEARCH_CRYSTAL	Kristall
PRIVATESHOPSEARCH_DAGGER	Dolche
PRIVATESHOPSEARCH_DEAD	tot
PRIVATESHOPSEARCH_DETACHMENT	Stein-Handbuch
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Drachensteinalchemie
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Saphir
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Ohrringe
PRIVATESHOPSEARCH_FAN	Fächer
PRIVATESHOPSEARCH_FISH	Fische
PRIVATESHOPSEARCH_FOOTS	Schuhe
PRIVATESHOPSEARCH_GEM	Edelsteine
PRIVATESHOPSEARCH_GIFTBOX	Geschenkboxen
PRIVATESHOPSEARCH_HEAD	Helme
PRIVATESHOPSEARCH_LIVE	lebendig
PRIVATESHOPSEARCH_MATERIAL	Materialien
PRIVATESHOPSEARCH_METIN	Geiststeine
PRIVATESHOPSEARCH_NECK	Halsketten
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Du kannst ohne das richtige Bündel keine Gegenstände kaufen.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Du kannst ohne das richtige Bündel keine Gegenstände suchen.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Suche nach Name
PRIVATESHOPSEARCH_NODELAY_POTION	HP Gegenstände
PRIVATESHOPSEARCH_ORE	Erz
PRIVATESHOPSEARCH_PET	Petsystem
PRIVATESHOPSEARCH_PETAGG	Pet-Eier
PRIVATESHOPSEARCH_PETSKILLBOOK	Pet-Fertigkeitsbücher
PRIVATESHOPSEARCH_PICK	Spitzhacken
PRIVATESHOPSEARCH_POTION	Tränke
PRIVATESHOPSEARCH_QUEST	Quest
PRIVATESHOPSEARCH_QUIVER	Pfeilköcher
PRIVATESHOPSEARCH_RESOURCE	Gegenstandsverbesserung
PRIVATESHOPSEARCH_ROD	Angeln
PRIVATESHOPSEARCH_SELECTITEM	Wähle einen Gegenstand aus.
PRIVATESHOPSEARCH_SHIELD	Schilde
PRIVATESHOPSEARCH_SKILLBOOK	Fertigkeitsbücher
PRIVATESHOPSEARCH_SKILLFORGET	Buch des Vergessens
PRIVATESHOPSEARCH_SPECIAL	Sonstiges
PRIVATESHOPSEARCH_STONE	Energiesplitter
PRIVATESHOPSEARCH_SWORD	Einhandschwerter
PRIVATESHOPSEARCH_TREASUREBOX	Truhen
PRIVATESHOPSEARCH_TUNING	Schriftrollen
PRIVATESHOPSEARCH_TWOSWORD	Zweihandschwerter
PRIVATESHOPSEARCH_UNIQUE	Einzigartig
PRIVATESHOPSEARCH_USEITEM	Verbrauchsgegenstände
PRIVATESHOPSEARCH_USESPECIAL	Sonstiges
PRIVATESHOPSEARCH_WEAPON	Waffen
PRIVATESHOPSEARCH_WHITE_PEARL	Weiße Perle
PRIVATESHOPSEARCH_WRIST	Armbänder
PRIVATE_SHOP_BUILD_BANNED_ZONE	Du kannst an diesem Ort keinen Laden eröffnen.
