ACCE_ABSORB_COST	ÊßÇáíİ ÇáÏãÌ: %d
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	áÇ íãßäß ÊİÚíá ÎÏãÉ ÇáÑÇÈØÉ ÅĞÇ áã Êßõä ÚÖæÇğ İíåÇ.
OPTION_PVPMODE_NOT_SUPPORT	áÇ íãßäß ÇÓÊÚãÇá ÎíÇÑ áÇÚÈ ÖÏ áÇÚÈ.
OPTION_PVPMODE_PROTECT	íÌÈ Ãä íÕá ãÓÊæÇß %d ßÃÏäì ÍÏ áßí ÊÊãßä ãä ÊÛííÑ äÙÇã áÇÚÈ ÖÏ áÇÚÈ.
OTHER_WORLD_DUNGEON_EXIT_QUESTION	åá ÊÑíÏ ÇáÊæŞøİ Úä ÇáŞÊÇá¿
OTHER_WORLD_EXCHANGE_COOLTIME	ÇáÑÌÇÁ ÅÚÇÏÉ ÇáãÍÇæáÉ áÇÍŞğÇ.
OTHER_WORLD_EXCHANGE_FAIL	ááÃÓİ¡ áã ÊÍÕá Úáì Ãí ÔíÁ İí ÇáãŞÇÈá.
OTHER_WORLD_EXCHANGE_MAX_OVER_FAIL	áÇ íãßäß ÇÓÊÎÏÇã ÃßËÑ ãä ÇáÍÏ ÇáÃŞÕì áÚÏÏ ÇáÈäæÏ.
OTHER_WORLD_EXCHANGE_WISP_TOOLTIP	ÇÓÊÈÏÇá áåÈ ÇáãæÊ
OTHER_WORLD_GET_DEAD_SOUL	áŞÏ ÊáŞíÊ %d ÃÑæÇÍ ÇáãæÊì.
OTHER_WORLD_GET_HELL_GATE_KEY	áŞÏ ÊáŞíÊ %d ãİÇÊíÍ ÃÒãæÏíæÓ.
OTHER_WORLD_GET_LIFE_AND_DEATH_LIST	áŞÏ ÊáŞíÊ %d ÑÓÇÆá ÓæÏÇÁ.
OTHER_WORLD_GET_REINCARNATION_WATER	áŞÏ ÊáŞíÊ %d ãÇÁ ÇáÍíÇÉ.
OTHER_WORLD_GET_WISP	áŞÏ ÊáŞíÊ %d áåÈ ÇáãæÊì.
OTHER_WORLD_INFO_BOARD_TYPE_EAST_REAPER_ROOM	ÇÎÊÑ ÍÇÑÓ ÇáÃÑÖ ÇáĞí ÊÑíÏ ãæÇÌåÊå.
OTHER_WORLD_INFO_BOARD_TYPE_NORTH_REAPER_ROOM	ßáãÇ ãÇÊÊ ÔÎÕíÉ¡ íÊã ÊŞáíá ãÄŞÊ ÇáÃÈÑÇÌ ÇáãÍÕäÉ ÈãŞÏÇÑ ÏŞíŞÉ æÇÍÏÉ.
OTHER_WORLD_INFO_BOARD_TYPE_PARADISE	ãÇÁ ÇáÍíÇÉ ÛíÑ ãÊÇÍ.
OTHER_WORLD_INFO_BOARD_TYPE_SOUTH_REAPER_ROOM	ÇŞÊá ßá ÇáæÍæÔ İí ÇáæŞÊ ÇáãÍÏÏ.
OTHER_WORLD_INFO_BOARD_TYPE_WEST_REAPER_ROOM	ÅåÒã ÍÇÑÓ ÇáÙáÇã¡ Ïæä Ãä ÊÊÚÑÖ ááãæÊ.
OTHER_WORLD_INFO_BOARD_TYPE_YEOMWANG_ROOM	ÅåÒã ÃÒãæÏíæÓ ŞÈá äİÇĞ ÇáæŞÊ.
PAID_CHARACTER_COUNT_TOOLTIP	ÇáÔÎÕíÇÊ ÇáããíøÒÉ: %d/%d
PAID_CHARACTER_CREATE_AVAILABLE_ONLY	áÇ íãßäß ÅäÔÇÁ ÔÎÕíÉ ÅÖÇİíÉ.
PAID_CHARACTER_CREATE_MODE	(ÇáÔÎÕíÇÊ ÇáããíøÒÉ)
PAID_CHARACTER_CREATE_QUESTION	åá ÊæÏ ÅäÔÇÁ ÔÎÕíÉ ããíøÒÉ¿
PAID_CHARACTER_CREATE_TOOLTIP	ÅäÔÇÁ ÔÎÕíÉ ããíøÒÉ
PAID_CHARACTER_DELETE_CONFIRM_1	ÅĞÇ ŞãÊ ÈÍĞİå¡ İÓíÊÚíøä Úáíß ÔÑÇÁ ÊĞßÑÉ ÔÎÕíÉ ããíøÒÉ ÃÎÑì ŞÈá Ãä ÊÊãßä ãä ÅäÔÇÁ ÔÎÕíÉ ããíøÒÉ ÌÏíÏÉ.
PAID_CHARACTER_DELETE_CONFIRM_2	åá ÃäÊ ãÊÃßÏ Ãäß ÊÑíÏ ÇáãÊÇÈÚÉ ÈÇáÍĞİ¿
PAID_CHARACTER_DELETE_RETRY	åĞå áíÓÊ ÇáÔÎÕíÉ ÇáãÍÏÏÉ.\níõÑÌì ÇáãÍÇæáÉ ãÑÉ ÃÎÑì.
PAID_CHARACTER_FULL_CAPACITY	áÇ íãßäß ÅäÔÇÁ ÔÎÕíÇÊ ããíøÒÉ ÅÖÇİíÉ.
PAID_CHARACTER_NEED_TICKET	ÊÍÊÇÌ Åáì ÊĞßÑÉ ÔÎÕíÉ ããíøÒÉ áÅäÔÇÁ ÔÎÕíÉ ããíøÒÉ.
PAID_CHARACTER_SELECT_TOOLTIP	ÇáÔÎÕíÇÊ ÇáããíøÒÉ
PAID_CHARACTER_TICKET_COUNT_TOOLTIP	ÊÕÑíÍ ÔÎÕíÉ: %d
PAID_CHARACTER_TICKET_LOADING	ÌÇÑ ÇáÊÍãíá...
PARTY_ANSWER_TIMEOVER	ÑõİÖÊ ÇáÏøÚæÉ.
PARTY_BONUS_ATTACKER	ŞíãÉ ÇáåÌæã: +%d	SA
PARTY_BONUS_BERSERKER	ÓÑÚÉ ÇáåÌæã: +%d	SA
PARTY_BONUS_BUFFER	ãÏÉ ÇáãåÇÑÉ: +%d	SA
PARTY_BONUS_DEFENDER	ÇáÏİÇÚ +%d%%	SA
PARTY_BONUS_EXP	äŞÇØ ÅÖÇİíÉ İí ÇáÎÈÑÉ: %d%%	SA
PARTY_BONUS_SKILL_MASTER	ÅÓÊÚÇÏÉ äŞÇØ ÇáÍíÇÉ ÚäÏ ÇáŞÊá +%d%%	SA
PARTY_BONUS_TANKER	äŞÇØ ÍíÇÉ ŞÕæì:+%d	SA
PARTY_BREAK_UP	ÍĞİ ÇáãÌãæÚÉ
PARTY_DO_YOU_ACCEPT	 íÑÛÈ İí ÇáÇäÖãÇã Åáì ÇáãÌãæÚÉ.
PARTY_DO_YOU_JOIN	 ÏÚÇß Åáì ÇáãÌãæÚÉ. åá ÊÑíÏ ŞÈæá ÇáÏÚæÉ¿
PARTY_EXP_DISTRIBUTION_MODE	ÊŞÓíã äŞÇØ ÇáÎÈÑÉ
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	ÍÓÈ ÇáãÓÊæì
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	ÓíÍÕá ÃÚÖÇÁ ÇáãÌãæÚÉ Ğæí ÇáãÓÊæíÇÊ ÇáãÑÊİÚÉ Úáì äŞÇØ ÎÈÑÉ ÅÖÇİíÉ.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	ãõÊÓÇæ
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	íäÇá ÌãíÚ ÃÚÖÇÁ ÇáãÌãæÚÉ äŞÇØ ÇáÃÓáæÈ ÈÇáÊÓÇæí.
PARTY_HEAL_ALL_MEMBER	ÇÓÊÑÌÇÚ ÇáæÖÚ ÇáÃæáí ááÌãíÚ
PARTY_INCREASE_AREA_150	ÇÑÊİÇÚ ãÏì ÇáãÌãæÚÉ ÈÚÇãá 1,5.	SNA
PARTY_INCREASE_AREA_200	ÇÑÊİÇÚ ãÏì ÇáãÌãæÚÉ ÈÚÇãá 2	SNA
PARTY_LEAVE	ãÛÇÏÑÉ ÇáãÌãæÚÉ
PARTY_LONGTIME_BONUS_EXP	ÚáÇæÉ ÅÖÇİíÉ Úáì äŞÇØ ÇáÎÈÑÉ áÊãÏíÏ ãÏÉ ÇááÚÈ ÇáÌãÇÚí: +%d%%	SA
PARTY_MATCH_CANCEL	Êã ÅáÛÇÁ ÚãáíÉ ÇáÈÍË Úä ãÌãæÚÉ á[%s].
PARTY_MATCH_FAIL_FULL_MEMBER	áÇ íãßä áãÌãæÚÊß ÅÖÇİÉ ÚÖæ ÌÏíÏ.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	áÇ íãßäß ÇáÊÓÌíá áåĞÇ ÇáÈÑÌ ÇáãÍÕä.
PARTY_MATCH_FAIL_LEVEL	ãÓÊæÇß ãÇ ÒÇá ÖÚíİğÇ.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	ÇáÚÖæ %s áÇ ÊÊæİÑ İíå ÇáÔÑæØ ÇááÇÒãÉ.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	íÑÌì ÅÎÊíÇÑ ÈÑÌ ãÍÕä ÃæáÇ.
PARTY_MATCH_FAIL_NOT_LEADER	íãßä İŞØ áŞÇÆÏ ÇáãÌãæÚÉ ÇáÊÓÌíá.
PARTY_MATCH_FAIL_NO_ITEM	áíÓ áÏíß ãÇ íßİí ãä %s.
PARTY_MATCH_SEARCHING	ÈÍË
PARTY_MATCH_START	áŞÏ ŞãÊ ÈÊÓÌíá ãÌãæÚÊß áåĞÇ ÇáÈÑÌ ÇáãÍÕä: [%s]!
PARTY_MEMBER_OFFLINE	[ÛíÑ ãÊÕá]
PARTY_RECALL_MEMBER	ÇÓÊÏÚÇÁ  ÃÚÖÇÁ ÇáãÌãæÚÉ.
PARTY_REGEN_BONUS	äŞÇØ ÍíÇÉ ÅÖÇİíÉ- + ÊÌÏíÏ äŞÇØ ÇáÃÓáæÈ:+%d%%	SA
PARTY_REQUEST_DENIED	áŞÏ ÑõİÖ ØáÈß.
PARTY_RK_CATEGORY_CZ_CHICKEN	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ íæ
PARTY_RK_CATEGORY_CZ_COW	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ ÊÔÇæ
PARTY_RK_CATEGORY_CZ_DOG	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ Òæ
PARTY_RK_CATEGORY_CZ_DRAGON	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ ÊÔä
PARTY_RK_CATEGORY_CZ_HORSE	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ ææ
PARTY_RK_CATEGORY_CZ_MONKEY	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ Ôíä
PARTY_RK_CATEGORY_CZ_MOUSE	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ ÊÓí
PARTY_RK_CATEGORY_CZ_PIG	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ åÇí
PARTY_RK_CATEGORY_CZ_RABBIT	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ ãÇæ
PARTY_RK_CATEGORY_CZ_SHEEP	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ æí
PARTY_RK_CATEGORY_CZ_SNAKE	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ Óí
PARTY_RK_CATEGORY_CZ_TIGER	áÇÆÍÉ ÑøõÊÈ ÇáÍÇÑÓ ííä
PARTY_SET_ATTACKER	æÙøöİåõ ßãåÇÌã.
PARTY_SET_BERSERKER	ÊÚííäå ßåÇÆÌ.
PARTY_SET_BUFFER	æÙøöİå ßãõÊÕÏøöí.
PARTY_SET_DEFENDER	æÙİå ßãÏÇİÚ.
PARTY_SET_NORMAL	ÅáÛÇÁ ÇáÊÚÏíá.
PARTY_SET_SKILL_MASTER	ÊÚíäå ÈÕİÊå ÓíÏ ÇáãåÇÑÇÊ.
PARTY_SET_TANKER	ÊÚííä ßãÍÇÑÈ İí ÇáŞÊÇá Úä ŞÑÈ.
PARTY_SKILL_ATTACKER	ŞíãÉ ÇáåÌæã ÇáÃÓÇÓíÉ ãåÇÌã +%.0f
PARTY_SKILL_BERSERKER	ÓÑÚÉ åÌæã ÇáåÇÆÌ +%.0f
PARTY_SKILL_BUFFER	ãÏÉ ãåÇÑÉ ÇáãÊÕÏí +%.0f
PARTY_SKILL_DEFENDER	ÇáÏİÇÚ ßãõÏÇİÚ +%.0f%%
PARTY_SKILL_HP_REGEN	ÊÌÏíÏ äŞÇØ ÇáÍíÇÉ +%.0f%%
PARTY_SKILL_PARTY_AREA	ãÏì ÇáãÌãæÚÉ +%d%%
PARTY_SKILL_SKILL_MASTER	ÇÓÊÚÇÏÉ äŞÇØ ÇáÍíÇÉ ÓíÏ ÇáãåÇÑÉ+: %.0f%%
PARTY_SKILL_SP_REGEN	ÊÌÏíÏ äŞÇØ ÇáÃÓáæÈ +%.0f%%
PARTY_SKILL_TANKER	äŞÇØ ÇáÍíÇÉ ÇáŞÕæì ááãŞÇÊá Úä ŞÑÈ +%.0f.
PARTY_SKILL_WARP	ÈÅãßÇäå äÏÇÁ ÃÚÖÇÁ ÇáãÌãæÚÉ.
PASSIVE_ATTR_ADD_FAIL	İÔá! áã íÊã äŞá ÇáÚáÇæÇÊ Åáì ÃËÑ ÇáÑæÍ.
PASSIVE_ATTR_ADD_FAIL_MAX_ATTR	áÇ íãßä áÃËÑ ÇáÑæÍ åĞÇ ÇÓÊíÚÇÈ ÇáãÒíÏ ãä ÇáÚáÇæÇÊ.
PASSIVE_ATTR_ADD_FAIL_NOT_ENOUGH_JOB_ITEM	ÊÍÊÇÌ Åáì ÃËÑ ÑæÍ áØÈŞÊß.
PASSIVE_ATTR_ADD_SUCCESS	äÌÇÍ! áŞÏ Êã äŞá ÇáÚáÇæÇÊ Åáì ÃËÑ ÇáÑæÍ.
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	ÃËÑ ÇáÑæÍ ãÔÍæä ÈÇáİÚá.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	áÇ íæÌÏ ÃËÑ ÑæÍ áíÊã ÔÍäå.
PASSIVE_ATTR_CHARGE_QUESTION	åá ÊÑíÏ ÅÚÇÏÉ ÔÍä ÃËÑ ÇáÑæÍ¿
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	áŞÏ Êã ÛÚÇÏÉ ÔÍä æŞÊ ÃËÑ ÇáÑæÍ ÈÇáßÇãá.
PASSIVE_ATTR_CONTROL_FAIL_MSG	áÇ íãßäß ÇáŞíÇã ÈåĞÇ ÃËäÇÁ ÇáÊİÚíá.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	ÇáÑÌÇÁ ÅÚÇÏÉ ÇáãÍÇæáÉ áÇÍŞğÇ.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	ÃäÊ ÈÍÇÌÉ Åáì ÑæÍ ãäÇÓÈÉ áåĞÇ.
PASSIVE_ATTR_TOOLTIP_LINE1	1. íãßä ÇÓÊÎÏÇã 4 ÃÑæÇÍ áÅÖÇİÉ ÎÕÇÆÕ Åáì ÂËÇÑ ÇáÃÑæÇÍ ÇáÎÇÕÉ ÈÇáİÆÉ Ãæ áÊÌÏíÏåÇ.
PASSIVE_ATTR_TOOLTIP_LINE2	2.ÇáÎÕÇÆÕ ÇáãÖÇİÉ áÇ íãßä ÊÛííÑåÇ. ÈãÌÑÏ ÊİÚíáåÇ¡ ÊãäÍß ÊÚÒíÒÇÊ æíÊã ÊŞáíá ãÏÉ ÕáÇÍíÊåÇ.
PASSIVE_ATTR_TOOLTIP_LINE3	3. ÍÊì ÈÚÏ ÇäÊåÇÁ ÇáãÏÉ¡ áÇ íÎÊİí ÇáÃËÑ æíãßä ÊİÚíáå ãÑÉ ÃÎÑì ÈãÌÑÏ ÅÚÇÏÉ ÔÍä ÇáæŞÊ.
PASSIVE_ATTR_TOOLTIP_LINE4	4. íãßä ÇáÍÕæá Úáì ÇáÂËÇÑ ãä ÎáÇá ÇáãåÇã ÇáŞÇÈáÉ ááÊßÑÇÑ. íãßäß ŞÈæáåÇ ÈÚÏ ÅßãÇá ãåÇã ÇáÌäÏí ÇáÌÑíÍ İí ÏæäÌ ÌæÇäÌ.
PASSIVE_ATTR_TOOLTIP_LINE5	(ÊÊæİÑ ÇáãåÇã ÈãÌÑÏ Ãä ÊÕá Åáì ÇáãÓÊæì 120 æÊßãá ãåãÉ "ØŞæÓ ÊÎÑíÈíÉ".)
PASSIVE_ATTR_TOOLTIP_LINE6	5. íãßä ÃíÖğÇ ÇáÍÕæá Úáì ÇáÃÑæÇÍ ãä ÇáãÊÌÑ.
PASSIVE_ATTR_TOOLTIP_TITLE	ÊÚÒíÒÇÊ ÇáÃËÑ
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	ÊÍÊÇÌ Åáì ÃËÑ ÑæÍ áØÈŞÊß.
PASSIVE_JOB_DESTROY_POPUP	ÅĞÇ ŞãÊ ÈÑãí ÃËÑ ÇáÑæÍ¡ İÓíÊã ÊÏãíÑå. åá ÃäÊ ãÊÃßÏ¿
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	ÈãÌÑÏ ÇáÊİÚíá¡ áÇ íãßäß äŞá ÇáÃËÑ.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	ÓíÊã İŞÏÇä ÇáÈäæÏ. åá ÃäÊ ãÊÃßÏ¿
PASSIVE_JOB_LEFT_TIME	ÇáæŞÊ ÇáãÊÈŞí: %s
PASSIVE_JOB_MAX_TIME	ÇáÍÏ ÇáÃŞÕì ááæŞÊ ÇáãÊÈŞí: %s
PASSWORD_TITLE	ßáãÉ ÓÑ ÇáãÓÊæÏÚ
PET_ABILITIES_VALUE	+%s%%
PET_ATTR_CHANGE_DIALOG_TEXT	åá ÊæÏ ÊÛííÑ ÓãÇÊ ÑİíŞß ÇáÂä¿\n ÓíÊã ÇÓÊåáÇß ÈäÏ "ÓÍÑ ÇáÑİíŞ".\n íãßä ááÚãáíÉ Ãä ÊİÔá.
PET_ATTR_CHANGE_USE	áÇ íãßä ÊäİíĞ åĞÇ ÇáÃãÑ ÇËäÇÁ ÚãáíÉ ÊÍæíá ÓãÇÊ ÇáÑİíŞ.
PET_ATTR_DETERMINE_TYPE1	ÇáäæÚ 1: ÃÎÑŞ áíÓ ŞæíÇ ÌÏÇ.\náßä ãÚ ãÑæÑ ÇáæŞÊ íãßäß ÒíÇÏÉ ãåÇÑÇÊå.
PET_ATTR_DETERMINE_TYPE2	ÇáäæÚ 2: İÖæáí. áíÓ ŞæíÇ ÌÏÇ.\nÑİíŞ æİí ÊÒÏÇÏ ãåÇÑÇÊå ãÚ ãÑæÑ ÇáæŞÊ.
PET_ATTR_DETERMINE_TYPE3	ÇáäæÚ 3: ÔÌÇÚ. Şæí Çáì ÍÏ ãÇ.\nãÚ ãÑæÑ ÇáæŞÊ íãßäß ÒíÇÏÉ ãåÇÑÇÊå.
PET_ATTR_DETERMINE_TYPE4	ÇáäæÚ 4: ÔÌÇÚ. Şæí Çáì ÍÏ ãÇ.\nÑİíŞ æİí ÊÒÏÇÏ ãåÇÑÇÊå ãÚ ãÑæÑ ÇáæŞÊ.
PET_ATTR_DETERMINE_TYPE5	ÇáäæÚ 5: ãÊåæÑ. Şæí.\náßä ãÚ ãÑæÑ ÇáæŞÊ íãßäß ÒíÇÏÉ ãåÇÑÇÊå.
PET_ATTR_DETERMINE_TYPE6	ÇáäæÚ 6: ÃÓØæÑí. Şæí.\nÑİíŞ æİí ÊÒÏÇÏ ãåÇÑÇÊå ãÚ ãÑæÑ ÇáæŞÊ.
PET_ATTR_DETERMINE_TYPE7	ÇáäæÚ 7: ÎÑÇİí. Şæí ÌÏÇ.\nÓíÙåÑ ŞæÇå ÇáÍŞíŞÉ ãÚ ãÑæÑ ÇáæŞÊ.
PET_ATTR_DETERMINE_TYPE8	ÇáäæÚ 8: ÈÑÇŞ. Şæí ááÛÇíÉ.\nÑİíŞ æİí íãßäß ÇáÅÚÊãÇÏ Úáíå ÏÇÆãÇ.
PET_BAG_DESC	%s
PET_CANNOT_EAT_BATTLE_EXP_FOOD	íÌÈ Úáíß ÇÓÊÏÚÇÁ ÇáÑİíŞ ÃæáÇğ.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_1	ÈÇáäÓÈÉ áãÓÊæì ÇáÊØæíÑ åĞÇ¡ íÌÈ Ãä ÊÕá ÔÎÕíÊß Åáì ãÓÊæì ÇáÈØá 1.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_2	ÈÇáäÓÈÉ áãÓÊæì ÇáÊØæíÑ åĞÇ¡ íÌÈ Ãä ÊÕá ÔÎÕíÊß Åáì ãÓÊæì ÇáÈØá 15.
PET_CANNOT_FEED_BATTLE_EXP_FOOD	áä ÊÊáŞì %s Çí ÎÈÑÉ ÇÖÇİíÉ.
PET_CANNOT_FEED_CUBEOPEN	áÇ íãßäß ÅØÚÇã ÇáÑİíŞ ÃËäÇÁ İÊÍ äÇİĞÉ ÇáÕŞá.
PET_CANNOT_OPEN_POTENTIAL_SKILL_WINDOW	åĞÇ ãÊÇÍ İŞØ ááÑİÇŞ ÇáÊí æÕáÊ Åáì ãÓÊæì ÇáÈØá.
PET_CANNOT_REGISTER_POTENTIAL_SLOT_FROM_ITEM	İí åĞå ÇáİÊÍÉ íãßäß İŞØ ÊÍÏíÏ ÈíÖ ÇáÑİÇŞ.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	áÇ íãßäß ÊÍæíá ÓãÇÊ ÑİíŞ ãíÊ.
PET_CAN_NOT_EGG_ITEM_USE	áÇ íãßäß İÊÍ ŞİÕ ÇáäŞá ÃËäÇÁ ÇáãÊÇÌÑÉ¡ Ãæ ÚäÏãÇ íßæä ãÎÒäß Ãæ ãÊÌÑß ãİÊæÍÇä.
PET_CAN_NOT_FEED_SPLIT_ITEM	áÇ íãßäß æÖÚ Ãí ÔíÁ ãŞÓæã İí åĞå ÇáäÇİĞÉ.
PET_CAN_NOT_FEED_TYPE	áÇ íõãßäß ÅØÚÇã ÑİíŞß ÈåĞå ÇáØÑíŞÉ. íÑÌì ÇáãÍÇæáÉ ãä ÎáÇá ÇÓÊÎÏÇã ÚãáíÉ ÃÎÑì.
PET_CAN_NOT_OPEN_EVOL_BUTTON	áÊÏÑíÈ ÇáÑİíŞ æÊØæíÑå Åáì ÇáãÓÊæì ÇáÊÇáí íÌÈ Ãä íßæä ãÓÊæÇå %d.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	áÊÏÑíÈ ÇáÑİíŞ æÊØæíÑå Åáì ÇáãÓÊæì ÇáÊÇáí íÌÈ Ãä Êßæä äÓÈÉ ÎÈÑÊå 100%.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	íÌÈ Ãä íÕá ÇáÑİíŞ ÇáÎÇÕ Èß Åáì ãÓÊæì ÇáÈØá %d ŞÈá Ãä ÊÊãßä ãä ÊØæíÑå.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	áŞÏ æÕá ãÓÊæì ÑİíŞß ÃÚáì ãÓÊæì ãõãßä.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	áÇ íãßäß İÊÍ ãÊÌÑ ÎÇÕ ÅĞÇ ŞõãÊ ÈÊÍÖíÑ ÑİíŞß.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	áÊÏÑíÈ ÇáÑİíŞ æÊØæíÑå Åáì ÇáãÓÊæì ÇáÊÇáí íÌÈ Ãä íßæä ÚõãÑå %d íæãğÇ.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	áÇ íãßäß ÊÍÖíÑ ÑİíŞß¡ áÃä ãÏÉ ÇÓÊÚãÇáå ÇäÊåÊ.
PET_CAN_NOT_USE_BAG	áÇ íãßäß ÇÓÊÚãÇá ŞİÕ ÇáäŞá áÃä ãÏÉ ÇÓÊÚãÇá ÑİíŞß ÇäÊåÊ.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	İí åĞå ÇáİÊÍÉ íãßäß İŞØ ÊÍÏíÏ ÈíÖ ÇáÑİÇŞ.
PET_CAN_REGISTER_PET_EGG	ÅĞÇ ßÇä áÏíß ãßÇä İÇÑÛ¡ íãßäß ÇÎÊíÇÑ ÃÍÏ ÈíæÖ ÇáÑİÇŞ.
PET_CAN_SPECIAL_EVOL	ÈÇáäÓÈÉ áãÓÊæì ÇáÊØæíÑ åĞÇ¡ ÓÊÍÊÇÌ Åáì ßÊÈ ÇáÑİÇŞ ÇáÈØæáíÉ.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	ÇÎÊÑÇŞ ÇáÏİÇÚ ( ãä ÇáÅÌãÇáí)
PET_CONQUEROR_BILITIES_HIT_PCT	äÓÈÉ ÇáÏŞÉ
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	ÅÑÇÏÉ ÓæäÛ ãÇåí (ÇáãŞÇæãÉ) %
PET_EGG_REMOVE_ANSWER_1	ãæÇİŞ
PET_EGG_REMOVE_ANSWER_2	ÅáÛÇÁ
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	åá ÊÑíÏ ÅÒÇáÉ ÚáÇãÉ %s ÇáãÍÏÏÉ¿
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	ÅĞÇ ŞãÊ ÈÅÒÇáÉ ÇáÈíÖÉ¡ İáä ÊÊãßä ãä ÇÓÊÚÇÏÊåÇ.
PET_EMPTY_SKILL_SLOT_USE_ITEM	áÇ íãÊáß åĞÇ ÇáÑİíŞ Ãí ãåÇÑÇÊ áíÊã ÅÚÇÏÉ ÊÚííäåÇ.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	áŞÏ ÇßÊÓÈ ÇáÑİíŞ ÇáÎÇÕ Èß ãåÇÑÉ ãÍÊãáÉ (%s).
PET_HATCHING_ACCEPT	åá ÊÑÛÈ İí ÊÓãíÉ ÑİíŞß "%s"¿
PET_HATCHING_MONEY	ÇáËãä: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	áÇ íãßäß ÇáÊİÇÚá ãÚ Ãí ßÇä ØÇáãÇ Ãä ŞİÕ ÇáäŞá ãİÊæÍ.
PET_INFORMATION_STAGE1	ÈÑí
PET_INFORMATION_STAGE2	ÈÑí æÍÔí
PET_INFORMATION_STAGE3	ÈÑøí Şæí
PET_INFORMATION_STAGE4	ÈØá
PET_INFORMATION_STAGE5	ÇäåÖ
PET_INFORMATION_STAGE6	ãåíÈ
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	ÈØá
PET_INFO_CONQUEROR_EXP	ãÓÊæì ÎÈÑÉ ÇáÈØá ÇáÍÇáí: %s
PET_INFO_EXP	ÇáÎÈÑÉ ÇáÍÇáíÉ: %s
PET_INFO_ITEM_EXP	ÎÈÑÉ ÇáÈäÏ ÇáÍÇáíÉ: %s
PET_INFO_NEXT_CONQUEROR_EXP	ÎÈÑÉ ãÓÊæì ÇáÈØá ÇáãÊÈŞíÉ: %s
PET_INFO_NEXT_EXP	ÇáÎÈÑÉ ÇáãÊÈŞíÉ: %s
PET_INFO_NEXT_ITEM_EXP	ÎÈÑÉ ÇáÈäÏ ÇáãÊÈŞíÉ: %s
PET_INFO_NORMAL_BUTTON	ÚÇÏí
PET_INFO_POTENTIAL_BUTTON	ãÍÊãá
PET_INFO_POTENTIAL_LEFT_TIME	ÇáæŞÊ ÇáãÊÈŞí: %s
PET_INFO_POTENTIAL_SKILL	ÇáãåÇÑÇÊ ÇáãÍÊãáÉ
PET_INFO_SKILL_BUTTON	ãåÇÑÇÊ ÇáÑİÇŞ
PET_MSG_NOT_ENOUGH_MONEY	Åäß áÇ Êãáß ãÇ íßİí ãä ÇáíÇäÛ.
