ACCE_ABSORB_COST	Êüóôïò óõíäõáóìïı: %d
PET_INFORMATION_STAGE5	Áöõğíéóìİíï
PET_INFORMATION_STAGE6	Éó÷õñü
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	ĞñùôáèëçôŞò
PET_INFO_CONQUEROR_EXP	Ôñİ÷ïõóá ÅÌĞ Åğéğİäïõ ğñùôáèëçôŞ: %s
PET_INFO_EXP	Ôñİ÷ïõóá ÅÌĞ: %s
PET_INFO_ITEM_EXP	Ôñİ÷ïõóá ÅÌĞ áíôéêåéìİíïõ: %s
PET_INFO_NEXT_CONQUEROR_EXP	Õğüëïéğç ÅÌĞ ğñùôáèëçôŞ: %s
PET_INFO_NEXT_EXP	Õğüëïéğç ÅÌĞ: %s
PET_INFO_NEXT_ITEM_EXP	Õğüëïéğç ÅÌĞ áíôéêåéìİíïõ: %s
PET_INFO_NORMAL_BUTTON	Êáíïíéêü
PET_INFO_POTENTIAL_BUTTON	Äõíáìéêü
PET_INFO_POTENTIAL_LEFT_TIME	Õğüëïéğïò ÷ñüíïò: %s
PET_INFO_POTENTIAL_SKILL	Éêáíüôçôá Äõíáìéêïı
PET_INFO_SKILL_BUTTON	Éêáíüôçôåò Êáôïéêéäßùí
PET_MSG_NOT_ENOUGH_MONEY	Äåí İ÷åéò áñêåôü Yang.
PET_NAME_CHANGE_ACCEPT	Èİëåéò íá áëëÜîåéò ôï üíïìá ôïõ êáôïéêéäßïõ óïõ óå «%s»;
PET_NAME_MIN	Ôï üíïìá åßíáé ğïëı ìéêñü.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	Ç Éêáíüôçôá Äõíáìéêïı «%s» åßíáé ğëİïí åíåñãŞ.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	Îåêëåßäùóåò ôçí 1ç èİóç ãéá Éêáíüôçôåò Äõíáìéêïı
PET_OPEN_POTENTIAL_SKILL_SLOT_2	Îåêëåßäùóåò ôçí 2ç èİóç ãéá Éêáíüôçôåò Äõíáìéêïı
PET_REGISTER_ANSWER_1	Åğéâåâáßùóç
PET_REGISTER_ANSWER_2	Áêıñùóç
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Èİëåéò íá åğéëİîåéò áõôü ôï Áâãï Êáôïéêéäßïõ;
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Áí åğéëİîåéò ôï Áâãü, èá áöáéñåèåß áğü ôïí êáôÜëïãü óïõ.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	Áöáéñİèçêå ç Éêáíüôçôá Äõíáìéêïı «%s».
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Äåí õğÜñ÷åé êáôïéêßäéï ãéá áíÜíçøç.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Äåí İ÷åéò áñêåôü õëéêü.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Ïé éêáíüôçôåò åßíáé ğëİïí äéáèİóéìåò.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Ç åğáíáöïñÜ ôùí éêáíïôŞôùí ôïõ êáôïéêßäéïı óïõ åßíáé ïñéóôéêŞ.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Èİëåéò íá óõíå÷ßóåéò;
PET_SKILL_LEARN_FAIL_CONDITIONS	Ï êáôïéêßäéï äåí İ÷åé ôï áğáéôïıìåíï åğßğåäï. Ìüíï ôá çñùéêÜ êáôïéêßäéá ìğïñïıí íá ìÜèïõí éêáíüôçôåò.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Èİëåéò íá îåêéíŞóåéò ôçí Åêğáßäåõóç ¹ñùá ìå ôï «%s»;
PET_SKILL_TOOLTIP_COOLTIME	×ñüíïò çñåìßáò: %d äåõô.
PET_SKILL_TOOLTIP_DURATION	ÄéÜñêåéá: %d äåõô.
PET_SKILL_TOOLTIP_FEATHER	Ôï êáôïéêßäéï åíåñãïğïéåß ìå ìéá ğéèáíüôçôá %d%% ôï ÂÜäéóìá Öôåñïı ãéá %.1f äåõôåñüëåğôá.\n Åğßèåóç %d -%d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Áí ïé HP óïõ ğİóïõí êÜôù áğü ôï 20%%, İ÷åéò ìéá ğéèáíüôçôá \n %d%% íá áõîçèïıí ïé HP êáôÜ %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Ï ÷áñáêôŞñáò óïõ ãßíåôáé áŞôôçôïò ìå ğéèáíüôçôá %d%%,\n üôáí ïé SP óïõ ìåéùèïıí êÜôù áğü ôï 10%%.\n ÄéÜñêåéá åğßäñáóçò: %.1f äåõôåñüëåğôá	SAA
PET_SKILL_TOOLTIP_REMOVAL	Áğïìáêñıíåé áìİóùò üëåò ôéò åğéäñÜóåéò äçëçôçñßïõ, åğéâñÜäõíóçò \n Ş áéìïññáãßáò ìå ğéèáíüôçôá %d%%\n, áí ï ÷áñáêôŞñáò óïõ åßíáé åğçñåáóìİíïò.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Åêğáßäåõóç ¹ñùá óôï åğüìåíï åğßğåäï;
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Êüóôïò: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	ÄéÜôñçóç ìğëïêáñßóìáôïò %%: +%0.1f%% óå ğïóïóôü óõí. áîßáò
PET_TOOLTIP_CONQUEROR_HIT_PCT	Áêñßâåéá óå %%: +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	Åğ. Ğñùô. %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Èİëçóç SungMa (RES) óå %%: +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	¢ìõíá
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Åğßğåäï
PET_TOOLTIP_LIFETIME_OVER	¸ëçîå
PET_TOOLTIP_POTENTIAL_SKILL	Éêáíüôçôá Äõíáìéêïı: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Õğüëïéğïò ÷ñüíïò: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	óôçí Åêğáßäåõóç ¹ñùá
PET_TOOLTIP_SKILL_CUR_LEVEL	Åğßğåäï: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Åğüìåíï åğßğåäï: %d (ìİã. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Åìğïñåıóéìï
PET_TOOLTUP_SKILL	%s (Åğßğåäï %d)
PICK_ITEM_TITLE	Áñ. Áíôéêåéìİíïõ
PICK_MONEY_TITLE	Ğïóü
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Áğïóõíäİèçêåò, åğåéäŞ ç İêäïóç client óïõ äåí áíôéóôïé÷åß. Ğáñáêáëïıìå åíçìİñùóå ôçí İêäïóŞ óïõ êáé óõíäİóïõ îáíÜ.
POPUP_NOTICE_CHECKBOX_TEXT	Íá ìçí ğñïâëçèåß îáíÜ óŞìåñá
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Äåí ìğïñåßò íá ğñïóèİóåéò Üëëï ÷ñüíï.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Ôá áíôéêåßìåíá ğïõ ğñïóöİñåéò ãéá ğşëçóç äåí ìğïñïıí íá õğåñâáßíïõí ôçí åğéôñåğôŞ óõíïëéêŞ áîßá.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Ôá áíôéêåßìåíá ğïõ ğñïóöİñåéò ãéá ğşëçóç äåí ìğïñïıí íá õğåñâáßíïõí ôçí åğéôñåğôŞ óõíïëéêŞ áîßá.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	ÁõôÜ åßíáé ğÜíù áğü 3.000 Won. ĞáñÜëáâå ğñşôá ôá ÷ñŞìáôá.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	ÁõôÜ åßíáé ğÜíù áğü 2 äéóåêáôïììıñéá Yang. ĞáñÜëáâå ğñşôá ôá ÷ñŞìáôá.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Áõôü äåí ìğïñåßò íá ôï áíïßîåéò óå áõôüí ôïí ÷Üñôç.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Èİëåéò íá êëåßóåéò ôï ğñïóùğéêü ÊáôÜóôçìá;
PREMIUM_PRIVATE_SHOP_DURATION	ÄéÜñêåéá: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Ôï êáôÜóôçìá äåí åßíáé áíïé÷ôü áõôŞí ôç óôéãìŞ, åğåéäŞ ãßíåôáé äéá÷åßñéóŞ ôïõ.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Áõôü ôï êïõìğß åßíáé ãéá ôï ğñïóùğéêü ğñïíïìéïı÷ï êáôÜóôçìá. Ğñİğåé íá ôï áãïñÜóåéò óôï Shop ãéá íá ôï ÷ñçóéìïğïéŞóåéò.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Ğëçêôñïëüãçóå ôïí êùäéêü,
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	ãéá íá áíïßîåéò ôï ğñïóùğéêü ğñïíïìéïı÷ï êáôÜóôçìá.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Êùäéêüò Óıíäåóçò
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Äåí ìğïñåßò íá ğñïóèİóåéò Üëëï ÷ñüíï.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Èİëåéò íá ÷ñçóéìïğïéŞóåéò ôï áíôéêåßìåíï «ğñïóùğéêü ğñïíïìéïı÷ï êáôÜóôçìá»;
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Äåí ìğïñåßò íá ğáñáëÜâåéò ôá ÷ñŞìáôá, åğåéäŞ İ÷åéò ğÜíù áğü 3.000 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Äåí ìğïñåßò íá ğáñáëÜâåéò ôá ÷ñŞìáôá, åğåéäŞ èá İ÷åéò ğÜíù áğü 2 äéóåêáôïììıñéá Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Äåí õğÜñ÷ïõí ÷ñŞìáôá ãéá ğáñáëáâŞ.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Êáôİèåóåò ğåñéóóüôåñá Won áğü áõôÜ ğïõ ìğïñåßò íá óçêşóåéò.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Êáôİèåóåò ğåñéóóüôåñá Yang áğü áõôÜ ğïõ ìğïñåßò íá óçêşóåéò.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Äåí ìğïñåßò íá ğáñáëÜâåéò ôá ÷ñŞìáôá, åğåéäŞ İ÷åéò ğëçêôñïëïãŞóåé ğïëı ìåãÜëï ğïóü.
PRIVATESHOPSEARCH_ABLITY_POTION	ĞÜ÷íç
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Êïìøü ìáíôŞëé
PRIVATESHOPSEARCH_ARMOR	Åîïğëéóìüò
PRIVATESHOPSEARCH_ARROW	Âİëç
PRIVATESHOPSEARCH_BELL	ÊáìğÜíåò
PRIVATESHOPSEARCH_BELT	Æşíåò
PRIVATESHOPSEARCH_BLEND	Ößëôñá
PRIVATESHOPSEARCH_BLOOD_PEARL	Ìáôùìİíï ÌáñãáñéôÜñé
PRIVATESHOPSEARCH_BLUE_PEARL	Ìğëå ÌáñãáñéôÜñé
PRIVATESHOPSEARCH_BODY	Ğáíïğëßåò
PRIVATESHOPSEARCH_BOW	Ôüîá
PRIVATESHOPSEARCH_BUYTIME	Èİëåéò íá áãïñÜóåéò ôï åğéëåãìİíï áíôéêåßìåíï;
PRIVATESHOPSEARCH_CLAW	Íı÷éá
PRIVATESHOPSEARCH_CLEAR_POTION	ÅëéîŞñéá
PRIVATESHOPSEARCH_COSTUME	Öïñåóéİò
PRIVATESHOPSEARCH_COSTUMEBODY	ÖïñåóéÜ
PRIVATESHOPSEARCH_COSTUMEHAIR	Êüììùóç
PRIVATESHOPSEARCH_COSTUME_ACCE	Êïñäİëåò ¿ìùí
PRIVATESHOPSEARCH_COSTUME_MOUNT	Æşï éğğáóßáò
PRIVATESHOPSEARCH_CRYSTAL	Êñıóôáëëïò
PRIVATESHOPSEARCH_DAGGER	Óôéëİôá
PRIVATESHOPSEARCH_DEAD	íåêñü
PRIVATESHOPSEARCH_DETACHMENT	Âéâëßï ôçò Ğİôñáò
PRIVATESHOPSEARCH_DIAMOND	ÄéáìÜíôé
PRIVATESHOPSEARCH_DS	Áë÷çìåßá Äñáêüëéèùí
PRIVATESHOPSEARCH_DS_BLACK	¼íõ÷áò
PRIVATESHOPSEARCH_DS_BLUE	Æáöåßñé
PRIVATESHOPSEARCH_DS_GREEN	Íåöñßôçò
PRIVATESHOPSEARCH_DS_RED	Ñïõìğßíé
PRIVATESHOPSEARCH_DS_WHITE	ÄéáìÜíôé
PRIVATESHOPSEARCH_DS_YELLOW	ÃñáíÜôçò
PRIVATESHOPSEARCH_EAR	Óêïõëáñßêéá
PRIVATESHOPSEARCH_FAN	ÂåíôÜëéåò
PRIVATESHOPSEARCH_FISH	ØÜñéá
PRIVATESHOPSEARCH_FOOTS	Ğáğïıôóéá
PRIVATESHOPSEARCH_GEM	ĞåôñÜäéá
PRIVATESHOPSEARCH_GIFTBOX	Êïõôß äşñïõ
PRIVATESHOPSEARCH_HEAD	ÊñÜíç
PRIVATESHOPSEARCH_LIVE	æùíôáíü
PRIVATESHOPSEARCH_MATERIAL	ÕëéêÜ
PRIVATESHOPSEARCH_METIN	Ëßèïé Ğíåıìáôïò
PRIVATESHOPSEARCH_NECK	Ğåñéäİñáéá
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Äåí ìğïñåßò íá áãïñÜóåéò áíôéêåßìåíá ÷ùñßò ôçí êáôÜëëçëç Äİóìç.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Äåí ìğïñåßò íá øÜîåéò áíôéêåßìåíá ÷ùñßò ôçí êáôÜëëçëç Äİóìç.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	ÁíáæŞôçóç ìå üíïìá
PRIVATESHOPSEARCH_NODELAY_POTION	Áíôéêåßìåíá HP
PRIVATESHOPSEARCH_ORE	ÌåôÜëëåõìá
PRIVATESHOPSEARCH_PET	Óıóôçìá êáôïéêéäßùí
PRIVATESHOPSEARCH_PETAGG	ÁâãÜ êáôïéêéäßùí
PRIVATESHOPSEARCH_PETSKILLBOOK	Âéâëßá Êáôïéêéäßùí
PRIVATESHOPSEARCH_PICK	Áîßíåò
PRIVATESHOPSEARCH_POTION	Ößëôñá
PRIVATESHOPSEARCH_QUEST	ÁğïóôïëŞ
PRIVATESHOPSEARCH_QUIVER	Öáñİôñåò
PRIVATESHOPSEARCH_RESOURCE	Âåëôßùóç áíôéêåéìİíùí
PRIVATESHOPSEARCH_ROD	ØÜñåìá
PRIVATESHOPSEARCH_SELECTITEM	Åğßëåîå İíá áíôéêåßìåíï.
PRIVATESHOPSEARCH_SHIELD	Áóğßäåò
PRIVATESHOPSEARCH_SKILLBOOK	Âéâëßá éêáíïôŞôùí
PRIVATESHOPSEARCH_SKILLFORGET	Âéâëßï ôçò ËŞèçò
PRIVATESHOPSEARCH_SPECIAL	¢ëëá
PRIVATESHOPSEARCH_STONE	Èñáıóìáôá åíİñãåéáò
PRIVATESHOPSEARCH_SWORD	Ìïíü÷åéñá óğáèéÜ
PRIVATESHOPSEARCH_TREASUREBOX	Óåíôïıêéá
PRIVATESHOPSEARCH_TUNING	ĞÜğõñïé
PRIVATESHOPSEARCH_TWOSWORD	Äß÷åéñá ÓğáèéÜ
PRIVATESHOPSEARCH_UNIQUE	Ìïíáäéêü
PRIVATESHOPSEARCH_USEITEM	ÊáôáíáëùôéêÜ áãáèÜ
PRIVATESHOPSEARCH_USESPECIAL	¢ëëá
PRIVATESHOPSEARCH_WEAPON	¼ğëá
PRIVATESHOPSEARCH_WHITE_PEARL	¢óğñï ÌáñãáñéôÜñé
PRIVATESHOPSEARCH_WRIST	Âñá÷éüëéá
PRIVATE_SHOP_BUILD_BANNED_ZONE	Äåí ìğïñåßò íá áíïßîåéò êáôÜóôçìá óå áõôü ôï ìİñïò.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Äå ìğïñåßò íá ğïõëŞóåéò áõôü ôï Áíôéêåßìåíï óå Éäéùôéêü ÊáôÜóôçìá.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	Ï áñéèìüò áãáèşí óôï ğñïóùğéêü óïõ êáôÜóôçìá Üëëáîå.\nĞáñáêáëïıìå åğéâåâáßùóå üôé ï áñéèìüò áíôéóôïé÷åß óôçí ğïóüôçôá ğïõ åğéèõìåßò.
PRIVATE_SHOP_CLOSE_QUESTION	Èİëåéò íá êëåßóåéò ôï Éäéùôéêü ÊáôÜóôçìá;
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	¼íïìá éäéùôéêïı ÊáôáóôŞìáôïò
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	ÔéìŞ
PRIVATE_SHOP_MAP_EXIT_BUTTON	¸îïäïò
PRIVATE_SHOP_MAP_EXIT_QUESTION	Èİëåéò íá öıãåéò áğü áõôü ôï ìİñïò;
PRIVATE_SHOP_NEED_MONEY	ÁíáæŞôçóç ìå ôéìŞ
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Äåí âñİèçêáí áğïôåëİóìáôá.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	ÄéÜëåîå İíá áíôéêåßìåíï ğïõ èİëåéò íá áíáæçôŞóåéò.
PRIV_EMPIRE_NOTICE_EXP_PCT	Ç ÅÌĞ ğïõ áğïêôÜò åßíáé áõîçìİíç êáôÜ %s%% áõôŞí ôç óôéãìŞ.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Ç Áíáëïãßá ğåóßìáôïò Âñï÷Şò Yang åßíáé áõîçìİíç êáôÜ %s%% áõôŞí ôç óôéãìŞ.
PRIV_EMPIRE_NOTICE_GOLD_DROP	Ç Áíáëïãßá ğåóßìáôïò Yang åßíáé áõîçìİíç êáôÜ %s%% áõôŞí ôç óôéãìŞ.
PRIV_EMPIRE_NOTICE_ITEM_DROP	Ç Áíáëïãßá ğåóßìáôïò áíôéêåéìİíùí åßíáé áõîçìİíç êáôÜ %s%% áõôŞí ôç óôéãìŞ.
PVP_LEVEL0	Éğğïôéêüò
PVP_LEVEL1	ÅõãåíŞò
PVP_LEVEL2	Êáëüò
PVP_LEVEL3	Öéëéêüò
PVP_LEVEL4	Ïõäİôåñïò
PVP_LEVEL5	Åğéèåôéêüò
PVP_LEVEL6	Áğáôçëüò
PVP_LEVEL7	Êáêüâïõëïò
PVP_LEVEL8	Óêëçñüò
PVP_MODE_GUILD	Åíåñãü PvP Óõíôå÷íßá
PVP_MODE_KILL	Åíåñãü PvP Åëåıèåñï
PVP_MODE_NORMAL	Åíåñãü PvP ÅéñŞíç
PVP_MODE_PROTECT	Åíåñãü PvP ğñïóôáóßá
PVP_MODE_REVENGE	Åíåñãü PvP Å÷èñéêü
PVP_OPTION_KILL	Åëåıèåñï
PVP_OPTION_NORMAL	ÅéñŞíç
PVP_OPTION_PROTECT	Ğñïóôáóßá
PVP_OPTION_REVENGE	Å÷èñéêü
PVP_TOURNAMENT_DO_NOT_AUTO	Äåí ìğïñåßò íá ÷ñçóéìïğïéŞóåéò ôçí áõôüìáôç åğßèåóç êáôÜ ôç äéÜñêåéá ôïõ ôïõñíïõÜ PvP.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Íá ìçí ãßíåé îáíÜ åñşôçóç
QUEST_APPEND	Áíİëáâåò íİá ÁğïóôïëŞ
QUEST_HOUR	¿ñåò
QUEST_MIN	Ëåğ.
QUEST_SEC	Äåõô.
QUEST_TIMEOVER	ËŞîç ×ñüíïõ
QUEST_UNLIMITED_TIME	×ùñßò ÷ñïíéêü üñéï
QUEST_ZEROSEC	0 Äåõô.
QUICKSLOT_REGISTER_DISABLE_ITEM	Ôï áíôéêåßìåíï äå ìğïñåß íá ğñïóôåèåß óôï Ğåäßï ÃñŞãïñçò Ğñüóâáóçò.
RAMADAN_EVENT_BREAD_MAX_COUNT	¸÷åéò Şäç ôïí ìİãéóôï áñéèìü Øùìéşí.
RAMADAN_EVENT_FIG_MAX_COUNT	¸÷åéò Şäç ôïí ìİãéóôï áñéèìü Öñïıôùí Åõëïãßáò.
RAMADAN_EVENT_GET_BREAD	Áğİêôçóåò 1 Øùìß.
RAMADAN_EVENT_GET_FIG	Áğİêôçóåò 1 Öñïıôï Åõëïãßáò.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	×ñåéÜæåóáé áêüìç 10 ØùìéÜ.
RANKING	ÊáôÜôáîç
RANKING_BOARD_MEMBER	Ìİëç
RECEIVE_MESSAGE	Ï %s óïõ İóôåéëå ìŞíõìá.
REFINE_COST	Êüóôïò âåëôßùóçò: %d Yang
REFINE_DESTROY_WARNING	Ôï Áíôéêåßìåíï ìğïñåß íá êáôáóôñáöåß êáôÜ ôïí åîåõãåíéóìü.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Èİëåéò íá áíáâáèìßóåéò áõôü ôï áíôéêåßìåíï;
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Óå ğåñßğôùóç áğïôõ÷ßá, ôï áíôéêåßìåíï èá êáôáóôñáöåß. Èİëåéò íá óõíå÷ßóåéò;
REFINE_DOWN_GRADE_WARNING	Ôï áíôéêåßìåíï ìğïñåß íá õğïâáèìéóôåß êáôÜ ôïí åîåõãåíéóìü.
REFINE_DO_YOU_SEPARATE_METIN	Íá áöáéñåèïıí üëïé ïé Ëßèïé Ğíåıìáôïò;
REFINE_ELEMENT_CHANGE_TEXT	Ï %s İ÷åé ğëİïí ôï óôïé÷åßï %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Ôï åğßğåäï ôïõ Óôïé÷åéáêïı Ìáãİìáôïò ìåéşèçêå.
REFINE_ELEMENT_EXIST	Ôï áíôéêåßìåíï İ÷åé Şäç İíá Üëëï óôïé÷åßï.
REFINE_ELEMENT_GRADE_MAX	Ôï áíşôáôï åğßğåäï ôïõ Óôïé÷åéáêïı Ìáãİìáôïò İ÷åé Şäç åğéôåõ÷èåß.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Ôï Óôïé÷åéáêü ÌÜãåìá åßíáé äéáèİóéìï ìüíï ãéá üğëá +7 Ş ğáñáğÜíù.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	ÁíåğáñêŞ Yang.
REFINE_ELEMENT_NOT_EXSIT	Äåí ìğïñåß íá ÷ñçóéìïğïéçèåß ìå áõôü ôï áíôéêåßìåíï.
REFINE_ELEMENT_TEXT_DARK	ÓêïôÜäé +%d
REFINE_ELEMENT_TEXT_EARTH	Ãç +%d
REFINE_ELEMENT_TEXT_ELECT	ÁóôñáğŞ +%d
REFINE_ELEMENT_TEXT_FIRE	ÖùôéÜ +%d
REFINE_ELEMENT_TEXT_ICE	ĞÜãïò +%d
REFINE_ELEMENT_TEXT_WIND	¢íåìïò +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Ôï Óôïé÷åéáêü ÌÜãåìá áğİôõ÷å.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Ôï Óôïé÷åéáêü ÌÜãåìá ğİôõ÷å!
REFINE_FAILURE	Äåí ëåéôïıñãçóå. Áğïôı÷áìå.
REFINE_FAILURE_CAN_NOT_ATTACH0	Ôï %s äåí ìğïñåß íá ğñïóôåèåß óå áõôü ôï áíôéêåßìåíï.
REFINE_FAILURE_DEL_ITEM	Ï åîåõãåíéóìüò áğİôõ÷å. Ôï áíôéêåßìåíï êáôáóôñÜöçêå.
REFINE_FAILURE_EQUIP_ITEM	Äåí ìğïñåßò íá âåëôéşóåéò áíôéêåßìåíá ğïõ öïñÜò.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Äåí ìğïñåßò íá ÷ñçóéìïğïéŞóåéò Ëßèïõò Ğíåıìáôïò üóï åßíáé áíïé÷ôü áõôü ôï ğáñÜèõñï.
REFINE_FAILURE_GRADE_DOWN	Ï åîåõãåíéóìüò áğİôõ÷å. Ï âáèìüò ôïõ áíôéêåéìİíïõ ìåéşèçêå.
REFINE_FAILURE_KEEP_GRADE	Ï åîåõãåíéóìüò áğİôõ÷å.\nÅõôõ÷şò, ôï áíôéêåßìåíï äéáôçñŞèçêå.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Äå ìğïñåß íá áöáéñåèåß ç Ëßèïò Metin.
REFINE_FAILURE_NEED_BETTER_SCROLL	×ñåéÜæåóáé êáëıôåñï ĞÜğõñï Ğñïüäïõ.
REFINE_FAILURE_NO_GOLD_SOCKET	Äåí õğÜñ÷åé ×ñõóŞ õğïäï÷Ş ãéá íá ğñïóôåèåß ôï %s.
REFINE_FAILURE_NO_MORE_REINFORCE	Áõôü äåí ìğïñåßò íá ôï åíéó÷ıóåéò Üëëï.
REFINE_FAILURE_NO_MORE_SOCKET	Äåí ìğïñåßò íá öôéÜîåéò Üëëåò õğïäï÷İò.
REFINE_FAILURE_NO_SOCKET0	Äåí õğÜñ÷åé åëåıèåñç õğïäï÷Ş ãéá ôï %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Äåí ìğïñåßò íá öôéÜîåéò õğïäï÷İò óå áõôü ôï áíôéêåßìåíï.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Ôï áíôéêåßìåíï äåí ìğïñåß íá âåëôéùèåß.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Ôï áíáâáèìéóìİíï áíôéêåßìåíï äåí ìğïñåß ïıôå íá êáôáóôñáöåß ïıôå íá õğïâáèìéóôåß.
REFINE_QUESTION_CONFIRM	Èİëåéò íá óõíå÷ßóåéò;
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Áí áğïôı÷åé ç áíáâÜèìéóç, ôï åğßğåäï èá ìåéùèåß êÜôù áğü ôçí åëÜ÷éóôç ôéìŞ ôùí åğéäñÜóåùí áğü óåô êé İôóé èá áöáéñåèåß ç åğßäñáóç áğü óåô.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Áí áíáâáèìßóåéò ôï áíôéêåßìåíï, èá áöáéñåèåß ç åğßäñáóç áğü óåô.
REFINE_SUCCESS	Ç âåëôßùóç Şôáí åğéôõ÷Şò.
REFINE_SUCCESS_PROBALITY	Ğéèáíüôçôá âåëôßùóçò: %d%%
REFINE_WARNING2	Èİëåéò íá óõíå÷ßóåéò ìå ôçí áíáâÜèìéóç;
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[ÔéìŞ]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s ôåìÜ÷éá
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Èİëåéò íá ôï áãïñÜóåéò îáíÜ ìå %s;
