ACCE_ABSORB_COST	Koszty po³¹czenia: %d
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Twoje przedmioty wystawione do sprzeda¿y nie mog¹ przekraczaæ dopuszczonej ³¹cznej wartoœci.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Twoje przedmioty wystawione do sprzeda¿y nie mog¹ przekraczaæ dopuszczonej ³¹cznej wartoœci.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	To ponad 3000 Won. Najpierw odbierz pieni¹dze.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	To 2 mld Yang. Odbierz najpierw swoje pieni¹dze.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Tego nie mo¿esz otworzyæ na swojej mapie.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Czy chcesz zamkn¹æ swój osobisty sklepik?
PREMIUM_PRIVATE_SHOP_DURATION	Czas trwania: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Twój sklepik obecnie jest zamkniêty, poniewa¿ zarz¹dzasz nim.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Przycisk ten jest przeznaczony dla osobistego sklepiku premium. Aby go u¿yæ, musisz nabyæ sklepik premium w sklepie.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Podaj has³o,
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	aby otworzyæ osobisty sklepik premium.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Has³o
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Nie mo¿esz ju¿ dodaæ czasu.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Czy chcesz u¿yæ przedmiotu "osobisty sklepik premium"?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Nie mo¿esz odebraæ pieniêdzy, poniewa¿ bêdziesz wtedy mieæ ponad 3000 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Nie mo¿esz odebraæ pieniêdzy, poniewa¿ przekroczysz limit 2 mld Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Nie ma pieniêdzy do odebrania.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Wp³aci³eœ wiêcej Won ni¿ mo¿esz wyp³aciæ.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Wp³aci³eœ wiêcej Yang ni¿ mo¿esz wyp³aciæ.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Nie mo¿esz odebraæ pieniêdzy, poniewa¿ poda³eœ/aœ za wysok¹ kwotê.
PRIVATESHOPSEARCH_ABLITY_POTION	Rosa
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Delikatne sukno
PRIVATESHOPSEARCH_ARMOR	Wyposa¿enie
PRIVATESHOPSEARCH_ARROW	Strza³y
PRIVATESHOPSEARCH_BELL	Dzwony
PRIVATESHOPSEARCH_BELT	Pasy
PRIVATESHOPSEARCH_BLEND	Mikstury
PRIVATESHOPSEARCH_BLOOD_PEARL	Krwawa Per³a
PRIVATESHOPSEARCH_BLUE_PEARL	Niebieska Per³a
PRIVATESHOPSEARCH_BODY	Zbroje
PRIVATESHOPSEARCH_BOW	£uki
PRIVATESHOPSEARCH_BUYTIME	Chcesz kupiæ wybrany przedmiot?
PRIVATESHOPSEARCH_CLAW	Szpony
PRIVATESHOPSEARCH_CLEAR_POTION	Eliksiry
PRIVATESHOPSEARCH_COSTUME	Kostiumy
PRIVATESHOPSEARCH_COSTUMEBODY	Kostium
PRIVATESHOPSEARCH_COSTUMEHAIR	Fryzura
PRIVATESHOPSEARCH_COSTUME_ACCE	Szarfy
PRIVATESHOPSEARCH_COSTUME_MOUNT	Wierzchowiec
PRIVATESHOPSEARCH_CRYSTAL	Kryszta³
PRIVATESHOPSEARCH_DAGGER	Sztylety
PRIVATESHOPSEARCH_DEAD	martwe
PRIVATESHOPSEARCH_DETACHMENT	Ksiêga obróbki kamienia
PRIVATESHOPSEARCH_DIAMOND	Diament
PRIVATESHOPSEARCH_DS	Alchemia smoczych kamieni
PRIVATESHOPSEARCH_DS_BLACK	Onyks
PRIVATESHOPSEARCH_DS_BLUE	Szafir
PRIVATESHOPSEARCH_DS_GREEN	Jadeit
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diament
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Kolczyki
PRIVATESHOPSEARCH_FAN	Wachlarze
PRIVATESHOPSEARCH_FISH	Ryby
PRIVATESHOPSEARCH_FOOTS	Buty
PRIVATESHOPSEARCH_GEM	Klejnoty
PRIVATESHOPSEARCH_GIFTBOX	Pude³ka Prezentowe
PRIVATESHOPSEARCH_HEAD	He³my
PRIVATESHOPSEARCH_LIVE	¿ywe
PRIVATESHOPSEARCH_MATERIAL	Materia³y
PRIVATESHOPSEARCH_METIN	Kamienie Duszy
PRIVATESHOPSEARCH_NECK	Naszyjniki
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nie mo¿esz kupiæ bez odpowiedniego przedmiotu.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nie mo¿esz szukaæ bez odpowiedniego przedmiotu.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Szukaj wg nazwy
PRIVATESHOPSEARCH_NODELAY_POTION	Przedmioty P¯
PRIVATESHOPSEARCH_ORE	Ruda
PRIVATESHOPSEARCH_PET	System zwierzaków
PRIVATESHOPSEARCH_PETAGG	Jaja zwierzaków
PRIVATESHOPSEARCH_PETSKILLBOOK	Ksiêgi Zwierza
PRIVATESHOPSEARCH_PICK	Kilofy
PRIVATESHOPSEARCH_POTION	Mikstury
PRIVATESHOPSEARCH_QUEST	Misja
PRIVATESHOPSEARCH_QUIVER	Ko³czany
PRIVATESHOPSEARCH_RESOURCE	Ulepszanie przedmiotów
PRIVATESHOPSEARCH_ROD	£owienie
PRIVATESHOPSEARCH_SELECTITEM	Wybierz przedmiot.
PRIVATESHOPSEARCH_SHIELD	Tarcze
PRIVATESHOPSEARCH_SKILLBOOK	Ksiêgi umiejêtnoœci
PRIVATESHOPSEARCH_SKILLFORGET	Ksiêga zapomnienia
PRIVATESHOPSEARCH_SPECIAL	Inne
PRIVATESHOPSEARCH_STONE	Od³amek Energii
PRIVATESHOPSEARCH_SWORD	Miecze jednorêczne
PRIVATESHOPSEARCH_TREASUREBOX	Skrzynie
PRIVATESHOPSEARCH_TUNING	Zwoje
PRIVATESHOPSEARCH_TWOSWORD	Miecze oburêczne
PRIVATESHOPSEARCH_UNIQUE	Unikat
PRIVATESHOPSEARCH_USEITEM	Towary u¿ytkowe
PRIVATESHOPSEARCH_USESPECIAL	Inne
PRIVATESHOPSEARCH_WEAPON	Broñ
PRIVATESHOPSEARCH_WHITE_PEARL	Bia³a Per³a
PRIVATESHOPSEARCH_WRIST	Bransolety
PRIVATE_SHOP_BUILD_BANNED_ZONE	W tym miejscu nie mo¿esz otworzyæ sklepiku.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nie mo¿esz sprzedaæ tego przedmiotu w prywatnym sklepie.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	Liczba towarów w twoim osobistym sklepiku zosta³a zmieniona.\nPotwierdŸ, ¿e ta liczba odpowiada ¿¹danej liczbie.
PRIVATE_SHOP_CLOSE_QUESTION	Czy chcesz zamkn¹æ prywatny sklep?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Wpisz nazwê swojego Sklepu.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Cena
PRIVATE_SHOP_MAP_EXIT_BUTTON	Opuœæ
PRIVATE_SHOP_MAP_EXIT_QUESTION	Chcesz opuœciæ to miejsce?
PRIVATE_SHOP_NEED_MONEY	Szukaj wg ceny
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Nie znaleziono wyników.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Wybierz przedmiot, by wyszukaæ.
PRIV_EMPIRE_NOTICE_EXP_PCT	Otrzymywane PD s¹ obecnie zwiêkszone o %s%%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Szansa na deszcz dropów Yang jest obecnie zwiêkszona o %s%%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	Szansa na drop Yang jest obecnie zwiêkszona o %s%%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	Szansa na drop przedmiotu jest obecnie zwiêkszona o %s%%.
PVP_LEVEL0	Rycerski
PVP_LEVEL1	Szlachetny
PVP_LEVEL2	Dobry
PVP_LEVEL3	Przyjazny
PVP_LEVEL4	Neutralny
PVP_LEVEL5	Agresywny
PVP_LEVEL6	Nieuczciwy
PVP_LEVEL7	Z³oœliwy
PVP_LEVEL8	Okrutny
PVP_MODE_GUILD	PvP - gildia aktywowana
PVP_MODE_KILL	PvP - tryb wolny aktywowany
PVP_MODE_NORMAL	PvP - tryb pokojowy aktywowany.
PVP_MODE_PROTECT	Aktywowano ochronê przed PvP
PVP_MODE_REVENGE	PvP - tryb wrogi aktywowany
PVP_OPTION_KILL	Wolny
PVP_OPTION_NORMAL	Pokojowy
PVP_OPTION_PROTECT	Ochrona
PVP_OPTION_REVENGE	Wrogi
PVP_TOURNAMENT_DO_NOT_AUTO	Podczas turnieju PvP nie mo¿na korzystaæ z funkcji automatycznego ataku.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Nie pytaj ponownie
QUEST_APPEND	Otrzymano Now¹ Misjê.
QUEST_HOUR	godz.
QUEST_MIN	Min.
QUEST_SEC	Sek.
QUEST_TIMEOVER	Koniec czasu
QUEST_UNLIMITED_TIME	Brak limitu czasowego.
QUEST_ZEROSEC	0 Sek.
QUICKSLOT_REGISTER_DISABLE_ITEM	Ten Przedmiot nie mo¿e zostaæ dodany do Szybkiego Pola Dostêpu.
RAMADAN_EVENT_BREAD_MAX_COUNT	Posiadasz ju¿ maksymaln¹ iloœæ chlebów.
RAMADAN_EVENT_FIG_MAX_COUNT	Posiadasz ju¿ maksymaln¹ iloœæ owoców b³ogos³awieñstwa.
RAMADAN_EVENT_GET_BREAD	Otrzymujesz 1 chleb.
RAMADAN_EVENT_GET_FIG	Otrzymujesz 1 owoc b³ogos³awieñstwa.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Potrzebujesz jeszcze 10 chlebów.
RANKING	Ranga
RANKING_BOARD_MEMBER	Cz³onkowie
RECEIVE_MESSAGE	%s wys³a³ Ci wiadomoœæ.
REFINE_COST	Cena za Ulepszenie: %d Yang
REFINE_DESTROY_WARNING	Ten przedmiot mo¿e zostaæ zniszczony podczas uszlachetnienia.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Czy na pewno chcesz ulepszyæ przedmiot?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Przy niepowodzeniu twój przedmiot zostanie zniszczony. Czy chcesz kontynuowaæ?
REFINE_DOWN_GRADE_WARNING	Przedmiot mo¿e zostaæ zdegradowany w ten sposób.
REFINE_DO_YOU_SEPARATE_METIN	Czy chcesz usun¹æ wszystkie Kamienie Duszy?
REFINE_ELEMENT_CHANGE_TEXT	%s posiada teraz ¿ywio³: %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Zosta³ zmniejszony poziom zaczarowania ¿ywio³u.
REFINE_ELEMENT_EXIST	Przedmiot posiada ju¿ inny ¿ywio³.
REFINE_ELEMENT_GRADE_MAX	Maksymalny poziom zaczarowania ¿ywio³u zosta³ ju¿ osi¹gniêty.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Zaczarowanie ¿ywio³u jest dostêpne tylko dla broni +7 lub wy¿szej.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Za ma³o Yang.
REFINE_ELEMENT_NOT_EXSIT	Nie mo¿na u¿ywaæ z tym przedmiotem.
REFINE_ELEMENT_TEXT_DARK	Mrok +%d
REFINE_ELEMENT_TEXT_EARTH	Ziemia +%d
REFINE_ELEMENT_TEXT_ELECT	B³yskawica +%d
REFINE_ELEMENT_TEXT_FIRE	Ogieñ +%d
REFINE_ELEMENT_TEXT_ICE	Lód +%d
REFINE_ELEMENT_TEXT_WIND	Wiatr +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Zaczarowanie ¿ywio³u nie powiod³a siê!
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Zaczarowanie ¿ywio³u powiod³o siê!
REFINE_FAILURE	Oj, nie uda³o siê. Zawiedliœmy.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s nie mo¿e zostaæ uwzglêdniony w tym Przedmiocie.
REFINE_FAILURE_DEL_ITEM	Uszlachetnienie nie powiod³o siê. Przedmiot zosta³ zniszczony.
REFINE_FAILURE_EQUIP_ITEM	Nie mo¿esz ulepszaæ za³o¿onych przedmiotów.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Nie mo¿esz u¿ywaæ kamieni duszy, gdy to okno jest otwarte.
REFINE_FAILURE_GRADE_DOWN	Uszlachetnienie nie powiod³o siê. Stopieñ przedmiotu zosta³ obni¿ony.
REFINE_FAILURE_KEEP_GRADE	Uszlachetnienie nie powiod³o siê.\nNa szczêœcie twój przedmiot zosta³ zachowany.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	¯aden Kamieñ Duszy nie mo¿e zostaæ wyjêty.
REFINE_FAILURE_NEED_BETTER_SCROLL	Potrzebujesz lepszego Zwoju.
REFINE_FAILURE_NO_GOLD_SOCKET	Nie ma Z³otej Kieszeni by uwzglêdniæ %s .
REFINE_FAILURE_NO_MORE_REINFORCE	Nie mo¿esz tego wiêcej wzmocniæ.
REFINE_FAILURE_NO_MORE_SOCKET	Nie mo¿esz zrobiæ wiêcej Kieszeni.
REFINE_FAILURE_NO_SOCKET0	Nie ma slotu, w którym mo¿na umieœciæ %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Nie mo¿esz zrobiæ ¿adnych Kieszeni w tym Przedmiocie.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Ten Przedmiot nie mo¿e zostaæ ulepszony.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Ten ulepszony przedmiot nie mo¿e ulec zniszczeniu ani pogorszeniu.
REFINE_QUESTION_CONFIRM	Chcesz kontynuowaæ?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Jeœli ulepszenie siê nie powiedzie, poziom efektów zestawu spadnie poni¿ej minimalnej wartoœci i przez to efekt zestawu zostanie usuniêty.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Jeœli ulepszysz przedmiot, efekt zestawu zostanie usuniêty.
REFINE_SUCCESS	Przedmiot zosta³ ulepszony.
REFINE_SUCCESS_PROBALITY	Szansa na Ulepszenie %d%%
REFINE_WARNING2	Chcesz kontynuowaæ ulepszanie?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Cena]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s szt.
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Czy chcesz to odkupiæ za %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Przedmioty, które sprzedajesz handlarzowi, zostan¹ dodane do listy odkupu.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Kliknij przedmiot na liœcie, aby go odkupiæ.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. Lista zostanie wyczyszczona, gdy tylko przeniesiesz siê do innego obszaru, wylogujesz siê lub zmienisz postaæ.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Jeœli lista jest pe³na, a ty sprzedajesz kolejny przedmiot, najstarszy z nich zostanie z niej usuniêty.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Przedmioty z okreœlonym czasem trwania s¹ usuwane z listy po up³ywie pozosta³ego czasu.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Jeœli przekroczysz ustalon¹ liczbê odkupów, musisz odczekaæ, zanim bêdzie mo¿liwe dokonanie kolejnych.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Odkup
REPURCHASE_SHOP_INVALID_ITEM	Ten przedmiot nie znajduje siê na liœcie odkupu.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Spróbuj ponownie póŸniej.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Masz za ma³o miejsca w ekwipunku.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Masz za ma³o Yang.
REQUEST_DROP_ITEM_DONT_DROP	Nie mo¿esz wyrzuciæ tego przedmiotu.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Spróbuj ponownie póŸniej.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Wskrzeszenie
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Nie ma ciê ju¿ wœród ¿ywych. \nPowróæ ze Królestwa ¯ywio³ów!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Je¿eli stracisz ¿ycie, nast¹pi przeniesienie z powrotem do Z³otej Krainy.\n\n Wskazówka: Mo¿esz unikn¹æ zabicia przez wybuchow¹ wie¿ê, u¿ywaj¹c biletów przeciwwybuchowych.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Poleg³eœ w Bitwie Piêciu Relikwiarzy.\n Teraz wracasz do wioski.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Twoja postaæ zginê³a. \nWkrótce zostaniesz teleportowany do miasta.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Gorzka pora¿ka! Twoja droga koñczy siê tutaj.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Za pomoc¹ aktywnego efektu burzy lub kwiatów mocy mo¿esz wskrzesiæ siê w tym samym miejscu.\n\nW przeciwnym razie twoja postaæ zostanie wskrzeszona w losowym miejscu na tym obszarze.
REVIVE_QUESTION	Chcesz wskrzesiæ: %s? Liczba Pryzmatów O¿ywienia: %d szt.
REVIVE_SELF_QUESTION	Chcesz dokonaæ wskrzeszenia? Liczba Pryzmatów O¿ywienia: %d szt.
ROULETTE_REWARD_TEXT	Otrzymano przedmiot
SAFEBOX_ERROR	Wprowadzi³eœ z³e has³o.
SAFEBOX_NEED_CHANGE_PASSWORD	Twoje has³o wygas³o.\nWybierz nowe.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nie mo¿esz sprzedaæ ¿adnego z zachowanych Przedmiotów.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nie mo¿esz u¿yæ tego has³a.
SAFEBOX_UNAVILABLE_PASSWORD_02	Twoje has³o musi siê sk³adaæ co najmniej z %d znaków.
SAFEBOX_UNAVILABLE_PASSWORD_03	Poda³eœ/aœ swoje obecne has³o. Wybierz nowe has³o.
SAFEBOX_UNAVILABLE_PASSWORD_04	Twoje has³o nie mo¿e zawieraæ %d takich samych lub nastêpuj¹cych po sobie cyfr.
SAFEBOX_UNAVILABLE_PASSWORD_05	Znaki specjalne s¹ niedozwolone. Dozwolone znaki: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Has³a musz¹ byæ identyczne.
SCREENSHOT_SAVE1	jest zapisany w
SCREENSHOT_SAVE2	Plik ze zrzutem obrazu
SCREENSHOT_SAVE_FAILURE	Niepomyœlny zapis zrzutu obrazu.
SEAL_SCROLL_USE_SUCCESS	%s zosta³ pomyœlnie przywi¹zany do duszy.
SECOND	Sek
SECOND_CONFIRM_PET_FEED_QUESTION_1	Twój przedmiot posiada %d lub wiêcej bonusów.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Czy na pewno chcesz nakarmiæ nim swojego zwierzaka?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Twój przedmiot posiada %d lub wiêcej bonusów.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Czy na pewno chcesz go sprzedaæ?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Czy chcesz wejœæ do Œwi¹tyni Enigma?\nNie mo¿esz ju¿ otrzymaæ codziennej nagrody (pozosta³y czas: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Czy chcesz wejœæ do Œwi¹tyni Enigma?\nMo¿esz otrzymaæ jedn¹ codzienn¹ nagrodê.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Jeœli nie wejdziesz, musisz opuœciæ grupê.\nCzy chcesz wejœæ?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Pozosta³y czas do wejœcia: %d sek.
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Stworzono instancjê Œwi¹tynia Enigma. Czy chcesz wejœæ?\nNie mo¿esz ju¿ otrzymaæ codziennej nagrody (pozosta³y czas: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Stworzono instancjê Œwi¹tynia Enigma. Czy chcesz wejœæ?\nMo¿esz otrzymaæ jedn¹ codzienn¹ nagrodê.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Odrzuci³eœ mo¿liwoœæ wejœcia.
SECRET_DUNGEON_ENTER_QUESTION_NO	Nie
SECRET_DUNGEON_ENTER_QUESTION_YES	Tak
SELECT_ATTR_NOTICE	Nie mo¿esz otworzyæ prywatnego sklepu, gdy u¿ywasz Zaczarowanie przedmiotu+.
SELECT_ATTR_NOT_OPEN	Nie mo¿esz u¿yæ Zaczarowanie przedmiotu+, gdy masz otwarty prywatny sklep.
SELECT_ATTR_NOT_SELECT	Zdecyduj, czy chcesz zachowaæ czy wymieniæ bonusy.
SELECT_CAN_NOT_DELETE	Nie mo¿esz usun¹æ postaci.
SELECT_CAN_NOT_DELETE_ATTR67	Nie mo¿esz usun¹æ swojej postaci,\n gdy trwa dodawanie bonusu.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nie mo¿esz usun¹æ swojej postaci, dopóki ona jest cz³onkiem gildii.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nie mo¿esz usun¹æ swojej postaci, poniewa¿ posiada ona przedmiot przywi¹zany do duszy.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nie mo¿esz usun¹æ swojej jedynej postaci, poniewa¿ w twoim magazynie znajduj¹ siê jeszcze przedmioty.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Mo¿esz usun¹æ swoj¹ postaæ do maksymalnie poziomu 119.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nie mo¿esz usun¹æ postaci, która jest w zwi¹zku ma³¿eñskim.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Posiadasz towary w swoim osobistym sklepiku.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Kod do usuniêcia by³ niepoprawny.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nie mo¿esz usun¹æ tej postaci bezpoœrednio po jej stworzeniu. Czas oczekiwania: %s
SELECT_CHANGED_NAME	Zmieni³eœ nazwê postaci.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Ta nazwa postaci ju¿ istnieje.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Spróbuj ponownie.
SELECT_CHANGE_FAILURE_STRANGE_NAME	To jest nieprawid³owa nazwa postaci.
SELECT_CHANGE_NAME_TITLE	Zmieñ nazwê postaci.
SELECT_DELEING	Rozpoczêcie usuwania...
SELECT_DELETED	Usuwanie pomyœlne.
SELECT_DO_YOU_DELETE_REALLY	Czy chcesz kontynuowaæ?
SELECT_EMPTY_SLOT	To jest wolne pole.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	WprowadŸ now¹ nazwê postaci.
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	Masz za ma³o miejsca w ekwipunku.
SELECT_NOT_JOIN_GUILD	Brak Gildii
SELECT_REWARD_BOX_CANT_MOVE_ITEM	Nie mo¿esz przenosiæ przedmiotów podczas wybierania przedmiotu.
SELECT_REWARD_BOX_CANT_USE_ITEM	Nie mo¿esz tego u¿yæ podczas wybierania przedmiotu.
SELECT_REWARD_BOX_CANT_USE_OTHER_WINDOW	Nie mo¿esz uzyskaæ dostêpu do magazynu gildii ani handlowaæ podczas wybierania przedmiotu.
SELECT_REWARD_BOX_CANT_USE_POLYMORPHING	Nie mo¿esz wybraæ przedmiotu podczas przemiany.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_1	Masz za ma³o miejsca w ekwipunku, aby otworzyæ to pude³ko.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_2	Masz za ma³o miejsca w ekwipunku, aby przyj¹æ ten przedmiot.
SELECT_REWARD_BOX_SELECT_ITEM_FIRST	Musisz wybraæ przedmiot, który chcesz otrzymaæ jako nagrodê.
SELECT_REWARD_BOX_USE_AFTER_TIME_LIMIT	Spróbuj ponownie póŸniej.
SERVER_NOTIFY_CLOSED	Zamkniêty serwer: prawo wstêpu maj¹ tylko konta utworzone przed zamkniêciem serwera.
SERVER_STATUS_CLOSE	ZAMKNIÊTY
SERVER_STATUS_NEW	NOWOŒÆ
SERVER_STATUS_SPECIAL	SPECJALNY
SERVER_STATUS_STANDBY	ZAMKNIÊTY
SET_ITEM_CLEAR_CONFIRM_QUESTION	Czy chcesz usun¹æ efekt zestawu?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Przedmiot ten posiada %d szt. bonusów/Kamieni Duszy.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Czy na pewno chcesz?
SET_ITEM_DO_NOT_EQUIP_ITEM	Do za³o¿onych przedmiotów nie mo¿esz dodaæ efektów zestawu.
SET_ITEM_DO_NOT_SEAL_ITEM	Nie mo¿esz tego zrobiæ z przedmiotem przywi¹zanym do duszy.
SHOP_BUY_INFO	Wybierz z wystawy przedmiot, który chcesz kupiæ.
SHOP_CANNOT_SELL_EQUIPMENT	Nie mo¿esz sprzedawaæ ubranych przedmiotów.
SHOP_CANNOT_SELL_ITEM	Ten Przedmiot nie mo¿e zostaæ sprzedany.
SHOP_ERROR_UNKNOWN	Nieznany B³¹d Sklepu: %s
SHOP_EXCEED_LIMIT_TODAY	Przekroczy³eœ ju¿ swój limit dzienny na u¿ycie punktów.
SHOP_INVALID_POS	Ten Przedmiot nie mo¿e zostaæ tu u¿yty.
SHOP_INVENTORY_FULL	Nie ma miejsca w ekwipunku.
SHOP_LIMITED_DATA_LOADING	Aktualnie trwa wczytywanie danych. Spróbuj ponownie póŸniej.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Pozosta³e przedmioty: %d
SHOP_LIMITED_PURCHASE_OVER	Wyprzedano
SHOP_LIMIT_TODAY	Limit dzienny: %d / %d
SHOP_MY_BATTLE_POINT	Punkty walki: %d
SHOP_MY_MEDAL_OF_HONOR	Medal Mêstwa: %d
SHOP_MY_TREE_FRUIT	Jagody goryczne: %d
SHOP_MY_YELLOW_FRUIT	Z³ote jagody: %d
SHOP_NOT_ENOUGH_10TH_COIN	Masz za ma³o monet jubileuszowych.
SHOP_NOT_ENOUGH_BATTLE_POINT	Masz za ma³o punktów walki.
SHOP_NOT_ENOUGH_BNW	Masz za ma³o monet proroka.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Poziom gildii jest za niski.
