ACCE_ABSORB_COST	Coûts de combi : %d
PRIVATESHOPSEARCH_RESOURCE	Amélioration d'objet
PRIVATESHOPSEARCH_ROD	Pêche
PRIVATESHOPSEARCH_SELECTITEM	Choisissez un objet.
PRIVATESHOPSEARCH_SHIELD	Boucliers
PRIVATESHOPSEARCH_SKILLBOOK	Livres de compétence
PRIVATESHOPSEARCH_SKILLFORGET	Livre de l'oubli
PRIVATESHOPSEARCH_SPECIAL	Divers
PRIVATESHOPSEARCH_STONE	Fragment d'énergie
PRIVATESHOPSEARCH_SWORD	Épées à une main
PRIVATESHOPSEARCH_TREASUREBOX	Coffres
PRIVATESHOPSEARCH_TUNING	Parchemins
PRIVATESHOPSEARCH_TWOSWORD	Épées à deux mains
PRIVATESHOPSEARCH_UNIQUE	unique
PRIVATESHOPSEARCH_USEITEM	Objets consommables
PRIVATESHOPSEARCH_USESPECIAL	Divers
PRIVATESHOPSEARCH_WEAPON	Armes
PRIVATESHOPSEARCH_WHITE_PEARL	Perle blanche
PRIVATESHOPSEARCH_WRIST	Bracelets
PRIVATE_SHOP_BUILD_BANNED_ZONE	Vous ne pouvez pas ouvrir de boutique à cet endroit.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Vous ne pouvez pas vendre cet objet dans un magasin.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	La quantité de marchandises dans votre boutique personnelle a été modifiée.\nMerci de confirmer que la quantité correspond au nombre souhaité.
PRIVATE_SHOP_CLOSE_QUESTION	Souhaitez-vous fermer le magasin?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nom du magasin.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Prix
PRIVATE_SHOP_MAP_EXIT_BUTTON	Quitter
PRIVATE_SHOP_MAP_EXIT_QUESTION	Voulez-vous quitter ce lieu ?
PRIVATE_SHOP_NEED_MONEY	Recherche par prix
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Aucun résultat.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Choisissez un objet pour effectuer la recherche.
PRIV_EMPIRE_NOTICE_EXP_PCT	Les EXP obtenus sont actuellement accrus de %s %%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Le taux de butin : pluie de Yangs est actuellement accru de %s %%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	Le taux de butin de Yangs est actuellement accru de %s %%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	Le taux de butin d'objets est actuellement accru de %s %%.
PVP_LEVEL0	Chevalier
PVP_LEVEL1	Noble
PVP_LEVEL2	Bon
PVP_LEVEL3	Amical
PVP_LEVEL4	Neutre
PVP_LEVEL5	Agressif
PVP_LEVEL6	Retord
PVP_LEVEL7	Malicieux
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	Mode PvP - Guilde activé
PVP_MODE_KILL	PvP - Libre activé
PVP_MODE_NORMAL	PvP - Paix activée.
PVP_MODE_PROTECT	Protection PvP activée.
PVP_MODE_REVENGE	PvP - Hostile activé.
PVP_OPTION_KILL	Libre
PVP_OPTION_NORMAL	Paix
PVP_OPTION_PROTECT	Protection
PVP_OPTION_REVENGE	Hostile
PVP_TOURNAMENT_DO_NOT_AUTO	Vous ne pouvez pas effectuer d'attaques automatiques pendant le tournoi JcJ.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Ne pas redemander
QUEST_APPEND	Nouvelle mission reçue.
QUEST_HOUR	Heures
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Temps écoulé.
QUEST_UNLIMITED_TIME	Pas de limite de temps
QUEST_ZEROSEC	0 Sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Cette objet ne peut pas être ajouté au champ d'accès rapide
RAMADAN_EVENT_BREAD_MAX_COUNT	Vous possédez déjà le nombre maximal de pains.
RAMADAN_EVENT_FIG_MAX_COUNT	Vous possédez déjà le nombre maximal de fruits de la bénédiction.
RAMADAN_EVENT_GET_BREAD	Vous avez reçu 1 pain.
RAMADAN_EVENT_GET_FIG	Vous avez reçu 1 fruit de la bénédiction.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Il vous faut encore 10 pains.
RANKING	Rang
RANKING_BOARD_MEMBER	Membres
RECEIVE_MESSAGE	%s vous envoie un message.
REFINE_COST	Coût de la progression : %d Yangs
REFINE_DESTROY_WARNING	Cet objet peut être détruit durant la tentative de raffinage.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Souhaitez-vous vraiment améliorer l'objet ?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	L'objet sera détruit en cas d'échec. Voulez-vous continuer ?
REFINE_DOWN_GRADE_WARNING	Le raffinage de l'objet peut lui faire perdre en niveau.
REFINE_DO_YOU_SEPARATE_METIN	Retirer toutes les pierres d'esprit présentes ?
REFINE_ELEMENT_CHANGE_TEXT	%s possède désormais l'élément %s !
REFINE_ELEMENT_DOWNGRADE_TEXT	Le niveau d'enchantement élémentaire a été réduit.
REFINE_ELEMENT_EXIST	L'objet dispose déjà d'un autre élément.
REFINE_ELEMENT_GRADE_MAX	Le niveau maximum de l'enchantement élément a déjà été atteint.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	L'enchantement élémentaire est uniquement disponible pour les armes +7 ou plus.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Pas assez de Yangs.
REFINE_ELEMENT_NOT_EXSIT	Cet objet ne peut pas être utilisé.
REFINE_ELEMENT_TEXT_DARK	Obscurité +%d
REFINE_ELEMENT_TEXT_EARTH	Terre +%d
REFINE_ELEMENT_TEXT_ELECT	Foudre +%d
REFINE_ELEMENT_TEXT_FIRE	Feu +%d
REFINE_ELEMENT_TEXT_ICE	Glace +%d
REFINE_ELEMENT_TEXT_WIND	Vent +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	L'enchantement élémentaire a échoué !
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	L'enchantement élémentaire a réussi !
REFINE_FAILURE	Ça n'a pas fonctionné ! Nous avons échoué.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s ne peut pas être mis sur l'objet.
REFINE_FAILURE_DEL_ITEM	Le raffinage a échoué. L'objet a été détruit.
REFINE_FAILURE_EQUIP_ITEM	Vous ne pouvez pas améliorer un objet dont vous êtes équipé.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Vous ne pouvez pas utiliser de pierres d'esprit tant que cette fenêtre est ouverte.
REFINE_FAILURE_GRADE_DOWN	Le raffinage a échoué. Le rang de l'objet a été rétrogradé.
REFINE_FAILURE_KEEP_GRADE	Le raffinage a échoué.\nPar chance, votre objet sera conservé.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Aucune pierre d'esprit ne peut être retirée.
REFINE_FAILURE_NEED_BETTER_SCROLL	Vous devez avoir un personnage plus avancé.
REFINE_FAILURE_NO_GOLD_SOCKET	Il n'y a pas d'emplacement d'or pour l'ajouter %s .
REFINE_FAILURE_NO_MORE_REINFORCE	Vous ne pouvez plus renforcer cela.
REFINE_FAILURE_NO_MORE_SOCKET	Vous ne pouvez pas ajouter d'emplacement supplémentaire.
REFINE_FAILURE_NO_SOCKET0	Il n'y a pas d'emplacement libre pour la %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Vous ne pouvez ajouter aucun emplacement sur cet objet.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Cet objet ne peut pas être amélioré.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Un objet amélioré ne peut plus être ni abimé ni détruit.
REFINE_QUESTION_CONFIRM	Voulez-vous continuer ?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Si l'amélioration échoue, le niveau diminue en-dessous de la valeur minimum de l'effet de lot et l'effet de lot est supprimé.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	En améliorant un objet, l'effet de lot est supprimé.
REFINE_SUCCESS	L'amélioration de l'objet s'est déroulé avec succès.
REFINE_SUCCESS_PROBALITY	Chance d'amélioration %d%%
REFINE_WARNING2	Voulez-vous continuer l'amélioration ?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Prix]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s unités
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Souhaitez-vous racheter ça pour %s ?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Les objets que vous vendez au marchand sont ajoutés à la liste de rachat.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Cliquez sur l'objet dans la liste pour le racheter.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. La liste est vidée si vous vous rendez dans une autre zone, vous déconnectez ou changez de personnage.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Si la liste est pleine et que vous vendez un autre objet, le plus ancien est retiré de la liste.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Les objets à durée limitée sont retirés de la liste si la durée arrive a expiration.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Si vous dépassez un certain nombre de rachats, vous devez patienter avant de pouvoir en faire de nouveaux.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Rachat
REPURCHASE_SHOP_INVALID_ITEM	Cet objet ne se trouve pas sur la liste de rachat.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Merci de réessayer plus tard.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Vous n'avez pas suffisamment de place dans votre inventaire.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Vous n'avez pas assez de Yangs.
REQUEST_DROP_ITEM_DONT_DROP	Vous ne pouvez pas jeter cet objet.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Merci de réessayer plus tard.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Résurrection
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Vous êtes mort. \nRetournez dans le Monde élémentaire !
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Lorsque vous mourrez, vous vous retrouverez en Terre d'or.\n\n Un conseil : vous pouvez éviter de mourir sous le coup d'une tour explosive en utilisant un ticket de protection.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Vous êtes tombé au combat au cours de la Bataille des cinq sanctuaires.\n Vous retournez désormais au village.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Votre personnage a été éliminé. \nVous serez bientôt téléporté en ville.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Quelle défaite amère ! Ton chemin s'arrête ici.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Un effet actif de fleur puissante ou orageuse vous permet de ressusciter sur place.\n\nSans quoi, vous ressuscitez à un endroit aléatoire de cette zone.
REVIVE_QUESTION	Souhaitez-vous ressusciter %s ? Nombre de prismes du réveil : %d
REVIVE_SELF_QUESTION	Souhaitez-vous exécuter la ressuscitation ? Nombre de prismes du réveil : %d
ROULETTE_REWARD_TEXT	Obtenir l'objet
SAFEBOX_ERROR	Vous avez entré un mauvais mot de passe.
SAFEBOX_NEED_CHANGE_PASSWORD	Votre mot de passe a expiré.\nChoisissez-en un nouveau.
SAFEBOX_SELL_DISABLE_SAFEITEM	Vous ne pouvez vendre aucun des objets sauvegardés.
SAFEBOX_UNAVILABLE_PASSWORD_01	Vous ne pouvez pas utiliser ce mot de passe.
SAFEBOX_UNAVILABLE_PASSWORD_02	Votre mot de passe doit comporter au moins %d caractères.
SAFEBOX_UNAVILABLE_PASSWORD_03	Vous avez entré votre mot de passe actuel. Merci d'en choisir un nouveau.
SAFEBOX_UNAVILABLE_PASSWORD_04	Votre mot de passe ne doit pas contenir %d chiffres semblables ou qui se suivent.
SAFEBOX_UNAVILABLE_PASSWORD_05	Les caractères spéciaux ne sont pas autorisés. Sont autorisés : a-z, A-Z, 0-9.
SAFEBOX_WRONG_PASSWORD	Les mots de passe doivent être identiques.
SCREENSHOT_SAVE1	est sauvegardé.
SCREENSHOT_SAVE2	Fichier de capture d'écran
SCREENSHOT_SAVE_FAILURE	La capture de l'écran a échoué.
SEAL_SCROLL_USE_SUCCESS	« %s » a été lié à votre âme.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	Votre objet possède au moins %d bonus.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Voulez-vous vraiment le donner en pâture à votre familier ?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Votre objet possède au moins %d bonus.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Voulez-vous vraiment le vendre ?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Voulez-vous entrer dans le Temple Énigma ?\nVous ne pouvez plus recevoir de récompense journalière (temps restant : %s).
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Voulez-vous entrer dans le Temple Énigma ?\nVous pouvez recevoir une récompense journalière.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Si vous n'entrez pas, vous devez quitter le groupe.\nVoulez-vous entrer ?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Temps restant avant l'entrée : %d secondes
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Une instance du Temple Énigma a été générée. Voulez-vous y entrer ?\nVous ne pouvez plus recevoir de récompense journalière (temps restant : %s).
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Une instance du Temple Énigma a été générée. Voulez-vous entrer ?\nVous pouvez recevoir une récompense journalière.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Vous avez refusé d'entrer.
SECRET_DUNGEON_ENTER_QUESTION_NO	Non
SECRET_DUNGEON_ENTER_QUESTION_YES	Oui
SELECT_ATTR_NOTICE	Vous ne pouvez pas ouvrir de magasin privé pendant que vous utilisez l'Objet enchanté+.
SELECT_ATTR_NOT_OPEN	Vous ne pouvez pas utiliser l'Objet enchanté+ quand votre magasin privé est ouvert.
SELECT_ATTR_NOT_SELECT	Choisissez de garder les bonus ou de les échanger.
SELECT_CAN_NOT_DELETE	Vous ne pouvez pas effacer ce personnage
SELECT_CAN_NOT_DELETE_ATTR67	Vous ne pouvez pas supprimer votre personnage\n pendant qu'un bonus est ajouté.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Vous ne pouvez pas supprimer votre personnage tant qu'il est membre d'une guilde.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Vous ne pouvez pas supprimer votre personnage tant qu'il possède des objets liés à l'âme.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Vous ne pouvez pas supprimer votre unique personnage tant qu'il y a des objets dans votre entrepôt.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Vous ne pouvez plus supprimer votre personnage s'il a dépassé le niveau 119.
SELECT_CAN_NOT_DELETE_MARRIAGE	Vous ne pouvez pas supprimer de personnage marié.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Il vous reste des marchandises dans votre magasin privé.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Le code de suppression n'est pas correct.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Vous ne pouvez pas supprimer ce personnage immédiatement après sa création. Temps d'attente : %s
SELECT_CHANGED_NAME	Vous avez changé le nom du personnage
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Ce nom de personnage existe déjà.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Réessayer
SELECT_CHANGE_FAILURE_STRANGE_NAME	Le nom du personnage est erroné.
SELECT_CHANGE_NAME_TITLE	Changer le nom du personnage
SELECT_DELEING	La suppression est en cours...
SELECT_DELETED	Suppression réussie
SELECT_DO_YOU_DELETE_REALLY	Souhaitez-vous continuer.
SELECT_EMPTY_SLOT	Ce champ est vide.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Entrez un nouveau nom de personnage
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	Vous n'avez pas assez de place dans l'inventaire.
SELECT_NOT_JOIN_GUILD	Aucune guilde
SELECT_REWARD_BOX_CANT_MOVE_ITEM	Vous ne pouvez pas déplacer d'objets pendant que vous sélectionnez un objet.
SELECT_REWARD_BOX_CANT_USE_ITEM	Vous ne pouvez pas utiliser ceci pendant que vous sélectionnez un objet.
SELECT_REWARD_BOX_CANT_USE_OTHER_WINDOW	Vous ne pouvez pas accéder à l'entrepôt de guilde ou commercer pendant que vous sélectionnez un objet.
SELECT_REWARD_BOX_CANT_USE_POLYMORPHING	Vous ne pouvez sélectionner d'objet en étant en état de transformation.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_1	Vous n'avez pas assez de place dans l'inventaire pour ouvrir la boite.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_2	Vous n'avez pas assez de place dans votre inventaire pour accepter l'objet.
SELECT_REWARD_BOX_SELECT_ITEM_FIRST	Vous devez sélectionner un objet que vous souhaitez obtenir en récompense.
SELECT_REWARD_BOX_USE_AFTER_TIME_LIMIT	Merci de réessayer plus tard.
SERVER_NOTIFY_CLOSED	Serveur fermé : seuls les comptes qui ont été créés avant la fermeture ont un droit d'accès.
SERVER_STATUS_CLOSE	FERMÉ
SERVER_STATUS_NEW	NOUVEAU
SERVER_STATUS_SPECIAL	SPÉCIAL
SERVER_STATUS_STANDBY	FERMÉ
SET_ITEM_CLEAR_CONFIRM_QUESTION	Voulez-vous supprimer l'effet de lot ?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Cet objet dispose %d bonus/pierres d'esprit.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Êtes-vous sûr ?
SET_ITEM_DO_NOT_EQUIP_ITEM	Vous ne pouvez conférer d'effet de lot aux objets équipés.
SET_ITEM_DO_NOT_SEAL_ITEM	Vous pouvez faire cela avec un objet lié à l'âme.
SHOP_BUY_INFO	Achetez un objet en le choisissant dans la fenêtre d'une échoppe.
SHOP_CANNOT_SELL_EQUIPMENT	Vous ne pouvez pas vendre d'objet équipé.
SHOP_CANNOT_SELL_ITEM	Cet objet ne peut pas être vendu.
SHOP_ERROR_UNKNOWN	Erreur de Magasin inconnue : %s
SHOP_EXCEED_LIMIT_TODAY	Vous avez dépassé votre limite quotidienne d'utilisation de points.
SHOP_INVALID_POS	Cet objet ne peut pas être utilisé.
SHOP_INVENTORY_FULL	Il n'y a pas assez de place dans l'inventaire.
SHOP_LIMITED_DATA_LOADING	Les données sont en cours de chargement. Réessayez plus tard.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Objets restants : %d
SHOP_LIMITED_PURCHASE_OVER	Épuisé
SHOP_LIMIT_TODAY	Limite quotidienne : %d / %d
SHOP_MY_BATTLE_POINT	Points de combat : %d
SHOP_MY_MEDAL_OF_HONOR	Médaille de bravoure : %d
SHOP_MY_TREE_FRUIT	Baies amères : %d
SHOP_MY_YELLOW_FRUIT	Baies dorées : %d
SHOP_NOT_ENOUGH_10TH_COIN	Vous n'avez pas assez de pièces d'anniversaire !
SHOP_NOT_ENOUGH_BATTLE_POINT	Vous n'avez pas suffisamment de Points de combat.
SHOP_NOT_ENOUGH_BNW	Vous n'avez pas assez de pièces de devin.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Le niveau de guilde est trop faible.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Pas assez de médaille de bravoure.
SHOP_NOT_ENOUGH_MONEY	Pas assez de Wons ou de Yangs.
SHOP_NOT_ENOUGH_MONEY_EX	Vous n'avez pas suffisamment de Yangs.
SHOP_SELL_CHECKBOX_MESSAGE_1	Tant que vous n'avez pas réouvert la fenêtre, vous ne recevez pas de demande de confirmation de vente.
SHOP_SELL_CHECKBOX_MESSAGE_2	Tant que la fenêtre est fermée, vous ne recevez pas de demande de confirmation pour les marchandises avec au moins 3 attributs.
SHOP_SELL_INFO	Sélectionnez l'objet à vendre dans la fenêtre d'inventaire.
SHOP_SOLDOUT	Épuisé
SHOT_ERROR_UNKNOWN	Erreur inconnue lors de l'attaque à distance : %s
SKILL_BLEEDING	Saignement
SKILL_BOHO	Détourné
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Vous avez besoin d'EXP pour apprendre cette compétence.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Vous avez besoin d'un Manuel pour apprendre cette compétence.
SKILL_CHEONGEUN	Corps puissant
SKILL_CRITICAL	Coup critique
SKILL_ENCHANT_POISON	Poison appliqué.
SKILL_EUNHYEONG	Camouflage
SKILL_FAINT	Étourdissement
SKILL_FIND_TRAP	Chercher les pièges
SKILL_FIRE	Feu permanent
SKILL_FISHMIND	Boule piscicomancienne active
SKILL_GAMJI	Capturer
SKILL_GEOMGYEONG	Aura de l'épée
SKILL_GICHEON	Aide du Dragon
SKILL_GIGONG	Rotation du Chi
SKILL_GONGPO	Peur
SKILL_GRADE_NAME_GRAND_MASTER	%s Grand Maître
SKILL_GRADE_NAME_MASTER	%s Maître
SKILL_GRADE_NAME_PERFECT_MASTER	%s Maître parfait
SKILL_GROUP_ASSASSIN_1	Lame
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Equitation
SKILL_GROUP_SHAMAN_1	Dragon
SKILL_GROUP_SHAMAN_2	Soin
SKILL_GROUP_SURA_1	Arme
SKILL_GROUP_SURA_2	Magique
SKILL_GROUP_WARRIOR_1	Corps
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lame enchantée
SKILL_GYEONGGONG	Pas de plume
SKILL_HEUKSIN	Protection des ténèbres
SKILL_HOSIN	Bénédiction
SKILL_INC_ATKSPD	Vitesse d'attaque augmentée
SKILL_INC_MOVSPD	Vitesse de déplacement augmentée
SKILL_JEOJU	Malédiction
SKILL_JEONGEOP	Soin
SKILL_JEONGWI	Berserk
SKILL_JEONSINBANGEO	Défense totale
SKILL_JEONSINGONGGYEOK	Attaque totale
SKILL_JEUNGRYEOK	Attaque +
SKILL_JEUNGSOK	Vitesse +
SKILL_JUMAGAP	Armure enchantée
SKILL_KWAESOK	Vitesse
SKILL_MUYEONG	Fantôme de la Flamme
SKILL_NEED_EMPTY_BOTTLE	Je n'ai pas de bouteille vide.
SKILL_NEED_POISON_BOTTLE	Je n'ai pas de bouteille vide
SKILL_ONLY_FOR_GUILD_CONTENTS	Les compétences de guilde peuvent uniquement être activées dans les contenus de guilde.
SKILL_ONLY_FOR_GUILD_WAR	Vous ne pouvez utiliser cette compétence que durant une guerre de Guildes
SKILL_PABEOP	Neutraliser un sort
SKILL_POWERFUL_STRIKE	Attaque étourdissante
SKILL_SEOMGWANG	Bombe de lumière
SKILL_SLEEP	Dormir
SKILL_SLOW	Ralentissement
SKILL_STUN	Étourdir
SKILL_SUHO	Garde
SKILL_SUMMON_DESCRIPTION	Chance d'Invocation: %d%%
SKILL_TOOLTIP_INT	Intelligence
SKILL_TOOLTIP_LEVEL	Niveau
SKILL_TOXICDIE	Empoisonnement
SKILL_TOXICPOWER	Valeur d'attaque empoisonnée améliorée
SKILL_TUSOK	Attaque fantôme
SLOT_CHAR_ENLARGE_ICON_TOOLTIP_KEY	TOUCHE : augmenter la taille du texte via raccourci (Ctrl)
SLOT_CHAR_ENLARGE_ICON_TOOLTIP_OFF	DÉSACTIVER : désactiver l'augmentation de la taille du texte (options de jeu)
SLOT_CHAR_ENLARGE_ICON_TOOLTIP_ON	ACTIVER : toujours augmenter la taille du texte (options de jeu)
SNOWFLAKE_STICK_EVENT_MESSAGE_ADD_SNOW_BALL	Vous avez reçu 1 boule de neige.
SNOWFLAKE_STICK_EVENT_MESSAGE_ADD_TREE_BRANCH	Vous avez reçu 1 branche de bonhomme.
SNOWFLAKE_STICK_EVENT_MESSAGE_CANNOT_USE_STICK_COOLTIME	Réessayez dans %d minutes.
SNOWFLAKE_STICK_EVENT_MESSAGE_EVENT_END	L'évènement du flocon est terminé.
SNOWFLAKE_STICK_EVENT_MESSAGE_EVENT_START	L'évènement du flocon a commencé !
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_COOLTIME	Réessayez plus tard.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_EVENT_DURATION_EXPIRED	L'évènement est terminé, vous ne pouvez plus faire ceci.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_MOUNT_MAX	Vous ne pouvez plus l'échanger.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_MOUNT_NOT_ENOUGH_MATERIAL	Il vous faut encore 15 baguettes magiques du flocon.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_NOT_ENOUGH_INVENTORY	Il n'y a pas assez de place dans votre inventaire.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_PET_MAX	Vous ne pouvez plus l'échanger.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_PET_NOT_ENOUGH_MATERIAL	Il vous faut encore 15 baguettes magiques du flocon.
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_STICK_MAX	Déconnexion impossible Vous pourrez à nouveau échanger dans :
SNOWFLAKE_STICK_EVENT_MESSAGE_EXCHANGE_STICK_NOT_ENOUGH_MATERIAL	Vous n'avez pas assez de boules de neige ni de branche de bonhomme.
SNOWFLAKE_STICK_EVENT_MESSAGE_NOT_ENOUGH_LEVEL	Seuls les personnages de niveau 60 et plus peuvent participer.
SNOWFLAKE_STICK_EVENT_MESSAGE_RANK_BUFF_GET	Évènement du flocon : vous avez reçu le bonus : %s.
SNOWFLAKE_STICK_EVENT_MESSAGE_SNOWFLAKE_BUFF_GET	Évènement du flocon : vous recevez le sort du flocon.
SNOWFLAKE_STICK_EVENT_MESSAGE_SNOW_BALL_MAX	Vous ne pouvez pas avoir plus de boules de neige.
SNOWFLAKE_STICK_EVENT_MESSAGE_TREE_BRANCH_MAX	Vous ne pouvez pas avoir plus de branches de bonhomme.
SNOWFLAKE_STICK_EVENT_MESSAGE_USE_STICK_FAILED_1	Les conditions (donjon, carte évènementielle, niveau du monstre non adapté, il n'y a aucun monstre alentour)
SNOWFLAKE_STICK_EVENT_MESSAGE_USE_STICK_FAILED_2	pour la transformation ne sont pas remplies.
SNOWFLAKE_STICK_EVENT_RANK_BUFF_TYPE_STONE	Pierre Metin
SOLO_RK_CATEGORY_BATTLE_ROYALE	Battle Royale
SOLO_RK_CATEGORY_BATTLE_ROYALE_RECORD_0	Victoires
SOLO_RK_CATEGORY_GUILD_BATTLE	Bataille entre guildes
SOLO_RK_CATEGORY_GUILD_BATTLE_MOB_KILL	Monstres éliminés
SOLO_RK_CATEGORY_GUILD_BATTLE_PC_DEAD	Morts perso
SOLO_RK_CATEGORY_GUILD_BATTLE_PC_KILL	Joueurs éliminés
SOLO_RK_CATEGORY_GUILD_BATTLE_TEAM	Équipe
SOLO_RK_CATEGORY_TREASURE_HUNT	Classement de la chasse au trésor
SOLO_RK_CATEGORY_TREASURE_HUNT_RECORD_0	Manches
SOUL_ITEM_TOOLTIP_APPLY	Effet activé
SOUL_ITEM_TOOLTIP_BLUE1	Temps de jeu : %d/%d min 
