ACCE_ABSORB_COST	Costo combinazione: %d
PET_SKILL_TOOLTIP_FEATHER	Il pet potrebbe attivare Passo piumato (%d%% di probabilità) per %.1f secondi.\n Attacco %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Se i tuoi HP scendono al di sotto del 20%%, ottieni un\n %d%% di possibilità che i tuoi HP aumentino di un %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Il tuo personaggio ha una possibilità di un %d%% di diventare invincibile\n quando i suoi HP scendono al di sotto di un 10%%.\n Durata dell'effetto: %.1f secondi.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Rimuove immediatamente tutti gli effetti di avvelenamento, di rallentamento o\n di sanguinamento con una probabilità di un %d%%\n ogni volta che il tuo personaggio viene colpito.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Vuoi portare l'addestramento eroico al prossimo livello?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Costi: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Penetrazione del blocco in %%: +%0.1f%% del valore totale
PET_TOOLTIP_CONQUEROR_HIT_PCT	Precisione in %%: +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	Liv. C %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Volontà SungMa (RES) in %%: +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Difesa
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Livello
PET_TOOLTIP_LIFETIME_OVER	Scaduto
PET_TOOLTIP_POTENTIAL_SKILL	Abilità potenziale: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Tempo rimanente: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	in fase di addestramento eroico
PET_TOOLTIP_SKILL_CUR_LEVEL	Livello: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Prossimo livello: %d (max. %d)
PET_TOOLTIP_SP	MP
PET_TOOLTIP_TRADABLE	Commerciabile
PET_TOOLTUP_SKILL	%s (livello %d)
PICK_ITEM_TITLE	Numero dell'oggetto
PICK_MONEY_TITLE	Prezzo
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Sei stato disconnesso perché la versione del client non corrisponde. Aggiorna la versione e accedi nuovamente.
POPUP_NOTICE_CHECKBOX_TEXT	Per oggi non ricordarmelo più
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Non è possibile aggiungere altro tempo.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Gli oggetti che hai messo in vendita non possono eccedere il valore massimo consentito.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Gli oggetti che hai messo in vendita non possono eccedere il valore massimo consentito.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Il limite di 3.000 Won è stato superato. Ritira i soldi.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Il limite di 2 miliardi di Yang è stato superato. Ritira i soldi.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Non si può aprire su questa mappa.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Desideri chiudere il Negozio Privato?
PREMIUM_PRIVATE_SHOP_DURATION	Durata: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Attualmente il negozio non è aperto in quanto lo stai amministrando.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Questo pulsante è per il Negozio Premium Privato. Per poterlo utilizzare, devi acquistarlo nello Shop.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Digita la password
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	per aprire il Negozio Premium Privato.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Password
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) – CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Non puoi aggiungere altro tempo.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Vuoi utilizzare l'oggetto "Negozio Premium Privato"?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Non puoi ritirare i soldi, altrimenti supererai il limite di 3.000 Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Non puoi ritirare i soldi, altrimenti super il limite di 2 milioni di Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Non ci sono soldi da ritirare.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Hai versato più Won di quanti tu possa prelevarne.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Hai versato più Yang di quanti tu possa prelevarne.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Non puoi ritirare i soldi: hai digitato un importo troppo alto.
PRIVATESHOPSEARCH_ABLITY_POTION	Rugiada
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Stoffa sottile
PRIVATESHOPSEARCH_ARMOR	Equipaggiamento
PRIVATESHOPSEARCH_ARROW	Frecce
PRIVATESHOPSEARCH_BELL	Campane
PRIVATESHOPSEARCH_BELT	Cintura
PRIVATESHOPSEARCH_BLEND	Pozioni
PRIVATESHOPSEARCH_BLOOD_PEARL	Perla rossa
PRIVATESHOPSEARCH_BLUE_PEARL	Perla blu
PRIVATESHOPSEARCH_BODY	Equipaggiamenti
PRIVATESHOPSEARCH_BOW	Archi
PRIVATESHOPSEARCH_BUYTIME	Vuoi acquistare l'oggetto selezionato?
PRIVATESHOPSEARCH_CLAW	Artigli
PRIVATESHOPSEARCH_CLEAR_POTION	Elisir
PRIVATESHOPSEARCH_COSTUME	Costumi
PRIVATESHOPSEARCH_COSTUMEBODY	Costume
PRIVATESHOPSEARCH_COSTUMEHAIR	Pettinatura
PRIVATESHOPSEARCH_COSTUME_ACCE	Stole
PRIVATESHOPSEARCH_COSTUME_MOUNT	Cavalcatura
PRIVATESHOPSEARCH_CRYSTAL	Cristallo
PRIVATESHOPSEARCH_DAGGER	Pugnali
PRIVATESHOPSEARCH_DEAD	senza vita
PRIVATESHOPSEARCH_DETACHMENT	Libro delle pietre
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alchimia delle Pietre del drago
PRIVATESHOPSEARCH_DS_BLACK	Onice
PRIVATESHOPSEARCH_DS_BLUE	Zaffiro
PRIVATESHOPSEARCH_DS_GREEN	Giada
PRIVATESHOPSEARCH_DS_RED	Rubino
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granato
PRIVATESHOPSEARCH_EAR	Orecchini
PRIVATESHOPSEARCH_FAN	Ventagli
PRIVATESHOPSEARCH_FISH	Pesci
PRIVATESHOPSEARCH_FOOTS	Scarpe
PRIVATESHOPSEARCH_GEM	Pietre preziose
PRIVATESHOPSEARCH_GIFTBOX	Pacchi regalo
PRIVATESHOPSEARCH_HEAD	Elmi
PRIVATESHOPSEARCH_LIVE	in vita
PRIVATESHOPSEARCH_MATERIAL	Materiali
PRIVATESHOPSEARCH_METIN	Pietre spirituali
PRIVATESHOPSEARCH_NECK	Collane
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Se non hai il fagotto giusto, non puoi comprare nessun oggetto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Se non hai il fagotto giusto, non puoi cercare nessun oggetto.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Cerca in base al nome
PRIVATESHOPSEARCH_NODELAY_POTION	Oggetti HP
PRIVATESHOPSEARCH_ORE	Minerale
PRIVATESHOPSEARCH_PET	Sistema dei pet
PRIVATESHOPSEARCH_PETAGG	Uova del pet
PRIVATESHOPSEARCH_PETSKILLBOOK	Libri delle abilità del pet
PRIVATESHOPSEARCH_PICK	Picconi
PRIVATESHOPSEARCH_POTION	Pozioni
PRIVATESHOPSEARCH_QUEST	Missione
PRIVATESHOPSEARCH_QUIVER	Faretre per frecce
PRIVATESHOPSEARCH_RESOURCE	Miglioramento oggetti
PRIVATESHOPSEARCH_ROD	Pesca
PRIVATESHOPSEARCH_SELECTITEM	Scegli un oggetto.
PRIVATESHOPSEARCH_SHIELD	Scudi
PRIVATESHOPSEARCH_SKILLBOOK	Libri delle abilità
PRIVATESHOPSEARCH_SKILLFORGET	Libro dell'amnesia
PRIVATESHOPSEARCH_SPECIAL	Varie
PRIVATESHOPSEARCH_STONE	Scaglia di energia
PRIVATESHOPSEARCH_SWORD	Spada a una mano
PRIVATESHOPSEARCH_TREASUREBOX	Bauli
PRIVATESHOPSEARCH_TUNING	Papiri
PRIVATESHOPSEARCH_TWOSWORD	Spada a due mani
PRIVATESHOPSEARCH_UNIQUE	Unico
PRIVATESHOPSEARCH_USEITEM	Beni di consumo
PRIVATESHOPSEARCH_USESPECIAL	Varie
PRIVATESHOPSEARCH_WEAPON	Armi
PRIVATESHOPSEARCH_WHITE_PEARL	Perla bianca
PRIVATESHOPSEARCH_WRIST	Bracciali
PRIVATE_SHOP_BUILD_BANNED_ZONE	In questo luogo non puoi aprire un negozio.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Non puoi vendere questo oggetto in un neegozio privato.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	La quantità di merce nel tuo negozio personale è stata modificata.\nConferma che la quantità corrisponde a quella desiderata.
PRIVATE_SHOP_CLOSE_QUESTION	Desideri chiudere il negozio privato?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nome del negozio privato
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Prezzo
PRIVATE_SHOP_MAP_EXIT_BUTTON	Esci
PRIVATE_SHOP_MAP_EXIT_QUESTION	Vuoi andartene?
PRIVATE_SHOP_NEED_MONEY	Cerca in base al prezzo
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	La ricerca non ha dato alcun risultato.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Per avviare la ricerca, seleziona un item.
PRIV_EMPIRE_NOTICE_EXP_PCT	L'EXP ricevuta è attualmente aumentata del seguente valore:%s%%
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Il tasso di drop di pioggia Yang è attualmente aumentato del seguente valore: %s%%
PRIV_EMPIRE_NOTICE_GOLD_DROP	Il tasso di drop Yang è attualmente aumentato del seguente valore: %s%%
PRIV_EMPIRE_NOTICE_ITEM_DROP	Il tasso di drop item è attualmente aumentato del seguente valore: %s%%
PVP_LEVEL0	Cavaliere
PVP_LEVEL1	Nobile
PVP_LEVEL2	Buono
PVP_LEVEL3	Gentile
PVP_LEVEL4	Neutrale
PVP_LEVEL5	Aggressivo
PVP_LEVEL6	Perfido
PVP_LEVEL7	Maligno
PVP_LEVEL8	Crudele
PVP_MODE_GUILD	La Gilda PvP è stata attivata.
PVP_MODE_KILL	PvP - Libero attivato.
PVP_MODE_NORMAL	PvP - Pace attivato.
PVP_MODE_PROTECT	PvP - Protezione attivato.
PVP_MODE_REVENGE	PvP - Nemico attivato.
PVP_OPTION_KILL	Libero
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protezione
PVP_OPTION_REVENGE	Nemico
PVP_TOURNAMENT_DO_NOT_AUTO	Non puoi usare l'attacco automatico durante il torneo PvP.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Non chiedermelo più
QUEST_APPEND	È stata formulata una nuova missione.
QUEST_HOUR	Ora/e
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Tempo scaduto
QUEST_UNLIMITED_TIME	Non c'è limite di tempo
QUEST_ZEROSEC	0 Sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Questo oggetto non può essere inserito nei campi di utilizzo rapido.
RAMADAN_EVENT_BREAD_MAX_COUNT	Possiedi già il quantitativo massimo di panini.
RAMADAN_EVENT_FIG_MAX_COUNT	Possiedi già il quantitativo massimo di Frutti della benedizione.
RAMADAN_EVENT_GET_BREAD	Hai ricevuto 1 Panino.
RAMADAN_EVENT_GET_FIG	Hai ricevuto 1 Frutto della benedizione.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Hai bisogno di altri 10 Panini.
RANKING	Rango
RANKING_BOARD_MEMBER	Membri
RECEIVE_MESSAGE	%s ti ha mandato un messaggio.
REFINE_COST	Costo del miglioramento: %d Yang
REFINE_DESTROY_WARNING	L'oggetto potrebbe essere distrutto durante il miglioramento.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Vuoi veramente effettuare l'upgrade dell'oggetto?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	In caso di fallimento l'oggetto sarà distrutto. Desideri continuare?
REFINE_DOWN_GRADE_WARNING	L'oggetto durante il miglioramento potrebbe peggiorare.
REFINE_DO_YOU_SEPARATE_METIN	Desideri rimuovere tutte le Pietre Spirituali?
REFINE_ELEMENT_CHANGE_TEXT	Ora %s possiede l'elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Il livello dell'incantesimo elementale è stato ridotto.
REFINE_ELEMENT_EXIST	L'oggetto possiede già un altro elemento.
REFINE_ELEMENT_GRADE_MAX	Il livello massimo dell'incantesimo elementale è già stato raggiunto.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	L'incantesimo elementale è disponibile solo per le armi di livello +7 o superiore.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Non hai abbastanza Yang.
REFINE_ELEMENT_NOT_EXSIT	Non si può utilizzare con questo oggetto.
REFINE_ELEMENT_TEXT_DARK	Oscurità +%d
REFINE_ELEMENT_TEXT_EARTH	Terra + %d
REFINE_ELEMENT_TEXT_ELECT	Lampo +%d
REFINE_ELEMENT_TEXT_FIRE	Fuoco +%d
REFINE_ELEMENT_TEXT_ICE	Ghiaccio +%d
REFINE_ELEMENT_TEXT_WIND	Vento +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	L'incantesimo elementale è fallito.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	L'incantesimo elementale è riuscito.
REFINE_FAILURE	Non è andata... Non ce l'abbiamo fatta.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s questo oggetto non può essere inserito.
REFINE_FAILURE_DEL_ITEM	Il raffinamento non ha avuto successo. L'oggetto è stato distrutto.
REFINE_FAILURE_EQUIP_ITEM	Non puoi migliorare gli oggetti in uso.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Quando questa finestra è aperta non si possono utilizzare le Pietre spirituali.
REFINE_FAILURE_GRADE_DOWN	Il raffinamento non ha avuto successo. Il grado dell'oggetto è stato ridotto.
REFINE_FAILURE_KEEP_GRADE	Il raffinamento non è andato a buon fine.\nL'oggetto, però, rimarrà intatto.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nessuna Pietra Spirituale può essere tolta.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ti serve un migliore papiro del miglioramento .
REFINE_FAILURE_NO_GOLD_SOCKET	Non hai nessuna montatura d'oro per inserire %s.
REFINE_FAILURE_NO_MORE_REINFORCE	Non si può potenziare ulteriormente.
REFINE_FAILURE_NO_MORE_SOCKET	Non puoi creare altre montature.
REFINE_FAILURE_NO_SOCKET0	Non hai nessuna montatura per inserire %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Su questo oggetto non può essere creata una montatura.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Questo oggetto non può essere migliorato.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Nel caso in cui il miglioramento fallisca, l'oggetto non verrà distrutto e la sua qualità non peggiorerà.
REFINE_QUESTION_CONFIRM	Vuoi continuare?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Qualora il potenziamento non andasse a buon fine, il livello scenderà sotto il valore minimo richiesto per gli effetti del set, pertanto l'effetto del set verrà rimosso.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Se potenzi l'item, l'effetto del set verrà rimosso.
REFINE_SUCCESS	Il miglioramento è riuscito con successo.
REFINE_SUCCESS_PROBALITY	Probabilità di miglioramento: %d%%
REFINE_WARNING2	Vuoi eseguire il miglioramento?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Prezzo]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s unità
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Vuoi riacquistarlo per %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Gli oggetti che vendi al mercante vengono aggiunti alla lista di riacquisto.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Clicca sull'oggetto nella lista per riacquistarlo.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. La lista viene svuotata non appena ti sposti in un'altra zona, esci dal gioco o cambi personaggio.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Se la lista è piena e vendi un altro oggetto, quello più vecchio verrà rimosso dalla lista.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Gli elementi con una durata limitata vengono rimossi dalla lista allo scadere del tempo rimanente.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Se superi un determinato numero di riacquisti, dovrai attendere prima di poter effettuarne altri.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Riacquisto
REPURCHASE_SHOP_INVALID_ITEM	Questo oggetto non è sulla lista di riacquisto.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Riprova più tardi.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Non hai abbastanza spazio nell'inventario.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Non hai abbastanza Yang.
REQUEST_DROP_ITEM_DONT_DROP	Non puoi gettare via questo oggetto.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Riprova più tardi.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Rianimazione
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Sei morto/a. \nTorna dal Mondo Elementale!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Quando muori, verrai teletrasportato alla Terra d'Oro.\n\n Attenzione: si può evitare di venire uccisi da una Torre esplosiva, utilizzando un Biglietto Antiesplosione.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Hai perso nella Battaglia dei 5 Santuari.\n Ripartirai dal villaggio.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Il tuo personaggio è morto. \nA breve verrai teletrasportato in città.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Un'amara sconfitta! La tua avventura finisce qui.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Con un effetto Fiori del potere o della tempesta attivo si può resuscitare sul posto.\n\nDiversamente, verrai teletrasportato in un punto a caso della zona.
REVIVE_QUESTION	Vuoi rianimare %s? Quantità Prisma del risveglio: %d unità
REVIVE_SELF_QUESTION	Vuoi eseguire una rianimazione? Quantità Prisma del risveglio: %d unità
ROULETTE_REWARD_TEXT	Oggetto ricevuto
SAFEBOX_ERROR	Hai inserito la password sbagliata.
SAFEBOX_NEED_CHANGE_PASSWORD	La tua password è scaduta.\nImpostane una nuova.
SAFEBOX_SELL_DISABLE_SAFEITEM	Non puoi vendere gli oggetti salvati.
SAFEBOX_UNAVILABLE_PASSWORD_01	Non puoi usare questa password.
SAFEBOX_UNAVILABLE_PASSWORD_02	La password deve contenere almeno %d caratteri.
SAFEBOX_UNAVILABLE_PASSWORD_03	Hai inserito la tua password attuale. Scegli una nuova password.
SAFEBOX_UNAVILABLE_PASSWORD_04	La tua password non può contenere %d cifre uguali o posizionate di seguito l'una all'altra.
SAFEBOX_UNAVILABLE_PASSWORD_05	Non sono ammessi caratteri speciali. Caratteri ammessi: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Le password devono essere identiche.
SCREENSHOT_SAVE1	È salvato in
SCREENSHOT_SAVE2	Cartella degli Screenshot
SCREENSHOT_SAVE_FAILURE	Salvataggio dello screenshot fallito.
SEAL_SCROLL_USE_SUCCESS	Il legame dell'anima di "%s" è andato a buon fine.
SECOND	Sec
SECOND_CONFIRM_PET_FEED_QUESTION_1	L'oggetto possiede %d o più bonus.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Vuoi davvero darlo in pasto al tuo pet?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	L'oggetto possiede %d o più bonus.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Vuoi davvero venderlo?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Vuoi accedere al Tempio Enigma?\nNon puoi ricevere altre ricompense giornaliere (tempo rimanente: %s).
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Vuoi accedere al Tempio Enigma?\nPuoi ricevere una ricompensa giornaliera.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Se non accedi, dovrai lasciare il gruppo.\nVuoi accedere?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Tempo rimanente per accedere: %d secondo/i
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	È stata creata un'istanza nel Tempio Enigma. Vuoi accedere?\nNon puoi ricevere altre ricompense giornaliere (tempo rimanente: %s).
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	È stata creata un'istanza nel Tempio Enigma. Vuoi accedere?\nPuoi ricevere una ricompensa giornaliera.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Hai rifiutato l'accesso.
SECRET_DUNGEON_ENTER_QUESTION_NO	No
SECRET_DUNGEON_ENTER_QUESTION_YES	Sì
SELECT_ATTR_NOTICE	Non puoi aprire un negozio privato mentre l'item Incanta oggetto+ è in uso.
SELECT_ATTR_NOT_OPEN	Non puoi utilizzare l'item Incanta oggetto+ mentre hai un negozio privato aperto.
SELECT_ATTR_NOT_SELECT	Scegli se mantenere i bonus o scambiarli.
SELECT_CAN_NOT_DELETE	Non puoi cancellare il personaggio.
SELECT_CAN_NOT_DELETE_ATTR67	Non si può eliminare un personaggio\n mentre si sta aggiungendo un bonus.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Non puoi eliminare il tuo personaggio finché fa parte di una gilda.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Non puoi eliminare il tuo personaggio finché possiede item legati all'anima.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Non puoi eliminare il tuo unico personaggio finché hai ancora item nel tuo magazzino.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Puoi eliminare il tuo personaggio fino al livello 119.
SELECT_CAN_NOT_DELETE_MARRIAGE	Non puoi eliminare un personaggio sposato.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Nel tuo Negozio Privato ci sono ancora degli oggetti.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Il codice per l'eliminazione non era corretto.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Non puoi eliminare questo personaggio subito dopo averlo creato. Periodo d'attesa: %s
SELECT_CHANGED_NAME	Hai modificato il nome del personaggio.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Il nome del personaggio esiste già.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Riprovaci.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Questo nome del personaggio è errato.
SELECT_CHANGE_NAME_TITLE	Modifica il nome del personaggio
SELECT_DELEING	Avvio dell'eliminazione in corso...
SELECT_DELETED	Cancellato con successo
SELECT_DO_YOU_DELETE_REALLY	Desideri continuare?
SELECT_EMPTY_SLOT	Questo è un campo vuoto
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Inserisci un nuovo nome del personaggio.
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	Non c'è abbastanza spazio nell'Inventario.
SELECT_NOT_JOIN_GUILD	Nessuna Gilda
SELECT_REWARD_BOX_CANT_MOVE_ITEM	Non è possibile spostare item durante la selezione di un item.
SELECT_REWARD_BOX_CANT_USE_ITEM	Non è possibile utilizzare questa funzione durante la selezione di un item.
SELECT_REWARD_BOX_CANT_USE_OTHER_WINDOW	Non è possibile accedere al tuo Magazzino della Gilda mentre selezioni un item.
SELECT_REWARD_BOX_CANT_USE_POLYMORPHING	Non puoi selezionare item quando sei trasformato.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_1	Non hai abbastanza spazio nell'inventario per aprire la scatola.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_2	Non hai abbastanza spazio nell'inventario per accettare l'item.
SELECT_REWARD_BOX_SELECT_ITEM_FIRST	Devi selezionare un item che desideri ricevere come ricompensa.
SELECT_REWARD_BOX_USE_AFTER_TIME_LIMIT	Riprova più tardi.
SERVER_NOTIFY_CLOSED	Server chiuso: vi possono accedere solo account creati prima della chiusura.
SERVER_STATUS_CLOSE	CHIUSO
SERVER_STATUS_NEW	NOVITÀ
SERVER_STATUS_SPECIAL	SPECIALE
SERVER_STATUS_STANDBY	CHIUSO
SET_ITEM_CLEAR_CONFIRM_QUESTION	Rimuovere l'effetto del set?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Questo item ha %d bonus/Pietre spirituali.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Vuoi continuare?
SET_ITEM_DO_NOT_EQUIP_ITEM	Non puoi conferire effetti del set agli oggetti che indossi.
SET_ITEM_DO_NOT_SEAL_ITEM	Non puoi eseguire questa azione con un oggetto legato all'anima.
SHOP_BUY_INFO	Scegli dalla vetrina l'oggetto che vorresti acquistare.
SHOP_CANNOT_SELL_EQUIPMENT	Non puoi vendere degli oggetti in uso.
SHOP_CANNOT_SELL_ITEM	Questto oggetto non è in vendita
SHOP_ERROR_UNKNOWN	Errore di caricamento sconosciuto: %s
SHOP_EXCEED_LIMIT_TODAY	Hai già superato il limite giornaliero per l'utilizzo dei punti.
SHOP_INVALID_POS	Questo oggetto non è adatto.
SHOP_INVENTORY_FULL	Nel magazzino non c'è più posto.
SHOP_LIMITED_DATA_LOADING	I dati verranno caricati a breve. Riprova più tardi.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Oggetti rimanenti: %d
SHOP_LIMITED_PURCHASE_OVER	Esaurito
SHOP_LIMIT_TODAY	Limite giornaliero: %d / %d
SHOP_MY_BATTLE_POINT	Punti battaglia: %d
SHOP_MY_MEDAL_OF_HONOR	Medaglia del coraggio: %d
SHOP_MY_TREE_FRUIT	Bacche amare: %d
SHOP_MY_YELLOW_FRUIT	Bacche d'oro: %d
SHOP_NOT_ENOUGH_10TH_COIN	Non hai abbastanza Monete dell'anniversario.
SHOP_NOT_ENOUGH_BATTLE_POINT	Non hai abbastanza punti battaglia.
SHOP_NOT_ENOUGH_BNW	Non hai abbastanza Monete Veggenza.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Il livello della gilda è troppo basso.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Non hai abbastanza Medaglie del coraggio.
SHOP_NOT_ENOUGH_MONEY	Non hai abbastanza Won o Yang
SHOP_NOT_ENOUGH_MONEY_EX	Non hai Yang a sufficienza.
SHOP_SELL_CHECKBOX_MESSAGE_1	Finché non riaprirai la finestra, non ti verrà richiesta alcuna conferma al momento della vendita.
SHOP_SELL_CHECKBOX_MESSAGE_2	Finché non riapri la finestra, non ti verrà richiesta alcuna conferma in caso di vendita di articoli con 3 o più caratteristiche.
SHOP_SELL_INFO	Scegli dal tuo inventario l'oggetto che vuoi vendere.
