ACCE_ABSORB_COST	Ñòîèìîñòü ñî÷åòàíèÿ: %d
PET_INFO_POTENTIAL_LEFT_TIME	Îñòàëîñü: %s
PET_INFO_POTENTIAL_SKILL	Íàâûêè ïîòåíöèàëà
PET_INFO_SKILL_BUTTON	Íàâûêè ïèòîìöà
PET_MSG_NOT_ENOUGH_MONEY	Ó âàñ íåäîñòàòî÷íî ÿíã.
PET_NAME_CHANGE_ACCEPT	Õîòèòå ïîìåíÿòü èìÿ ïèòîìöà íà «%s»?
PET_NAME_MIN	Ââåäåííîå èìÿ ñëèøêîì êîğîòêî.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	Íàâûê ïîòåíöèàëà «%s» òåïåğü àêòèâåí.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	1-ÿ ÿ÷åéêà äëÿ íàâûêà ïîòåíöèàëà îòêğûòà
PET_OPEN_POTENTIAL_SKILL_SLOT_2	2-ÿ ÿ÷åéêà äëÿ íàâûêà ïîòåíöèàëà îòêğûòà
PET_REGISTER_ANSWER_1	Ïîäòâåğäèòü
PET_REGISTER_ANSWER_2	Ïğåêğàòèòü
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Õîòèòå âûáğàòü ıòî ÿéöî ïèòîìöà?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Åñëè âûáğàòü ıòî ÿéöî, îíî ïğîïàäåò èç èíâåíòàğÿ.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	Íàâûê ïîòåíöèàëà «%s» óäàëåí.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Íåò ïèòîìöà äëÿ îæèâëåíèÿ.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Ó âàñ íåäîñòàòî÷íî ìàòåğèàëîâ.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Íàâûêè òåïåğü äîñòóïíû.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Ñáğîñ íàâûêà(-îâ) âàøåãî ïèòîìöà íåëüçÿ îòìåíèòü.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Õîòèòå ïğîäîëæèòü?
PET_SKILL_LEARN_FAIL_CONDITIONS	Âàø ïèòîìåö ñëèøêîì íèçêîé ñòóïåíè. Íàâûêè ìîãóò èçó÷àòü òîëüêî ãåğîè÷åñêèå ïèòîìöû.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Æåëàåòå íà÷àòü îáó÷åíèå ñ "%s"?
PET_SKILL_TOOLTIP_COOLTIME	Âğåìÿ ïåğåçàğÿäêè: %d ñåêóíä
PET_SKILL_TOOLTIP_DURATION	Äëèòåëüíîñòü: %d ñ.
PET_SKILL_TOOLTIP_FEATHER	Ïèòîìåö àêòèâèğóåò Ëåãêóş ïîõîäêó ñ âåğîÿòíîñòüş â %d%% íà %.1f ñåê.\n Àòàêà %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Êàê òîëüêî âàøè ÕÏ ñíèæàşòñÿ äî 20%%, âû ïîëó÷àåòå \n %d%% øàíñ íà âîññòàíîâëåíèå %d ÕÏ.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Âàø ïåğñîíàæ ñòàíîâèòñÿ íåïîáåäèì ñ  %d%% øàíñîì,\n åñëè âàøè ÕÏ óïàäóò íèæå  10%%. \n Ñğîê äåéñòâèÿ ıôôåêòà: %.1f ñåêóíä.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Ìãíîâåííî óñòğàíÿåò íåãàòèâíûå ıôôåêòû òàêèå êàê, îòğàâëåíèå, çàìåäëåíèå \n èëè êğîâîòå÷åíèå ñ %d%% øàíñîì, åñëè âàø ïåğñîíàæ ïîğàæåí.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Ïîâûñèòü îáó÷åíèå ãåğîÿ íà ñëåäóşùóş ñòóïåíü ğàçâèòèÿ?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Çàòğàòû: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Ïğîáèòèå áëîêà â %%: +%0.1f%% îò îáùåãî çíà÷åíèÿ
PET_TOOLTIP_CONQUEROR_HIT_PCT	Ìåòêîñòü â %%: +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	×.-óğ. %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Âîëÿ Ñóíã Ìà (ÑÎÏĞ) â %%: +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Çàùèòà
PET_TOOLTIP_HP	ÕÏ
PET_TOOLTIP_LEVEL	Óğîâåíü
PET_TOOLTIP_LIFETIME_OVER	Âğåìÿ èñòåêëî
PET_TOOLTIP_POTENTIAL_SKILL	Íàâûê ïîòåíöèàëà: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Îñòàëîñü: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	â ïğîöåññå îáó÷åíèÿ ãåğîÿ
PET_TOOLTIP_SKILL_CUR_LEVEL	Óğîâåíü: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Ñëåäóşùèé óğîâåíü: %d (ìàêñ. %d)
PET_TOOLTIP_SP	ÌÏ
PET_TOOLTIP_TRADABLE	Ïîäëåæèò òîğãó
PET_TOOLTUP_SKILL	%s (Ñòóïåíü %d)
PICK_ITEM_TITLE	Íîìåğ ïğåäìåòà
PICK_MONEY_TITLE	Ñòîèìîñòü
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Âû âûøëè èç èãğû, ïîòîìó ÷òî âåğñèÿ âàøåãî êëèåíòà íåàêòóàëüíà. Îáíîâèòå âåğñèş è âîéäèòå â èãğó çàíîâî.
POPUP_NOTICE_CHECKBOX_TEXT	Íå ïîêàçûâàòü ñåãîäíÿ áîëüøå
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Âû íå ìîæåòå äîáàâèòü áîëüøå âğåìåíè.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Îáùàÿ ñòîèìîñòü âûñòàâëåííûõ âàìè íà ïğîäàæó ïğåäìåòîâ íå ìîæåò ïğåâûøàòü äîïóñòèìîé.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Îáùàÿ ñòîèìîñòü âûñòàâëåííûõ âàìè íà ïğîäàæó ïğåäìåòîâ íå ìîæåò ïğåâûøàòü äîïóñòèìîé.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	İòî áîëüøå 3000 âîí. Ñíà÷àëà çàáåğèòå äåíüãè.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	İòî áîëüøå 2 ìèëëèàğäîâ ÿíã. Ñíà÷àëà çàáåğèòå äåíüãè.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	İòî íåëüçÿ îòêğûâàòü íà ıòîé êàğòå.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Õîòèòå çàêğûòü ëè÷íóş ëàâêó?
PREMIUM_PRIVATE_SHOP_DURATION	Äëèòåëüíîñòü: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Ëàâêà ñåé÷àñ çàêğûòà, ïîòîìó ÷òî òàì èäóò èçìåíåíèÿ.
PREMIUM_PRIVATE_SHOP_NO_BUFF	İòî êíîïêà äëÿ âàøåé ëè÷íîé ïğåìèóì-ëàâêè. ×òîáû åå èñïîëüçîâàòü, êóïèòå ïğåìèóì-ëàâêó â ìàãàçèíå.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Ââåäèòå ïàğîëü,
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	÷òîáû îòêğûòü ëè÷íóş ïğåìèóì-ëàâêó.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Ïàğîëü
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Íåëüçÿ äîáàâèòü áîëüøå âğåìåíè.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Õîòèòå èñïîëüçîâàòü ïğåäìåò «Ëè÷íàÿ ïğåìèóì-ëàâêà»?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Âû íå ìîæåòå çàáğàòü äåíüãè, èíà÷å ó âàñ áóäåò áîëüøå 3000 âîí.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Âû íå ìîæåòå çàáğàòü äåíüãè, ïîòîìó ÷òî ó âàñ áîëüøå 2 ìèëëèàğäîâ ÿíã.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Íåò äåíåã, ÷òîáû èõ çàáğàòü.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Âû âíåñëè áîëüøå âîí, ÷åì ìîæåòå ñíÿòü.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Âû âíåñëè áîëüøå ÿíã, ÷åì ìîæåòå ñíÿòü.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Âû íå ìîæåòå çàáğàòü äåíüãè; âû ââåëè ñëèøêîì áîëüøóş ñóììó.
PRIVATESHOPSEARCH_ABLITY_POTION	Ğîñà
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Òîíêîå ñóêíî
PRIVATESHOPSEARCH_ARMOR	Ñíàğÿæåíèå
PRIVATESHOPSEARCH_ARROW	Ñòğåëû
PRIVATESHOPSEARCH_BELL	Êîëîêîëü÷èêè
PRIVATESHOPSEARCH_BELT	Ïîÿñà
PRIVATESHOPSEARCH_BLEND	Çåëüÿ
PRIVATESHOPSEARCH_BLOOD_PEARL	Àëàÿ æåì÷óæèíà
PRIVATESHOPSEARCH_BLUE_PEARL	Ãîëóáàÿ æåì÷óæèíà
PRIVATESHOPSEARCH_BODY	Äîñïåõè
PRIVATESHOPSEARCH_BOW	Ëóêè
PRIVATESHOPSEARCH_BUYTIME	Æåëàåòå êóïèòü âûáğàííûé ïğåäìåò?
PRIVATESHOPSEARCH_CLAW	Êîãòè
PRIVATESHOPSEARCH_CLEAR_POTION	İëèêñèğû
PRIVATESHOPSEARCH_COSTUME	Êîñòşìû
PRIVATESHOPSEARCH_COSTUMEBODY	Êîñòşìû
PRIVATESHOPSEARCH_COSTUMEHAIR	Ïğè÷åñêà
PRIVATESHOPSEARCH_COSTUME_ACCE	Øàğôû
PRIVATESHOPSEARCH_COSTUME_MOUNT	Åçäîâîå æèâîòíîå
PRIVATESHOPSEARCH_CRYSTAL	Êğèñòàëë
PRIVATESHOPSEARCH_DAGGER	Êèíæàëû
PRIVATESHOPSEARCH_DEAD	ìåğòâûé
PRIVATESHOPSEARCH_DETACHMENT	Êíèãà Êàìíÿ
PRIVATESHOPSEARCH_DIAMOND	Àëìàç
PRIVATESHOPSEARCH_DS	Àëõèìèÿ Êàìíåé Äğàêîíà
PRIVATESHOPSEARCH_DS_BLACK	Îíèêñ
PRIVATESHOPSEARCH_DS_BLUE	Ñàïôèğ
PRIVATESHOPSEARCH_DS_GREEN	Íåôğèò
PRIVATESHOPSEARCH_DS_RED	Ğóáèí
PRIVATESHOPSEARCH_DS_WHITE	Àëìàç
PRIVATESHOPSEARCH_DS_YELLOW	Ãğàíàò
PRIVATESHOPSEARCH_EAR	Ñåğüãè
PRIVATESHOPSEARCH_FAN	Âååğà
PRIVATESHOPSEARCH_FISH	Ğûáà
PRIVATESHOPSEARCH_FOOTS	Îáóâü
PRIVATESHOPSEARCH_GEM	Ñàìîöâåòû
PRIVATESHOPSEARCH_GIFTBOX	Ïîäàğî÷íûå ëàğöû
PRIVATESHOPSEARCH_HEAD	Øëåìû
PRIVATESHOPSEARCH_LIVE	æèâîé
PRIVATESHOPSEARCH_MATERIAL	Òğåáóåìûå ìàòåğèàëû
PRIVATESHOPSEARCH_METIN	Êàìíè äóõà
PRIVATESHOPSEARCH_NECK	Îæåğåëüÿ
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Áåç íóæíîãî óçåëêà âû íå ìîæåòå ïîêóïàòü ïğåäìåòû.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Áåç íóæíîãî óçåëêà âû íå ìîæåòå èñêàòü ïğåäìåòû.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Ïîèñê ïî èìåíè
PRIVATESHOPSEARCH_NODELAY_POTION	Ïğåäìåòû äëÿ ÕÏ
PRIVATESHOPSEARCH_ORE	Ğóäà
PRIVATESHOPSEARCH_PET	Ñèñòåìà óëó÷øåíèÿ ïèòîìöà
PRIVATESHOPSEARCH_PETAGG	ßéöà ïèòîìöåâ
PRIVATESHOPSEARCH_PETSKILLBOOK	Êíèãà íàâûêîâ ïèòîìöà
PRIVATESHOPSEARCH_PICK	Êèğêè
PRIVATESHOPSEARCH_POTION	Çåëüÿ
PRIVATESHOPSEARCH_QUEST	Çàäàíèå
PRIVATESHOPSEARCH_QUIVER	Êîë÷àíû
PRIVATESHOPSEARCH_RESOURCE	Óëó÷øåíèå ïğåäìåòîâ
PRIVATESHOPSEARCH_ROD	Ğûáíàÿ ëîâëÿ
PRIVATESHOPSEARCH_SELECTITEM	Âûáåğèòå ïğåäìåò.
PRIVATESHOPSEARCH_SHIELD	Ùèòû
PRIVATESHOPSEARCH_SKILLBOOK	Êíèãè íàâûêîâ
PRIVATESHOPSEARCH_SKILLFORGET	Êíèãà çàáâåíèÿ
PRIVATESHOPSEARCH_SPECIAL	Ïğî÷åå
PRIVATESHOPSEARCH_STONE	İíåğãåòè÷åñêèé ôğàãìåíò
PRIVATESHOPSEARCH_SWORD	Îäíîğó÷íûå ìå÷è
PRIVATESHOPSEARCH_TREASUREBOX	Ëàğöû
PRIVATESHOPSEARCH_TUNING	Ñâèòêè
PRIVATESHOPSEARCH_TWOSWORD	Äâóğó÷íûå ìå÷è
PRIVATESHOPSEARCH_UNIQUE	Óíèêàëüíûé
PRIVATESHOPSEARCH_USEITEM	Ğàñõîäíûå ìàòåğèàëû
PRIVATESHOPSEARCH_USESPECIAL	Ïğî÷åå
PRIVATESHOPSEARCH_WEAPON	Îğóæèÿ
PRIVATESHOPSEARCH_WHITE_PEARL	Áåëàÿ æåì÷óæèíà
PRIVATESHOPSEARCH_WRIST	Áğàñëåòû
PRIVATE_SHOP_BUILD_BANNED_ZONE	Çäåñü íåëüçÿ îòêğûòü ëàâêó.
PRIVATE_SHOP_CANNOT_SELL_ITEM	İòîò ïğåäìåò íåëüçÿ êóïèòü â ëàâêå.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	×èñëî òîâàğîâ íà âàøåì ëè÷íîì ñêëàäå èçìåíèëîñü.\nÏîäòâåğäèòå, ÷òî îíî ñîîòâåòñòâóåò æåëàåìîìó êîëè÷åñòâó.
PRIVATE_SHOP_CLOSE_QUESTION	Õîòèòå çàêğûòü ëàâêó?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Èìÿ ëàâêè
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Öåíà
PRIVATE_SHOP_MAP_EXIT_BUTTON	Âûéòè
PRIVATE_SHOP_MAP_EXIT_QUESTION	Âû õîòèòå óéòè îòñşäà?
PRIVATE_SHOP_NEED_MONEY	Ïîèñê ïî öåíå
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Íåò ğåçóëüòàòîâ.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Âûáåğèòå ïğåäìåò, ÷òîáû âûïîëíèòü ïîèñê.
PRIV_EMPIRE_NOTICE_EXP_PCT	Ïîëó÷àåìûé îïûò ïîâûøåí íà %s%%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Øàíñ âûïàäåíèÿ äîæäÿ èç ÿíã ïîâûøåí íà %s%%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	Øàíñ âûïàäåíèÿ ÿíã ïîâûøåí íà %s%%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	Øàíñ âûïàäåíèÿ ïğåäìåòîâ ïîâûøåí íà %s%%.
PVP_LEVEL0	ïî-ğûöàğñêè
PVP_LEVEL1	áëàãîğîäíî
PVP_LEVEL2	õîğîøî
PVP_LEVEL3	äğóæåëşáíûé
PVP_LEVEL4	íåéòğàëüíûé
PVP_LEVEL5	àãğåññèâíûé
PVP_LEVEL6	êîâàğíûé
PVP_LEVEL7	çëîáíûé
PVP_LEVEL8	æåñòîêèé
PVP_MODE_GUILD	PvP-Ğåæèì ãèëüäèè àêòèâèğîâàí
PVP_MODE_KILL	Ñâîáîäíîå PvP àêòèâèğîâàíî
PVP_MODE_NORMAL	PvP-ìèğ àêòèâèğîâàí
PVP_MODE_PROTECT	PvP-çàùèòà àêòèâèğîâàíà
PVP_MODE_REVENGE	PvP-âğàæäåáíûé àêòèâèğîâàíî
PVP_OPTION_KILL	Ñâîáîäíûé
PVP_OPTION_NORMAL	Ìèğ
PVP_OPTION_PROTECT	Çàùèòà
PVP_OPTION_REVENGE	âğàæäåáíûé
PVP_TOURNAMENT_DO_NOT_AUTO	Âî âğåìÿ PvP-òóğíèğà íåëüçÿ èñïîëüçîâàòü àâòîàòàêó.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Áîëüøå íå ñïğàøèâàòü
QUEST_APPEND	Íîâîå çàäàíèå  ïğèíÿòî.
QUEST_HOUR	×àñ(û)
QUEST_MIN	Ìèí.
QUEST_SEC	Ñåê.
QUEST_TIMEOVER	Âğåìÿ èññòåêëî.
QUEST_UNLIMITED_TIME	Áåç îãğàíè÷åíèÿ âğåìåíè
QUEST_ZEROSEC	0 ñåê.
QUICKSLOT_REGISTER_DISABLE_ITEM	İòîò ïğåäìåò íå ìîæåò áûòü äîáàâëåí â ïîëå áûñòğîãî äîñòóïà.
RAMADAN_EVENT_BREAD_MAX_COUNT	Ó âàñ óæå ìàêñèìóì õëåáîâ.
RAMADAN_EVENT_FIG_MAX_COUNT	Ó âàñ óæå ìàêñèìóì ïëîäîâ áëàãîñëîâåíèÿ.
RAMADAN_EVENT_GET_BREAD	Âû ïîëó÷èëè 1 õëåá.
RAMADAN_EVENT_GET_FIG	Âû ïîëó÷èëè 1 ïëîä áëàãîñëîâåíèÿ.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Âàì íóæíî åùå 10 õëåáîâ.
RANKING	Ğàíã
RANKING_BOARD_MEMBER	Ó÷àñòíèêè
RECEIVE_MESSAGE	%s îòïğàâèë âàì ñîîáùåíèå.
REFINE_COST	Çàòğàòû íà óëó÷øåíèå: %d ÿíã
REFINE_DESTROY_WARNING	Âåğîÿòíîñòü ğàçğóøåíèÿ ïğåäìåòà ïğè åãî óëó÷øåíèè.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Âû òî÷íî õîòèòå óëó÷øèòü ïğåäìåò?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Â ñëó÷àå íåóäà÷è ïğåäìåò áóäåò ğàçğóøåí. Õîòèòå ïğîäîëæèòü?
REFINE_DOWN_GRADE_WARNING	Âåğîÿòíîñòü ïîòåğè íåêîòîğûõ ñâîéñòâ ïğåäìåòà ïğè ïîïûòêå åãî óëó÷øèòü.
REFINE_DO_YOU_SEPARATE_METIN	Âû õîòèòå óäàëèòü Êàìåíü äóõà?
REFINE_ELEMENT_CHANGE_TEXT	Ó %s òåïåğü ñòèõèÿ %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Ñòåïåíü çàêëÿòèÿ ñòèõèé ïîíèæåíà.
REFINE_ELEMENT_EXIST	Ó ıòîãî ïğåäìåòà óæå åñòü äğóãàÿ ñòèõèÿ.
REFINE_ELEMENT_GRADE_MAX	Óæå äîñòèãíóòà ìàêñèìàëüíàÿ ñòåïåíü çàêëÿòèÿ ñòèõèé.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Çàêëÿòèå ñòèõèé äîñòóïíî òîëüêî äëÿ îğóæèÿ +7 èëè âûøå.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Íå õâàòàåò ÿíã.
REFINE_ELEMENT_NOT_EXSIT	Íåëüçÿ èñïîëüçîâàòü ñ ıòèì ïğåäìåòîì.
REFINE_ELEMENT_TEXT_DARK	Òüìà +%d
REFINE_ELEMENT_TEXT_EARTH	Çåìëÿ +%d
REFINE_ELEMENT_TEXT_ELECT	Ìîëíèÿ +%d
REFINE_ELEMENT_TEXT_FIRE	Îãîíü +%d
REFINE_ELEMENT_TEXT_ICE	Ëåä +%d
REFINE_ELEMENT_TEXT_WIND	Âåòåğ +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Çàêëÿòèå ñòèõèé íå óäàëîñü.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Çàêëÿòèå ñòèõèé óñïåøíî!
REFINE_FAILURE	Äà óæ, íå ñğàáîòàëî. Ìû íå ñïğàâèëèñü.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s íåëüçÿ ïğèëîæèòü ê ıòîìó ïğåäìåòó.
REFINE_FAILURE_DEL_ITEM	Óëó÷øåíèå íå óäàëîñü. Ïğåäìåò óíè÷òîæåí.
REFINE_FAILURE_EQUIP_ITEM	Âû íå ìîæåòå óëó÷øèòü ñíàğÿæåííûé ïğåäìåò.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Âû íå ìîæåòå ïğèìåíÿòü êàìíè äóõà, ïîêà îòêğûòî ıòî îêíî.
REFINE_FAILURE_GRADE_DOWN	Óëó÷øåíèå íå óäàëîñü. Êà÷åñòâî ïğåäìåòà óõóäøåíî.
REFINE_FAILURE_KEEP_GRADE	Óëó÷øåíèå íå óäàëîñü.\nÂàì ïîâåçëî, è ïğåäìåò îñòàëñÿ ïğåæíèì.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Íåò êàìíÿ äóõà äëÿ óäàëåíèÿ.
REFINE_FAILURE_NEED_BETTER_SCROLL	Âàì íåîáõîäèì ëó÷øèé Ñâèòîê óëó÷øåíèÿ.
REFINE_FAILURE_NO_GOLD_SOCKET	Äîáàâëåíèå %s íåâûïîëíèìî èç-çà îòñóòñòâèÿ çîëîòîé îïğàâû.
REFINE_FAILURE_NO_MORE_REINFORCE	Áîëüøå óñèëèòü íåëüçÿ.
REFINE_FAILURE_NO_MORE_SOCKET	Äîáàâëåíèå ïîñëåäóşùèõ ÿ÷ååê íåâîçìîæíî.
REFINE_FAILURE_NO_SOCKET0	Äîáàâëåíèå %s íåâûïîëíèìî èç-çà îòñóòñòâèÿ ÿ÷åéêè.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Äîáàâëåíèå ÿ÷ååê ê ıòîìó ïğåäìåòó íåâîçìîæíî.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	İòîò ïğåäìåò íåëüçÿ óëó÷øèòü.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Óëó÷øåííûé ïğåäìåò íåëüçÿ íè óõóäøèòü, íè óíè÷òîæèòü.
REFINE_QUESTION_CONFIRM	Õîòèòå ïğîäîëæèòü?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Åñëè óëó÷øåíèå íå óäàñòñÿ, óğîâåíü ïğåäìåòà óïàäåò íèæå íåîáõîäèìîãî äëÿ ıôôåêòà çà íàáîğ, è ıôôåêò ïğîïàäåò.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Êîãäà âû óëó÷øàåòå ïğåäìåò, ıôôåêò çà íàáîğ ïğîïàäàåò.
REFINE_SUCCESS	Óëó÷øåíèå ïğåäìåòà ïğîøëî óñïåøíî.
REFINE_SUCCESS_PROBALITY	Øàíñ íà óëó÷øåíèå: %d%%
REFINE_WARNING2	Õîòèòå ïğîäîëæèòü óëó÷øåíèå?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Öåíà]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s øò.
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Õîòèòå âûêóïèòü çà %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Ïğåäìåòû, êîòîğûå âû ïğîäàåòå òîğãîâöó, äîáàâëÿşòñÿ â ñïèñîê âûêóïà.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Íàæìèòå íà ïğåäìåò â ñïèñêå, ÷òîáû åãî âûêóïèòü.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. Ñïèñîê î÷èùàåòñÿ, êîãäà âû îòïğàâëÿåòåñü â äğóãóş çåìëş, ìåíÿåòå ïåğñîíàæà, âûõîäèòå èç èãğû èëè ó÷åòíîé çàïèñè.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Åñëè ñïèñîê çàïîëíåí, à âû ïğîäàåòå åùå îäèí ïğåäìåò, ñàìûé ñòàğûé ïğåäìåò â ñïèñêå ïğîïàäàåò.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Ïğåäìåòû ñî ñğîêîì äåéñòâèÿ óäàëÿşòñÿ èç ñïèñêà, êîãäà ñğîê äåéñòâèÿ èñòåêàåò.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Åñëè âû ñîâåğøèòå îïğåäåëåííîå ÷èñëî âûêóïîâ, âàì íóæíî áóäåò ïîäîæäàòü, ÷òîáû îíè ñíîâà ñòàëè äîñòóïíû.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Âûêóï
REPURCHASE_SHOP_INVALID_ITEM	İòîãî ïğåäìåòà íåò â ñïèñêå âûêóïîâ.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Ïîâòîğèòå ïîïûòêó ïîçæå.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Ó âàñ íå õâàòàåò ìåñòà â èíâåíòàğå.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Ó âàñ íåäîñòàòî÷íî ÿíã.
REQUEST_DROP_ITEM_DONT_DROP	Âû íå ìîæåòå âûêèíóòü ıòîò ïğåäìåò.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Ïîâòîğèòå ïîïûòêó ïîçæå.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Îæèâëåíèå
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Âû ïîãèáëè. \nÂîçâğàùàéòåñü èç Ìèğà ñòèõèé!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Åñëè âû óìğåòå, òî ïåğåíåñåòåñü â Çîëîòóş çåìëş.\n\n Ñîâåò: âû ìîæåòå èçáåæàòü ãèáåëè îò âçğûâ-áàøíè, åñëè èñïîëüçóåòå Áèëåò çàùèòû îò âçğûâà.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Âû ïàëè â Áèòâå ïÿòè ñâÿòûíü.\n Âû âîçâğàùàåòåñü â äåğåâíş.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Âàø ïåğñîíàæ ïîãèá. \nÑêîğî âû ïåğåíåñåòåñü â ãîğîä.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Ãîğüêîå ïîğàæåíèå! Çäåñü âàø ïóòü çàêàí÷èâàåòñÿ.
