ACCE_ABSORB_COST	Costuri combinaşie: %d
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	Spiritul Relicvã este deja încãrcat.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	Niciun Spirit Relicvã nu trebuie încãrcat.
PASSIVE_ATTR_CHARGE_QUESTION	Doreºti sã încarci Spiritul Relicvã?
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	Timpul relicvei a fost încãrcat la maxim.
PASSIVE_ATTR_CONTROL_FAIL_MSG	Nu poşi face asta pe perioda activãrii.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	Încearcã mai târziu.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	Ai nevoie de un spirit potrivit pentru asta.
PASSIVE_ATTR_TOOLTIP_LINE1	1. Patru suflete pot fi folosite pentru a adãuga sau extinde atribute pe relicvele de suflet specifice clasei.
PASSIVE_ATTR_TOOLTIP_LINE2	2. Atributele adãugate nu pot fi schimbate; odatã activate, oferã bonusuri, iar durata lor scade.
PASSIVE_ATTR_TOOLTIP_LINE3	3. Chiar ºi dupã expirarea duratei, relicva nu dispare ºi poate fi reactivatã dupã reîncãrcare.
PASSIVE_ATTR_TOOLTIP_LINE4	4. Relicvele pot fi obşinute din misiuni repetabile. Le poşi accepta dupã ce ai finalizat misiunea Omul Rãnit din Aria Dong Gwang.
PASSIVE_ATTR_TOOLTIP_LINE5	(Misiunile sunt disponibile dupã nivelul 120 ºi finalizarea misiunii Ritualul Distrugerii.)
PASSIVE_ATTR_TOOLTIP_LINE6	5. Sufletele pot fi obşinute ºi din magazin.
PASSIVE_ATTR_TOOLTIP_TITLE	Bonusuri Relicvã
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	Ai nevoie de un Spirit Relicvã pentru clasa ta.
PASSIVE_JOB_DESTROY_POPUP	Dacã arunci Spiritul Relicvã, acesta va fi distrus. Eºti sigur?
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	Nu vei mai putea recupera relicva dupã activare.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	Obiectul va fi distrus. Eºti sigur?
PASSIVE_JOB_LEFT_TIME	Timp rãmas: %s
PASSIVE_JOB_MAX_TIME	Timp maxim relicvã: %s
PASSWORD_TITLE	Parola depozit
PET_ABILITIES_VALUE	+%s%%
PET_ATTR_CHANGE_DIALOG_TEXT	Doreºti sã schimbi atributele însoşitorului acum?\nObiectul 'Însoşitor Magic' va fi folosit în acest proces.\nProcesul poate eºua.
PET_ATTR_CHANGE_USE	Acşiunea nu poate avea loc în timp ce atributele însoşitorului sunt modificate.
PET_ATTR_DETERMINE_TYPE1	Tip 1: neîndemânatic. Nu este foarte puternic.\nVei putea sã îi îmbunãtãşeºti abilitãşile.
PET_ATTR_DETERMINE_TYPE2	Tip 2: indiscret. Nu este foarte puternic.\nUn însoşior loial ale cãrui abilitãşi se vor îmbunãtãşi cu timpul.
PET_ATTR_DETERMINE_TYPE3	Tip 3: vioi. Putere medie.\nVei putea sã îi îmbunãtãşeºti abilitãşile.
PET_ATTR_DETERMINE_TYPE4	Tip 4: curajos. Putere medie.\nUn însoşior loial ale cãrui abilitãşi se vor îmbunãtãşi cu timpul.
PET_ATTR_DETERMINE_TYPE5	Tip 5: robust. Puternic.\nVei putea sã îi îmbunãtãşeºti abilitãşile ºi mai mult.
PET_ATTR_DETERMINE_TYPE6	Tip 6: legendar. Puternic.\nUn însoşior loial ale cãrui abilitãşi se vor îmbunãtãşi mai mult cu timpul.
PET_ATTR_DETERMINE_TYPE7	Tip 7: mitic. Foarte puternic.\nVa ajunge în timp la potenşial maxim.
PET_ATTR_DETERMINE_TYPE8	Tip 8: prismatic. Extrem de puternic.\nUn însoşitor loial pe care te vei putea baza mereu.
PET_BAG_DESC	%s
PET_CANNOT_EAT_BATTLE_EXP_FOOD	Trebuie sã chemi mai întâi însoşitorul.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_1	Caracterul tãu trebuie sã fi ajuns la nivel campion 1 pentru aceastã etapã a evoluşiei.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_2	Caracterul tãu trebuie sã fi ajuns la nivel campion 15 pentru aceastã etapã a evoluşiei.
PET_CANNOT_FEED_BATTLE_EXP_FOOD	%s nu poate câºtiga mai mult EXP.
PET_CANNOT_FEED_CUBEOPEN	Nu poşi hrãni însoşitorul în timp ce fereastra de rafinare este deschisã.
PET_CANNOT_OPEN_POTENTIAL_SKILL_WINDOW	Aceasta este disponibilã doar pentru însoşitorii care au atins nivelul campion.
PET_CANNOT_REGISTER_POTENTIAL_SLOT_FROM_ITEM	Poşi selecta doar ouã de însoşitor în acest slot.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Nu poşi modifica atributele unui însoşitor mort.
PET_CAN_NOT_EGG_ITEM_USE	Nu poti deschide Incubatorul in timp ce faci negot, ai deschis depozitul sau un magazin privat.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nu poti pune obiecte sparte in aceasta fereastra.
PET_CAN_NOT_FEED_TYPE	Nu poşi hrãni însoşitorul cu asta. Încearcã altceva.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Insotitorul trebuie sa aiba nivelul %d pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Insotitorul trebuie sa aiba 100% experienta pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	Însoşitorul tãu trebuie sã fi ajuns la nivel campion %d pentru a-l putea evolua.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Insotitorul a atins deja cel mai inalt grad al evolutiei.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nu poti deschide un magazin privat in timp ce ai chemat insotitorul.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Insotitorul trebuie sa aiba %d zile pentru a-l antrena si promova la urmatorul stadiu de evolutie.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nu poti chema insotitorul deoarece a expirat valabilitatea.
PET_CAN_NOT_USE_BAG	Nu poti folosi Cutia de Transport deoarece insotitorul tau deja a expirat.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	Poşi selecta doar ouã de însoşitor în acest slot.
PET_CAN_REGISTER_PET_EGG	Dacã ai un slot liber, poşi selecta unul dintre ouãle de însoşitor.
PET_CAN_SPECIAL_EVOL	Ai nevoie de Carte Însoşitor Eroic pentru aceastã etapã a evoluşiei.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	Bloc Penetrare (% din val totalã)
PET_CONQUEROR_BILITIES_HIT_PCT	Precizie %
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	Voinşã Sung Ma (RES) (%)
PET_EGG_REMOVE_ANSWER_1	Confirmã
PET_EGG_REMOVE_ANSWER_2	Anuleazã
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	Vrei sã elimini alegerea %s?
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	Dacã elimini oul, nu îl vei mai putea recupera.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Însoşitorul nu are nicio abilitate de resetat.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	Însoşitorul tãu a deblocat o abilitate potenşialã (%s).
PET_HATCHING_ACCEPT	Doresti sa iti chemi insotitorul '%s'?
PET_HATCHING_MONEY	Pret: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nu poti avea nicio alta actiune in timp ce Incubatorul este deschis.
PET_INFORMATION_STAGE1	Tânãr
PET_INFORMATION_STAGE2	Sãlbatic
PET_INFORMATION_STAGE3	Curajos
PET_INFORMATION_STAGE4	Eroic
PET_INFORMATION_STAGE5	Evoluat
PET_INFORMATION_STAGE6	Puternic
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%0.1f%%
PET_INFO_CONQUEROR_BUTTON	Campion
PET_INFO_CONQUEROR_EXP	EXP actual nivelul campion: %s
PET_INFO_EXP	EXP actual: %s
PET_INFO_ITEM_EXP	EXP actual obiect: %s
PET_INFO_NEXT_CONQUEROR_EXP	EXP rãmas nivelul campion: %s
PET_INFO_NEXT_EXP	EXP rãmas: %s
PET_INFO_NEXT_ITEM_EXP	EXP rãmas obiect: %s
PET_INFO_NORMAL_BUTTON	Normal
PET_INFO_POTENTIAL_BUTTON	Potenşial
PET_INFO_POTENTIAL_LEFT_TIME	Timp rãmas: %s
PET_INFO_POTENTIAL_SKILL	Abilitãşi Potenşiale
PET_INFO_SKILL_BUTTON	Abilitãşi Însoşitor
PET_MSG_NOT_ENOUGH_MONEY	Nu ai Yang suficient.
PET_NAME_CHANGE_ACCEPT	Doreºti sã schimbi numele însoşitorului în %s?
PET_NAME_MIN	Numele introdus este prea scurt.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	Abilitatea potenşialã %s este acum activã.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	Primul slot pentru abilitãşi potenşiale a fost deblocat
PET_OPEN_POTENTIAL_SKILL_SLOT_2	Al doilea slot pentru abilitãşi potenşiale a fost deblocat
PET_REGISTER_ANSWER_1	Confirmã
PET_REGISTER_ANSWER_2	Anuleazã
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Vrei sã selectezi acest ou de însoşitor?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Dacã selectezi oul, va fi eliminat din inventar.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	Abilitatea potenşialã %s a fost eliminatã.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nu existã niciun însoşitor de reînviat.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nu ai destul material.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Abilitatile sunt acum disponibile.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Resetarea abilitãşilor însoşitorului este ireversibilã.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Doreºti sã continui?
PET_SKILL_LEARN_FAIL_CONDITIONS	Însoşitorul nu are nivelul necesar. Doar însoşitorii eroici pot învãşa abilitãşi.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Doresti sa incepi antrenamentul pentru '%s'?
PET_SKILL_TOOLTIP_COOLTIME	Calmare: %s secunde
PET_SKILL_TOOLTIP_DURATION	Duratã: %d secunde
PET_SKILL_TOOLTIP_FEATHER	Însoşitorul are %d%% ºansa sã activeze Mers de Fulg pentru %.1f secunde.\nAtac %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Cand PV scade sub 20%%, ai \n a %d%% sansa sa cresti PV cu %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Caracterul tau are %d%% sansa sa devina invincibil \n atunci cand PV scade sub 10%%. \n Durata efect: %.1f secunde.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Exista o sansa de %d%% pentru a inlatura imediat \n toate efectele precum incetinirea, otravirea sau sangerarea daca \n a fost afectat caracterul.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Treci antrenamentul la urmatorul nivel?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Pret: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	Blocare Penetrare (%%): +%0.1f%% din valoarea totalã
PET_TOOLTIP_CONQUEROR_HIT_PCT	Precizie (%%): +%0.1f%%
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	C Niv %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	Voinşã Sung Ma (RES) (%%): +%0.1f%%
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Apãrare
PET_TOOLTIP_HP	PV
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Expirat
PET_TOOLTIP_POTENTIAL_SKILL	Abilitãşi Potenşiale: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Timp rãmas: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	in antrenament
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Urmatorul nivel: %d (max. %d)
PET_TOOLTIP_SP	PM
PET_TOOLTIP_TRADABLE	Negociabil
PET_TOOLTUP_SKILL	%s (Stagiu %d)
PICK_ITEM_TITLE	Numãrul obiectului.
PICK_MONEY_TITLE	Suma
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Ai fost deconectat deoarece versiunea clientului tãu nu corespunde. Te rugãm sã îşi actualizezi versiunea ºi sã te conectezi din nou.
POPUP_NOTICE_CHECKBOX_TEXT	Nu mai afiºa azi
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Nu mai poşi adãuga timp.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Obiectele puse la vânzare nu trebuie sã depãºeascã valoarea totalã permisã.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Obiectele puse la vânzare nu trebuie sã depãºeascã valoarea totalã permisã.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Sunt peste 3.000 de Won. Te rugãm sã colectezi banii acum.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Asta este peste 2 miliarde Yang. Te rugãm sã colectezi banii acum.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Nu poşi deschide asta în aceastã hartã.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Vrei sã închizi magazinul personal?
PREMIUM_PRIVATE_SHOP_DURATION	Durata: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Magazinul nu este deschis momentan deoarece este administrat.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Acest buton este pentru Magazin Premium Personal. Trebuie sã îl achizişionezi din magazin pentru a-l folosi.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Te rugãm sã introduci parola
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	pentru a deschide Magazin Premium Personal.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Parolã
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Nu mai poşi adãuga timp.
PREMIUM_PRIVATE_SHOP_USE_ITEM	Doreºti sã foloseºti obiectul 'Magazin Premium Personal'?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	Nu poşi colecta banii, pentru cã atunci ai avea mai mult de 3.000 de Won.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	Nu poşi colecta banii, pentru cã atunci ai avea mai mult de 2 miliarde de Yang.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Nu existã bani de colectat.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Ai plãtit mai mult Won decât poşi retrage.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Ai plãtit mai mult Yang decât poşi retrage.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Nu poşi colecta banii, deoarece suma introdusã este prea mare.
PRIVATESHOPSEARCH_ABLITY_POTION	Rouã
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Pânzã Finã
PRIVATESHOPSEARCH_ARMOR	Echipament
PRIVATESHOPSEARCH_ARROW	Sãgeşi
PRIVATESHOPSEARCH_BELL	Clopote
PRIVATESHOPSEARCH_BELT	Curele
PRIVATESHOPSEARCH_BLEND	Licori
PRIVATESHOPSEARCH_BLOOD_PEARL	Perlã Viºinie
PRIVATESHOPSEARCH_BLUE_PEARL	Perlã Albastrã
PRIVATESHOPSEARCH_BODY	Armurã
PRIVATESHOPSEARCH_BOW	Arcuri
PRIVATESHOPSEARCH_BUYTIME	Vrei sã cumperi obiectul selectat?
PRIVATESHOPSEARCH_CLAW	Gheare
PRIVATESHOPSEARCH_CLEAR_POTION	Elixire
PRIVATESHOPSEARCH_COSTUME	Costume
PRIVATESHOPSEARCH_COSTUMEBODY	Costum
PRIVATESHOPSEARCH_COSTUMEHAIR	Coafurã
PRIVATESHOPSEARCH_COSTUME_ACCE	Eºarfe
PRIVATESHOPSEARCH_COSTUME_MOUNT	Mounşi
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Pumnale
PRIVATESHOPSEARCH_DEAD	Mort
PRIVATESHOPSEARCH_DETACHMENT	Cartea Pietrelor
PRIVATESHOPSEARCH_DIAMOND	Diamant
PRIVATESHOPSEARCH_DS	Alchimie Piatrã Dragon
PRIVATESHOPSEARCH_DS_BLACK	Onyx
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Jad
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diamant
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Cercei
PRIVATESHOPSEARCH_FAN	Evantaie
PRIVATESHOPSEARCH_FISH	Peºte
PRIVATESHOPSEARCH_FOOTS	Pantofi
PRIVATESHOPSEARCH_GEM	Pietre preşioase
PRIVATESHOPSEARCH_GIFTBOX	Cutii cu Cadouri
PRIVATESHOPSEARCH_HEAD	Coifuri
PRIVATESHOPSEARCH_LIVE	Viu
PRIVATESHOPSEARCH_MATERIAL	Materiale
PRIVATESHOPSEARCH_METIN	Pietrele Spiritului
PRIVATESHOPSEARCH_NECK	Coliere
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nu poşi achizişiona niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nu poşi cãuta niciun obiect fãrã mãnunchiul corect.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Cautã dupã nume
PRIVATESHOPSEARCH_NODELAY_POTION	Obiecte cu PV
PRIVATESHOPSEARCH_ORE	Minereu
PRIVATESHOPSEARCH_PET	Sistem Însoşitori
PRIVATESHOPSEARCH_PETAGG	Ouã Însoşitori
PRIVATESHOPSEARCH_PETSKILLBOOK	Cãrşi de Abilitãşi pentru Însoşitor
PRIVATESHOPSEARCH_PICK	Târnãcoape
PRIVATESHOPSEARCH_POTION	Licori
PRIVATESHOPSEARCH_QUEST	Misiune
PRIVATESHOPSEARCH_QUIVER	Tolbe
PRIVATESHOPSEARCH_RESOURCE	Îmbunãtãşirea Obiectului
PRIVATESHOPSEARCH_ROD	Undişe
PRIVATESHOPSEARCH_SELECTITEM	Alege un obiect.
PRIVATESHOPSEARCH_SHIELD	Scuturi
PRIVATESHOPSEARCH_SKILLBOOK	Carti de Abilitãşi
PRIVATESHOPSEARCH_SKILLFORGET	Cartea Uitãrii
PRIVATESHOPSEARCH_SPECIAL	Diverse
PRIVATESHOPSEARCH_STONE	Fragmente de Energie
PRIVATESHOPSEARCH_SWORD	Sãbii O Mânã
PRIVATESHOPSEARCH_TREASUREBOX	Cufere
PRIVATESHOPSEARCH_TUNING	Pergamente
PRIVATESHOPSEARCH_TWOSWORD	Sãbii Douã Mâini
PRIVATESHOPSEARCH_UNIQUE	Unic
PRIVATESHOPSEARCH_USEITEM	Consumabile
PRIVATESHOPSEARCH_USESPECIAL	Diverse
PRIVATESHOPSEARCH_WEAPON	Arme
PRIVATESHOPSEARCH_WHITE_PEARL	Perlã Albã
PRIVATESHOPSEARCH_WRIST	Brãşãri
PRIVATE_SHOP_BUILD_BANNED_ZONE	Nu poşi deschide un magazin în aceastã locaşie.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nu poşi vinde acest obiect în magazin.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	Numãrul de bunuri din magazinul tãu personal a fost schimbat.\nTe rugãm sã confirmi cã numãrul corespunde cu suma doritã.
PRIVATE_SHOP_CLOSE_QUESTION	Vrei sã închizi magazinul?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Numele magazinului
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Preş
PRIVATE_SHOP_MAP_EXIT_BUTTON	Pãrãseºte
PRIVATE_SHOP_MAP_EXIT_QUESTION	Doreºti sã pleci din acest loc?
PRIVATE_SHOP_NEED_MONEY	Cautã dupã preş
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Niciun rezultat gãsit.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Alege un obiect pentru cãutare.
PRIV_EMPIRE_NOTICE_EXP_PCT	EXP câºtigat este momentan crescut cu %s%%.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Rata de drop ploaie de Yang este momentan crescutã cu %s%%.
PRIV_EMPIRE_NOTICE_GOLD_DROP	Rata de drop Yang este momentan crescutã cu %s%%.
PRIV_EMPIRE_NOTICE_ITEM_DROP	Rata de drop Obiecte este momentan crescutã cu %s%%.
PVP_LEVEL0	Cavaler
PVP_LEVEL1	Nobil
PVP_LEVEL2	Bun
PVP_LEVEL3	Prietenos
PVP_LEVEL4	Neutru
PVP_LEVEL5	Agresiv
PVP_LEVEL6	Dezonorat
PVP_LEVEL7	Rautacios
PVP_LEVEL8	Crud
PVP_MODE_GUILD	Mod PvP-breaslã activat
PVP_MODE_KILL	PvP - liber activat.
PVP_MODE_NORMAL	PvP - pace activat.
PVP_MODE_PROTECT	PvP - protecşie activat.
PVP_MODE_REVENGE	PvP - agresiv activat.
PVP_OPTION_KILL	Liber
PVP_OPTION_NORMAL	Pace
PVP_OPTION_PROTECT	Protecşie
PVP_OPTION_REVENGE	Agresiv
PVP_TOURNAMENT_DO_NOT_AUTO	Nu poşi folosi 'atac automat' în timpul turneului PvP.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Nu mai întreba
QUEST_APPEND	Misiune noua înregistrata.
QUEST_HOUR	Ore
QUEST_MIN	Min.
QUEST_SEC	Sec.
QUEST_TIMEOVER	Timpul a expirat
QUEST_UNLIMITED_TIME	Nicio limitã de timp
QUEST_ZEROSEC	0 sec.
QUICKSLOT_REGISTER_DISABLE_ITEM	Acest obiect nu poate fi adãugat la câmpul de acces rapid.
RAMADAN_EVENT_BREAD_MAX_COUNT	Ai deja numãrul maxim de Pâini.
RAMADAN_EVENT_FIG_MAX_COUNT	Ai deja numãrul maxim de Fructe Binecuvântate.
RAMADAN_EVENT_GET_BREAD	Ai primit 1 Pâine.
RAMADAN_EVENT_GET_FIG	Ai primit 1 Fruct Binecuvantat.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	Mai ai nevoie de încã 10 Pâini.
RANKING	Rang
RANKING_BOARD_MEMBER	Membru
RECEIVE_MESSAGE	%s şi-a trimis un mesaj.
REFINE_COST	Costuri de îmbunãtãşire: %d Yang
REFINE_DESTROY_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Eºti sigur cã doreºti sã îmbunãtãşeºti acest obiect?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Dar dacã nu îşi reuºeºte, obiectul va fi distrus. Doreºti sã continui?
REFINE_DOWN_GRADE_WARNING	Obiectul poate fi distrus prin înnobilare.
REFINE_DO_YOU_SEPARATE_METIN	Doreºti sã înlãturi toate Pietrele Spiritului disponibile?
REFINE_ELEMENT_CHANGE_TEXT	%s are acum elementul %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Magia elementarã a fost scãzutã.
REFINE_ELEMENT_EXIST	Obiectul are deja alt element.
REFINE_ELEMENT_GRADE_MAX	Nivelul maxim de magie elementarã a fost atins.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Magia elementarã este disponibilã doar pentru armele +7 sau mai mari.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Nu ai suficient Yang.
REFINE_ELEMENT_NOT_EXSIT	Nu poate fi folosit cu acest obiect.
REFINE_ELEMENT_TEXT_DARK	Întuneric +%d
REFINE_ELEMENT_TEXT_EARTH	Pãmânt +%d
REFINE_ELEMENT_TEXT_ELECT	Fulger +%d
REFINE_ELEMENT_TEXT_FIRE	Foc +%d
REFINE_ELEMENT_TEXT_ICE	Gheaşã +%d
REFINE_ELEMENT_TEXT_WIND	Vânt +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Magia elementarã a eºuat.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Magia elementarã a avut succes!
REFINE_FAILURE	Oh nu, nu a mers! Ai eºuat.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s nu poate fi adãugat obiectului.
REFINE_FAILURE_DEL_ITEM	Rafinarea a eºuat. Obiectul a fost distrus.
REFINE_FAILURE_EQUIP_ITEM	Nu poşi îmbunãtãşi Obiectele echipate.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Nu poşi folosi Pietrele Spiritului în timp ce aceastã fereastrã este deschisã.
REFINE_FAILURE_GRADE_DOWN	Rafinarea a eºuat. Gradul obiectului a fost redus.
REFINE_FAILURE_KEEP_GRADE	Rafinarea a eºuat. \nDin fericire, obiectul a rãmas în stare bunã.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Nu poate fi indepartata nicio piatrã a spiritului.
REFINE_FAILURE_NEED_BETTER_SCROLL	Ai nevoie de un pergament de îmbunãtãşire mai bun.
REFINE_FAILURE_NO_GOLD_SOCKET	Nu existã suport de aur pentru a adãuga %s.
REFINE_FAILURE_NO_MORE_REINFORCE	Nu mai poşi consolida asta.
REFINE_FAILURE_NO_MORE_SOCKET	Nu poşi sã mai adaugi suporturi.
REFINE_FAILURE_NO_SOCKET0	Nu existã suport pentru a adãuga %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Acestui obiect nu îi poate fi adãugat un suport.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Acest obiect nu poate fi îmbunãtãşit.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Obiectul îmbunãtãşit nu poate fi distrus sau scãzut în nivel.
REFINE_QUESTION_CONFIRM	Doreºti sã continui?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Dacã îmbunãtãşirea nu reuºeºte, nivelul va scãdea sub minimul necesar pentru efectele de set, eliminând astfel efectul de set.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Dacã îmbunãtãşeºti obiectul, efectul de set va fi eliminat.
REFINE_SUCCESS	Îmbunãtãşirea obiectului a reuºit.
REFINE_SUCCESS_PROBALITY	ªansã de îmbunãtãşire: %d%%
REFINE_WARNING2	Doreºti sã continui cu îmbunãtãşirea?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Preş]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s x%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	Doreºti sã îl cumperi pentru %s?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Obiectele vândute vor fi adãugate în Lista de Rãscumpãrare.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Apasã pe un obiect din listã pentru a-l cumpãra înapoi.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. Lista se goleºte când schimbi regiunea, te deconectezi sau schimbi caracterul.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Dacã lista este plinã, cel mai vechi obiect va fi eliminat.
